panel,book,kid,key,T1,m,cost_bps,gross,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,T2_SYN,T2_SYN+,T2_OP1,T2_OP3,pass4a,pass4b
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-1.0,0,0.750158424794847,3.9118196641315066,0.11268900911545132,0.9782599501517784,-0.21923296514389468,1.0094606752970936,0.9501550547799968,0.9491171518284115,0.11494117879473897,1.0025709017245452,-0.21923296514389468,PASS,PASS,PASS,PASS,False,False
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-1.0,5,0.750158424794847,3.9118196641315066,0.11051499487439753,0.9613669283287556,-0.21940143002254453,0.9919653352440538,0.9338049699614359,0.932111904487018,0.11279098806419752,0.9857751301894734,-0.21940143002254497,PASS,PASS,PASS,PASS,False,False
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-1.0,10,0.750158424794847,3.9118196641315066,0.10834513844831539,0.9444707351132033,-0.2195698661999439,0.974466854990811,0.9174516994164393,0.9151040092093568,0.11064485620575781,0.9689757493696759,-0.21956986619994356,PASS,PASS,PASS,PASS,False,False
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-1.0,25,0.750158424794847,3.9118196641315066,0.10186043832248437,0.8937656177626067,-0.22101686675641707,0.9219553489066405,0.8683750245924965,0.8640669699266939,0.10423073896123314,0.9185584040477646,-0.2210168667564174,PASS,PASS,PASS,PASS,False,False
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-0.5,0,0.7501948271236903,2.1338551973169895,0.122828249274753,1.0635748344442268,-0.22219178531790185,1.1166465616748424,1.018502370170894,1.0429834322617895,0.12621759120850484,1.0800860162417634,-0.22219178531790207,PASS,PASS,PASS,PASS,False,False
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-0.5,5,0.7501948271236903,2.1338551973169895,0.12163113102339485,1.0542935068535555,-0.22229938085641532,1.1068888213324286,1.0096246148784753,1.0334665687260125,0.12502886496308774,1.07099559524586,-0.22229938085641543,PASS,PASS,PASS,PASS,False,False
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-0.5,10,0.7501948271236903,2.1338551973169895,0.12043526235452551,1.0450109984488902,-0.22240696471452925,1.0971298515169225,1.0007457218008944,1.023948670974667,0.12384136712801563,1.0619038855327727,-0.22240696471452914,PASS,PASS,PASS,PASS,False,False
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-0.5,25,0.7501948271236903,2.1338551973169895,0.11685514108364314,1.0171567962164592,-0.22272964621578428,1.0678460414126665,0.9741025711715442,0.9953892116366084,0.12028623166725283,1.0346214076271187,-0.22272964621578462,PASS,PASS,PASS,PASS,False,False
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-0.25,0,0.7502123712373264,1.3292918707816999,0.1277509787764779,1.0972466357183397,-0.223657450518836,1.162961008942989,1.043075971526308,1.0837977929406595,0.131691236218068,1.1081084635125833,-0.22365745051883612,PASS,PASS,PASS,PASS,False,False
U56,EWALL,K00,px.shift(21) / px.shift(252) - 1,PASS,-0.25,5,0.7502123712373264,1.3292918707816999,0.12700179242339238,1.0914879468669034,-0.22374044584894082,1.156925456450032,1.037539818853891,1.0778890595987105,0.13093953678299886,1.1024667822170178,-0.2237404458489407,PASS,PASS,PASS,PASS,False,False
