con,gate,cad,band,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,CAGR0,gross_mean,gross_min,turn_yr,dCAGR_ctrl,dSharpe_ctrl,p4a,f4b,p4b
RESPREAD,MA,W,0.0,0.06466296232310809,0.5027837579449363,-0.383519995771456,0.49768164644656343,0.5166677182012097,0.050305673513820315,0.44644038405104547,-0.20539528479235147,0.07362786889277029,0.5345577492287529,-0.383519995771456,0.07573055056184486,0.7500911935608532,0.7023576667761775,10.337144785065302,-0.037338547724387494,-0.17636656699744335,False,"H1,H2,OOS,DD,CAGR",False
RESPREAD,MA,W,0.02,0.07210170329786769,0.5514022523407482,-0.3720649626694441,0.5643204159420877,0.5530117710993058,0.060331070362452666,0.5214957823372175,-0.19474710621305835,0.07943640745851743,0.5700112392825747,-0.37206496266944367,0.08137947644073984,0.75010673639718,0.7024707811436772,8.614685756556783,-0.02989980674962789,-0.12774807260163146,False,"H1,H2,OOS,DD,CAGR",False
RESPREAD,MA,W,0.03,0.07311381628361135,0.5553394893681117,-0.3767526362914838,0.5560361846857764,0.5664139357040542,0.06074930106407961,0.5235912733328171,-0.19587112022553188,0.08082201079563234,0.5750092709182847,-0.37675263629148525,0.08145794186834854,0.7501087536175585,0.7016886435904982,7.7423004986433455,-0.028887693763884226,-0.12381083557426797,False,"H1,H2,OOS,DD,CAGR",False
RESPREAD,MA,W,0.05,0.08291425672837005,0.6138853448454276,-0.3785829724858306,0.6533690976395439,0.5997296797562649,0.07120946026065789,0.6026772423561546,-0.18262043307537545,0.0902069202141369,0.624172638895937,-0.3785829724858307,0.08978885659758862,0.7501199185912072,0.7011111057042314,6.323919696488236,-0.01908725331912553,-0.06526498009695214,False,"H1,H2,OOS,DD,CAGR",False
RESPREAD,MA,W,0.08,0.08423976705140479,0.622115640005776,-0.3775793713285239,0.6658398035842126,0.6047477170630859,0.07231485556239403,0.6097875979929194,-0.18653330926914535,0.09167072541770271,0.632931528850146,-0.37757937132852426,0.08971956401327752,0.7501199112251222,0.7022664708550894,5.035071313087666,-0.01776174299609079,-0.057034684936603686,False,"H1,H2,OOS,DD,CAGR",False
RESPREAD,MA,W,0.12,0.09257077063323482,0.6716792117669286,-0.3763045248323098,0.728455261210436,0.6470013424102912,0.08448235464289988,0.6986158515565308,-0.1733198280146382,0.09759627077368882,0.6637436596987282,-0.37630452483231003,0.09698211633154497,0.7501450419883564,0.7028470175237685,4.0248180105168485,-0.009430739414260758,-0.007471113175451127,False,"H1,H2,OOS,DD,CAGR",False
RESPREAD,MA,M,0.0,0.08604301054871288,0.630483900561404,-0.39462820307238855,0.6772390202992642,0.6100487153814842,0.07670120470259123,0.6347043333520427,-0.18393890441633243,0.09185293972114517,0.632629315116963,-0.3946282030723879,0.09102330762416622,0.7505026928891092,0.6640878114809583,4.57381383384454,-0.011349319244493783,-0.029153580578040517,False,"H1,H2,OOS,DD,CAGR",False
RESPREAD,MA,M,0.02,0.08878444905764504,0.6471646319958899,-0.38942019756220236,0.6852005011263539,0.63338073626726,0.07839317355759823,0.6466791007091629,-0.1808738083986009,0.09525204176487878,0.6518174414633993,-0.38942019756220225,0.0936564472339334,0.7505361687678453,0.6637640751028682,4.46377432163061,-0.008607880735561624,-0.01247284914355462,False,"H1,H2,OOS,DD,CAGR",False
RESPREAD,MA,M,0.03,0.0905531184985977,0.6570723621820489,-0.38434511285400974,0.6860205074301239,0.6501320755422113,0.07918448092722596,0.6512414578001736,-0.18305359982683844,0.09763411708050596,0.6644822255864014,-0.3843451128540104,0.09534668299207905,0.7505498966480239,0.6630189502497625,4.384970918451023,-0.00683921129460896,-0.00256511895739564,False,"H1,H2,OOS,DD,CAGR",False
RESPREAD,MA,M,0.05,0.09653103293917864,0.6922689169568385,-0.371296946888205,0.7216175291566901,0.6871885138150582,0.0825648691072407,0.6786430851423192,-0.17520401431927202,0.10524637103010215,0.7043336596897526,-0.37129694688820547,0.10101548297203955,0.7506001057080453,0.6628869974926266,4.080697794460749,-0.0008612968540280264,0.03263143581739392,False,"H1,H2,OOS,DD,CAGR",False
