family,q,w,depth,cadence,gross,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,isCAGR,isSharpe,isMaxDD,pass4b,fail4b,pass4a
CORR,0.07,252,0.25,D,0.75,0.10185315662779582,1.0454963915248983,-0.15844264747951087,1.0830395591076403,1.0149384820448002,0.10934198329573652,1.0938951004804576,-0.15844264747951098,0.0928277772290782,0.9842836504088108,-0.11128010647150177,False,CAGR,False
CORR,0.07,252,0.25,D,0.8,0.10864831264352581,1.045522343789906,-0.1685506875201418,1.0831033226321338,1.0149441526392307,0.1166742559579701,1.0938832102034581,-0.16855068752014135,0.09898031809648566,0.9843532597081875,-0.11847037926023307,True,-,False
CORR,0.07,252,0.25,D,0.85,0.11544060254063737,1.045545521044167,-0.17860165846605702,1.083164855317448,1.0149468654875204,0.12400815633170881,1.093868009445941,-0.1786016584660569,0.10512519223089178,0.9844206951495736,-0.12563113623498345,True,-,False
CORR,0.07,252,0.25,D,0.9,0.12222937089261521,1.0455658305510467,-0.18859552244124111,1.0832235724374608,1.0149469742380524,0.13134301400819104,1.0938496672863187,-0.188595522441241,0.11126176660366127,0.9844855298641583,-0.13276224210078602,True,-,False
CORR,0.07,252,0.25,D,0.95,0.12901394099386687,1.0455831249392658,-0.19853224172971928,1.0832792041659696,1.0149444503634644,0.13867812925718193,1.0938281817550344,-0.19853224172971917,0.11738939646871116,0.9845474291183614,-0.13986355730650946,True,-,False
CORR,0.07,252,0.25,D,1.0,0.13579363228022756,1.0455972853601445,-0.20841177877563244,1.0833319695184709,1.0149388760353883,0.14601274634315042,1.0938032496529368,-0.20841177877563222,0.12350749524126359,0.9846065097574945,-0.1469349527341206,False,DD,False
CORR,0.07,252,0.25,W,0.75,0.10210209833529715,1.04646483039613,-0.15844264747951065,1.0906502420960085,1.010183109538912,0.1089788603523183,1.0885258553699184,-0.15844264747951076,0.09380928950731837,0.9932815483380545,-0.11128010647150244,False,CAGR,False
CORR,0.07,252,0.25,W,0.8,0.10891358350871094,1.0464888542937738,-0.16855068752014157,1.0907127202516123,1.0101878716339239,0.11628198126020561,1.0885124773307058,-0.16855068752014168,0.10003185959521943,0.9933498457568817,-0.11847037926023318,True,-,False
CORR,0.07,252,0.25,W,0.85,0.11572214626221733,1.04651008516398,-0.17860165846605702,1.090772925638344,1.0101897022424031,0.12358607780512676,1.0884958169360428,-0.17860165846605702,0.10624732020855943,0.9934159231865929,-0.12563113623498434,True,-,False
CORR,0.07,252,0.25,W,0.9,0.12252712700794133,1.046528430247147,-0.18859552244124111,1.090830273340373,1.010188954619709,0.13089047379905305,1.0884760433656884,-0.18859552244124123,0.11245503474873475,0.9934793536398991,-0.13276224210078558,True,-,False
