selector,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,panel,family,bps,dOOS
S0 do-nothing,-,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,BUDGET,10,0.0
"S1 IS-argmax, ungated",0.2/skip,0.6985632186076824,0.10422568167652835,-0.277871321094844,BROAD136,BUDGET,10,-0.17720213324040734
S-gated MAX@K=20,0.05/half,0.8913498988226737,0.12883165949532294,-0.2182347327119114,BROAD136,BUDGET,10,0.01558454697458389
S-gated Q95@K=20,0.2/skip,0.6985632186076824,0.10422568167652835,-0.277871321094844,BROAD136,BUDGET,10,-0.17720213324040734
S-gated MAX@K=100,0.5/skip,0.7714043980223994,0.11085781079591772,-0.25624729378573197,BROAD136,BUDGET,10,-0.10436095382569044
S-gated Q95@K=100,0.5/skip,0.7714043980223994,0.11085781079591772,-0.25624729378573197,BROAD136,BUDGET,10,-0.10436095382569044
ORACLE-OOS,0.05/skip,0.9020274847728665,0.15431585426676997,-0.27794198758253685,BROAD136,BUDGET,10,0.02626213292477675
S0 do-nothing,-,0.7310232139337223,0.10056721799550972,-0.21680281437912718,BROAD136,BUDGET,25,0.0
"S1 IS-argmax, ungated",0.2/skip,0.6446662817622812,0.09471793062604994,-0.2796670341693569,BROAD136,BUDGET,25,-0.08635693217144103
S-gated MAX@K=20,0.05/half,0.7984480519825063,0.11340426849053187,-0.21963142564997473,BROAD136,BUDGET,25,0.06742483804878407
S-gated Q95@K=20,0.2/skip,0.6446662817622812,0.09471793062604994,-0.2796670341693569,BROAD136,BUDGET,25,-0.08635693217144103
S-gated MAX@K=100,0.5/skip,0.6380974113593185,0.0886992386906158,-0.2581944196770942,BROAD136,BUDGET,25,-0.09292580257440375
S-gated Q95@K=100,0.5/skip,0.6380974113593185,0.0886992386906158,-0.2581944196770942,BROAD136,BUDGET,25,-0.09292580257440375
ORACLE-OOS,0.05/skip,0.8982050152565592,0.15356213925262585,-0.2779419875825361,BROAD136,BUDGET,25,0.1671818013228369
S0 do-nothing,-,0.8757653518480898,0.12397539681393677,-0.21570287649607056,BROAD136,DDCTL,10,0.0
"S1 IS-argmax, ungated",0.15/0.5,0.8663357222169618,0.12164077907448356,-0.21570287649607056,BROAD136,DDCTL,10,-0.009429629631128034
