panel,dial,dial_class,ctx,dp,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,BASE_OOS_CAGR,BASE_OOS_Sharpe,BASE_OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,pass4a_OOS,pass4b_OOS
U56,BAND,NONWIDTH,0.5,10,0.08,0.05968333089587663,1.1654871159860163,-0.09763786311408507,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
U56,BAND,NONWIDTH,0.5,3,0.08,0.05968333089587663,1.1654871159860163,-0.09763786311408507,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
U56,BAND,NONWIDTH,0.5,2,0.08,0.05968333089587663,1.1654871159860163,-0.09763786311408507,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
U56,BAND,NONWIDTH,0.5,1,0.00,0.05999413438679091,1.2559914425263334,-0.08096498286495546,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
U56,BAND,NONWIDTH,0.5,0,0.00,0.05999413438679091,1.2559914425263334,-0.08096498286495546,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
U56,BAND,NONWIDTH,0.75,10,0.08,0.08984136510515839,1.1646116937774338,-0.14466927937915575,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
U56,BAND,NONWIDTH,0.75,3,0.08,0.08984136510515839,1.1646116937774338,-0.14466927937915575,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
U56,BAND,NONWIDTH,0.75,2,0.08,0.08984136510515839,1.1646116937774338,-0.14466927937915575,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
U56,BAND,NONWIDTH,0.75,1,0.00,0.09041981361653839,1.2555256512731858,-0.12011680537725988,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
U56,BAND,NONWIDTH,0.75,0,0.00,0.09041981361653839,1.2555256512731858,-0.12011680537725988,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False
