panel,family,rung,gross_dev,gross_twin,gross_err,scale,R_twin_CAGR,R_twin_MaxDD,R_twin_Sharpe,R_lad_CAGR,R_lad_MaxDD,R_lad_Sharpe,keep4a,keep4b,twin_keep4a,twin_keep4b,twin_CAGR,twin_MaxDD,twin_Sharpe,twin_OOS_Sharpe,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,se_CAGR,se_MaxDD,se_Sharpe,t_CAGR,t_MaxDD,t_Sharpe
U56,BAND,c=0.02,0.719437444122222,0.7194374443947484,2.725264458547372e-10,0.9997141243642723,0.0021807816485099885,0.0043142184222007,0.011920943547897522,0.0021807924353909602,0.004313956952347264,0.011920976960740681,False,True,False,True,0.12236847870876755,-0.1798567399850305,1.0643794695875732,1.1133410371052694,0.12454926035727754,1.0763004131354708,-0.1755425215628298,1.0838746183973682,1.0742731933526968,0.13776266716486885,1.134772586088677,-0.17554252156282968,0.00143861451843646,0.005570405947503538,0.011456963643530525,1.5158901989117581,0.7744890521191157,1.040497632601723
U56,BAND,c=0.04,0.7131427065853205,0.7131427150746513,8.489330793892691e-09,0.9909571058283352,0.002556401438922107,-0.0048475880310439035,0.000763578704996215,0.0025567048961903927,-0.004855174111201038,0.0007645258340798211,False,True,False,True,0.12129572631121843,-0.17836335652084112,1.064375669791617,1.1133319795329644,0.12385212775014054,1.0651392484966131,-0.18321094455188502,1.066211920876233,1.06914923400195,0.1381606505599502,1.1292913436425127,-0.18321094455188514,0.002249537341878857,0.007937040106944225,0.017804187899903783,1.1364120929803951,-0.6107551386571276,0.04288758966649311
U56,BAND,c=0.06,0.71182888010636,0.7118288902786936,1.0172333531066613e-08,0.9891293768166896,0.003213321144408754,-0.0051594623161068665,-0.004873039286265035,0.0032136775314541843,-0.005168399244719263,-0.004871922183524724,False,True,False,True,0.12107181517337429,-0.17805148223577805,1.0643748559693496,1.1133300720616055,0.12428513631778304,1.0595018166830845,-0.1832109445518849,1.0849569144263096,1.0426140558342414,0.1360134373022872,1.1036680676520325,-0.18321094455188525,0.0032791006655732533,0.011334278142506394,0.02563485110431484,0.9799397676762084,-0.4552087262405874,-0.1900943081914296
U56,BAND,c=0.08,0.7142212784665819,0.7142212855660285,7.099446586167346e-09,0.9924575658001618,0.007599727776688825,-0.007304986356095222,0.025683696847353055,0.0075999857725512765,-0.007311417414706645,0.025684499643676473,False,True,False,True,0.12147954177027476,-0.17861934034291538,1.0643763330956626,1.1133335414998087,0.12907926954696358,1.0900600299430157,-0.1859243266990106,1.1455096837690402,1.0477590515492274,0.13776363301292172,1.109396684980599,-0.18592432669901093,0.003293597331787988,0.011847929763147379,0.025919455579196133,2.307424682228285,-0.6165622604226738,0.9909041788658437
U56,BAND,c=0.10,0.7215905538470322,0.7215905512505598,-2.5964723704419157e-09,1.0027094923242565,0.006294148496771124,-0.002843703066199521,0.023885217767359412,0.006294291587989206,-0.0028461312536208483,0.023885565973849276,False,True,False,True,0.12273539658168486,-0.18036724148568561,1.0643807253439161,1.1133440875045146,0.129029545078456,1.0882659431112756,-0.18321094455188514,1.121903768678186,1.0639127933378776,0.13962993039937466,1.124621303424596,-0.18321094455188502,0.004009841622855429,0.012616040496808525,0.029961963793634735,1.5696750866407108,-0.22540376807754314,0.7971846549134974
U56,STOP,d=0.050,0.46188734220594996,0.46188749613886054,1.5393291058485303e-07,0.6415557168840793,-0.024943948210562894,-0.04867361431520656,-0.4427142145798968,-0.024944652960425737,-0.04869612410964409,-0.44271198324558547,False,False,False,False,0.07845313904452023,-0.11759913309176029,1.0640784078721166,1.1128189974086493,0.05350919083395733,0.6213641932922198,-0.16627274740696685,0.7630294728660679,0.48922496681902133,0.054766347733563814,0.6208474679364606,-0.1662727474069664,0.013812377077941258,0.049267610034157604,0.14531995758031263,-1.805912774449161,-0.9879434841970369,-3.0464791068716495
U56,STOP,d=0.075,0.5406374372596313,0.5406375798840678,1.4262443648327405e-07,0.7510381366236832,-0.02245596183436893,-0.01212933212563816,-0.34047207517822453,-0.02245615799936347,-0.012152451996794378,-0.3404694665035054,False,False,False,False,0.09188142899637475,-0.1368869324641646,1.0642008989177716,1.1130095420989154,0.06942546716200582,0.7237288237395471,-0.14901626458980277,0.7598959007522953,0.6919156059080768,0.07927507079106677,0.7951844789692201,-0.14901626458980288,0.012695559085395812,0.04616433269364463,0.11678784387279237,-1.768804483782119,-0.2627424987626429,-2.915304058092497
U56,STOP,d=0.100,0.5926836840154213,0.592683803441998,1.1942657673902346e-07,0.8234103645259789,-0.008823615378631189,-0.052515633691956554,-0.17683553983703126,-0.008823384245017482,-0.05253222530500129,-0.1768333166478423,False,False,False,False,0.10075770894710168,-0.14951269819712876,1.0642682271608623,1.1131219142855426,0.09193409356847049,0.8874326873238311,-0.2020283318890853,0.8893062184070979,0.8876755203311066,0.10459623391219974,0.970403838806157,-0.14158994348571619,0.009608846563608536,0.03226131751988009,0.08103479242746783,-0.9182803909106798,-1.6278204899596966,-2.1822174715300497
U56,STOP,d=0.150,0.7121843817891018,0.7121843915071273,9.718025495430993e-09,0.9896239320987992,-0.0012655279904154604,-0.0017695923304972272,-0.013301854482704378,-0.0012651856542832962,-0.0017781698207519347,-0.013300782688968393,False,True,False,True,0.12113240243031109,-0.1781358768070449,1.064375076860724,1.113330588681921,0.11986687443989563,1.0510732223780197,-0.17990546913754213,1.0851411426120192,1.024819704251199,0.12959868231710603,1.090040176537096,-0.17990546913754235,0.002229420025646463,0.007473928998036553,0.01340014403717747,-0.5676489741086345,-0.23676868364177797,-0.9926650374652394
U56,STOP,d=0.200,0.7196429358596218,0.7196429358596218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,0.1224034974833299,-0.17990546913754213,1.0643795900473585,1.1133413290228635,0.1224034974833299,1.0643795900473585,-0.17990546913754213,1.0851411426120192,1.0508994495933264,0.13426543601500995,1.1133413290228635,-0.17990546913754235,0.0,0.0,0.0,,,
