panel,family,axis,N,chooser,pick,margin,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass_4b_full,pass_4b_oos,pass_4a
B136,A,H,30,C_ISCAGR,126,0.0002616571021460956,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1661079493963833,1.0695530808226905,-0.24354358049436964,False,False,False
B136,A,H,40,C_ISSHARPE,126,0.011812107215383394,0.15311485642590061,1.088431221467345,-0.25383188323645245,1.265363577767309,0.9565255058773399,0.15713759320155107,1.053516002793691,-0.25383188323645256,False,False,False
B136,A,H,40,C_ISDD,63,0.0014554128569425062,0.14142411045651215,1.0318838669229686,-0.2828039823666242,1.2476968031197737,0.8652573617763248,0.1389166505805033,0.9641411686169042,-0.2828039823666241,False,False,False
B136,A,H,40,C_ISCAGR,126,0.003776073444003547,0.15311485642590061,1.088431221467345,-0.25383188323645245,1.265363577767309,0.9565255058773399,0.15713759320155107,1.053516002793691,-0.25383188323645256,False,False,False
B136,B,cap,20,C_ISSHARPE,1.00,0.0022602300844296597,0.15913088124352925,1.062037412228947,-0.18779421949330677,1.2920911283428147,0.8774301496973322,0.15772951097474763,1.0049283578239012,-0.18779421949330666,True,True,False
B136,B,cap,20,C_ISDD,1.25,0.0,0.1591415306647863,1.0606971002869403,-0.1878804090160121,1.2898666135999557,0.8771490649141502,0.1579304861483084,1.0043730392884738,-0.1878804090160121,True,True,False
B136,B,cap,20,C_ISCAGR,1.00,0.0002209361622373951,0.15913088124352925,1.062037412228947,-0.18779421949330677,1.2920911283428147,0.8774301496973322,0.15772951097474763,1.0049283578239012,-0.18779421949330666,True,True,False
B136,B,cap,25,C_ISSHARPE,1.00,0.011325441143900772,0.16231901690345318,1.1025482797053563,-0.19127099622989785,1.291385436699164,0.9526244514317953,0.1637042630715948,1.0607537487836465,-0.19127099622989807,True,True,False
B136,B,cap,25,C_ISDD,1.25,1.1102230246251565e-16,0.1621287126966926,1.0962641431210234,-0.20224866839842504,1.2802924244320346,0.9509265956955606,0.1642841870689642,1.0583202628343218,-0.20224866839842537,True,True,False
B136,B,cap,25,C_ISCAGR,1.00,0.00112202486622337,0.16231901690345318,1.1025482797053563,-0.19127099622989785,1.291385436699164,0.9526244514317953,0.1637042630715948,1.0607537487836465,-0.19127099622989807,True,True,False
B136,B,cap,30,C_ISSHARPE,1.00,0.009149440556089239,0.15924404662645553,1.112817790201331,-0.21858393772425055,1.2945879123717532,0.9735294800491733,0.16296504902595088,1.077509419272869,-0.21858393772425078,False,False,False
B136,B,cap,30,C_ISDD,2.00,0.0,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1661079493963833,1.0695530808226905,-0.24354358049436964,False,False,False
B136,B,cap,30,C_ISCAGR,1.00,0.0006162460232905786,0.15924404662645553,1.112817790201331,-0.21858393772425055,1.2945879123717532,0.9735294800491733,0.16296504902595088,1.077509419272869,-0.21858393772425078,False,False,False
B136,B,cap,40,C_ISSHARPE,1.00,0.004929567375454136,0.15274605440565958,1.1088650974111578,-0.23169297902611263,1.2947977754208864,0.9658434961090806,0.1547193743299209,1.0660492662829248,-0.23169297902611263,False,False,False
B136,B,cap,40,C_ISDD,INF,3.3306690738754696e-16,0.15311485642590061,1.088431221467345,-0.25383188323645245,1.265363577767309,0.9565255058773399,0.15713759320155107,1.053516002793691,-0.25383188323645256,False,False,False
B136,B,cap,40,C_ISCAGR,1.00,0.0001841318132351777,0.15274605440565958,1.1088650974111578,-0.23169297902611263,1.2947977754208864,0.9658434961090806,0.1547193743299209,1.0660492662829248,-0.23169297902611263,False,False,False
U56,A,H,5,C_ISSHARPE,63,0.0803339069346034,0.19046169527761125,1.0113156184927041,-0.2626463015129019,1.2215893273556029,0.8654260010394765,0.18018573430424678,0.8997819838538258,-0.2626463015129019,False,False,False
U56,A,H,5,C_ISDD,21,0.021427369792019757,0.16594738081423888,0.9161981013498406,-0.2544832466951876,1.105328631450365,0.7753316021673687,0.15616330252569188,0.8199971322252426,-0.2544832466951873,False,False,False
U56,A,H,5,C_ISCAGR,63,0.015418044546096299,0.19046169527761125,1.0113156184927041,-0.2626463015129019,1.2215893273556029,0.8654260010394765,0.18018573430424678,0.8997819838538258,-0.2626463015129019,False,False,False
U56,A,H,8,C_ISSHARPE,63,0.15494551348958652,0.2032630301048559,1.1876281876983166,-0.25805999570591565,1.2529660301129695,1.1558936521841072,0.22736391564417024,1.2058239153477162,-0.2580599957059154,False,False,False
U56,A,H,8,C_ISDD,21,0.009546149986626395,0.1585553093496299,0.987709937763672,-0.2345843171984333,1.103957266097682,0.9067339095467841,0.16759605595697535,0.9704267740374187,-0.2345843171984333,False,False,False
U56,A,H,8,C_ISCAGR,63,0.02400844276592129,0.2032630301048559,1.1876281876983166,-0.25805999570591565,1.2529660301129695,1.1558936521841072,0.22736391564417024,1.2058239153477162,-0.2580599957059154,False,False,False
U56,A,H,10,C_ISSHARPE,63,0.042310259070763356,0.19215720899032163,1.1714352815421487,-0.2768707450931397,1.2865640788085178,1.0999964340180766,0.21151780829043654,1.1759093474318418,-0.2768707450931397,False,False,False
U56,A,H,10,C_ISDD,21,0.02074039198896238,0.1656550407549613,1.0910560248436947,-0.201179151569575,1.208042984189274,0.9996907456421925,0.1699857304717769,1.0629893199743676,-0.201179151569575,True,True,False
U56,A,H,10,C_ISCAGR,63,0.0049283592391553555,0.19215720899032163,1.1714352815421487,-0.2768707450931397,1.2865640788085178,1.0999964340180766,0.21151780829043654,1.1759093474318418,-0.2768707450931397,False,False,False
U56,A,H,12,C_ISSHARPE,21,0.008473870542789808,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.17568436699087275,1.142623045544897,-0.19477561065817217,True,True,False
U56,A,H,12,C_ISDD,21,0.002946940093246142,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.17568436699087275,1.142623045544897,-0.19477561065817217,True,True,False
U56,A,H,12,C_ISCAGR,63,0.0004564288190027632,0.17681555322557374,1.1409163530068895,-0.26938491785091423,1.2468015238422245,1.0753496889318532,0.18810181619026434,1.118259549200614,-0.26938491785091423,False,False,False
U56,A,H,15,C_ISSHARPE,63,0.05556894280815228,0.1687981172526205,1.1533593761863776,-0.2597699532101747,1.2648841160257245,1.0761203314688836,0.17817155169815013,1.1359175692434578,-0.25976995321017415,False,False,False
U56,A,H,15,C_ISDD,21,0.02162008390043557,0.15118305257855713,1.1052281593110833,-0.19679031437458816,1.1671701147998126,1.0638793912264157,0.16284211042026997,1.114314892131776,-0.19679031437458794,True,True,False
U56,A,H,15,C_ISCAGR,63,0.010593243431812782,0.1687981172526205,1.1533593761863776,-0.2597699532101747,1.2648841160257245,1.0761203314688836,0.17817155169815013,1.1359175692434578,-0.25976995321017415,False,False,False
U56,A,H,20,C_ISSHARPE,21,0.009946994419725685,0.14353247083583587,1.1152259223790748,-0.20241626421443515,1.2101188265399188,1.0492324872471719,0.15388681224346845,1.1166795464756156,-0.20241626421443537,False,False,False
U56,A,H,20,C_ISDD,21,0.009795175535236456,0.14353247083583587,1.1152259223790748,-0.20241626421443515,1.2101188265399188,1.0492324872471719,0.15388681224346845,1.1166795464756156,-0.20241626421443537,False,False,False
U56,A,H,20,C_ISCAGR,126,0.005302337319865069,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,False
U56,A,H,25,C_ISSHARPE,63,0.052272447516880316,0.14630821866512345,1.1371979024177867,-0.2257949344312702,1.256097658250927,1.0586531038062885,0.1583184441837855,1.1383455063957486,-0.2257949344312702,False,False,False
U56,A,H,25,C_ISDD,21,0.006299613209939436,0.13246656041308214,1.0834182512286161,-0.2047170775299718,1.1342298914447768,1.0503095840920138,0.14559561468391236,1.1176054066642933,-0.2047170775299718,False,False,False
U56,A,H,25,C_ISCAGR,63,0.0013744907020774022,0.14630821866512345,1.1371979024177867,-0.2257949344312702,1.256097658250927,1.0586531038062885,0.1583184441837855,1.1383455063957486,-0.2257949344312702,False,False,False
U56,A,H,30,C_ISSHARPE,63,0.11650548077445366,0.14060307749438516,1.140044124514654,-0.21778441418202588,1.2641430636557096,1.0531985373713126,0.14722494790549256,1.1180015056490127,-0.2177844141820262,False,False,False
U56,A,H,30,C_ISDD,21,0.002153208181164379,0.1241833584979366,1.067421524996913,-0.19764826014038173,1.1206789517859304,1.0296809865950578,0.13489838926220465,1.0990003300431277,-0.19764826014038206,True,True,False
U56,A,H,30,C_ISCAGR,63,0.010986723821816868,0.14060307749438516,1.140044124514654,-0.21778441418202588,1.2641430636557096,1.0531985373713126,0.14722494790549256,1.1180015056490127,-0.2177844141820262,False,False,False
U56,A,H,40,C_ISSHARPE,126,0.035390222982110586,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,False,False,False
U56,A,H,40,C_ISDD,21,0.006325275831028931,0.1205860992327008,1.0964915603414134,-0.1927019049490506,1.1663822447712568,1.0438940436256359,0.1301097934463944,1.128628653827253,-0.19270190494905026,True,True,False
U56,A,H,40,C_ISCAGR,126,0.006684737653433803,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,False,False,False
U56,B,cap,20,C_ISSHARPE,1.00,0.0005820116347261539,0.1527111597288875,1.1340073903543484,-0.19104397368550508,1.208331968734537,1.0814211882009577,0.16462393961874144,1.1513683329933342,-0.1910439736855053,True,True,False
U56,B,cap,20,C_ISDD,1.00,4.440892098500626e-16,0.1527111597288875,1.1340073903543484,-0.19104397368550508,1.208331968734537,1.0814211882009577,0.16462393961874144,1.1513683329933342,-0.1910439736855053,True,True,False
U56,B,cap,20,C_ISCAGR,INF,0.00023768052489958613,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,False
U56,B,cap,25,C_ISSHARPE,1.25,0.00032106629795536357,0.1481114643697914,1.1274375395924163,-0.21158700153786847,1.207607097699741,1.0771313272682246,0.1634006268080399,1.153511260384329,-0.21158700153786847,False,False,False
U56,B,cap,25,C_ISDD,2.00,2.220446049250313e-16,0.14879018080412676,1.1288913518446322,-0.21158700153786847,1.2037152040186652,1.0819406530423474,0.16428064522662233,1.1579290814235303,-0.21158700153786847,False,False,False
U56,B,cap,25,C_ISCAGR,INF,0.00026157993823994197,0.1489102187692648,1.1285133069631514,-0.21158700153786847,1.2022287079791567,1.0819406530423474,0.16428064522662233,1.1579290814235303,-0.21158700153786847,False,False,False
U56,B,cap,30,C_ISSHARPE,1.50,0.00015136297023987666,0.13968919547212377,1.101862636396256,-0.22068513612656893,1.1652137839275274,1.0667563153552393,0.1553702646088575,1.1321385410061975,-0.22068513612656881,False,False,False
U56,B,cap,30,C_ISDD,1.00,1.1102230246251565e-16,0.13709581424927286,1.1027694951876106,-0.21564801730937522,1.1618036420080493,1.0673422000152133,0.1515517091639973,1.1355141777745292,-0.21564801730937533,False,False,False
U56,B,cap,30,C_ISCAGR,INF,0.0004246039387025835,0.14008113065953998,1.100757855994325,-0.22068513612656904,1.1595575204035486,1.0676142517992833,0.1555031765030752,1.1329425107219153,-0.22068513612656881,False,False,False
U56,B,cap,40,C_ISSHARPE,2.00,0.0007874100988556343,0.1336758204357522,1.1255674317315865,-0.2298418885359632,1.2798085640473242,1.0190611883139422,0.1389010759694429,1.0925325907737713,-0.2298418885359632,False,False,False
U56,B,cap,40,C_ISDD,2.00,5.551115123125783e-16,0.1336758204357522,1.1255674317315865,-0.2298418885359632,1.2798085640473242,1.0190611883139422,0.1389010759694429,1.0925325907737713,-0.2298418885359632,False,False,False
U56,B,cap,40,C_ISCAGR,INF,0.0007011869285746819,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,False,False,False
