panel,rung,family,level,w,depth,cadence,gross,arm,mean_mult,live_idx,live_date,IS_live_share,IS_Sharpe,IS_live_Sharpe,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass_4a,pass_4b,fail_4b,SPY_CAGR,SPY_Sharpe,SPY_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_Sharpe,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD
U56,0.0,QROLL,0.07,252,0.25,D,0.75,QROLL L0.07 w252 d0.25 D g0.75,0.9722597344136844,1,2009-01-14,0.9995017438963627,1.0863475168844354,1.0861367546636818,0.11452563404428728,1.2118804758885522,-0.14209883176664506,1.1937529212895097,1.2298533675250474,0.12549831859092442,1.314665591896192,-0.14209883176664495,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.07,252,0.25,D,1.0,QROLL L0.07 w252 d0.25 D g1.00,0.9722597344136844,1,2009-01-14,0.9995017438963627,1.0858507391384276,1.0856397327527787,0.1533381830727918,1.211465422995892,-0.18700453619340096,1.1933023063791892,1.2294800287431076,0.16852971033931774,1.314282582688794,-0.18700453619340107,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.07,252,0.25,W,0.75,QROLL L0.07 w252 d0.25 W g0.75,0.9710781003826243,1,2009-01-14,0.9995017438963627,1.042360296393879,1.0421379151788028,0.11216574293819348,1.1872508205077548,-0.13790841868460302,1.1529141543350692,1.2204287791709723,0.1250439653099682,1.3053103089960651,-0.1379084186846029,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.07,252,0.25,W,1.0,QROLL L0.07 w252 d0.25 W g1.00,0.9710781003826243,1,2009-01-14,0.9995017438963627,1.0418378127276438,1.0416152092648119,0.15007399063021043,1.186744303706269,-0.18177566814230617,1.15243050033763,1.2199044167979218,0.16787709809134177,1.3047717064193605,-0.18177566814230617,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.07,252,0.5,D,0.75,QROLL L0.07 w252 d0.50 D g0.75,0.9445194688273689,1,2009-01-14,0.9995017438963627,1.1105871003079044,1.110368168883049,0.11608598457754882,1.2844481055019115,-0.12658760783652623,1.2202948929022206,1.3469752752059947,0.12880290530940752,1.43266732583272,-0.12658760783652623,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.07,252,0.5,D,1.0,QROLL L0.07 w252 d0.50 D g1.00,0.9445194688273689,1,2009-01-14,0.9995017438963627,1.1099351263597517,1.109715853867534,0.15568023998502123,1.2841874138083413,-0.16665222421938597,1.2197173045582033,1.3470218683960904,0.17337996537632283,1.4327403364305462,-0.16665222421938608,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.07,252,0.5,W,0.75,QROLL L0.07 w252 d0.50 W g0.75,0.9421562007652488,1,2009-01-14,0.9995017438963627,1.019572894762801,1.0193300789543607,0.11136913948919824,1.232928076831859,-0.11804950036084971,1.1358459453175056,1.3268085167348447,0.12790351430655456,1.4127753165914136,-0.11804950036084982,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.07,252,0.5,W,1.0,QROLL L0.07 w252 d0.50 W g1.00,0.9421562007652488,1,2009-01-14,0.9995017438963627,1.0188753219189677,1.018632206436882,0.14915678844811686,1.2324725577647717,-0.1559234385029431,1.135209125265286,1.3265155950561631,0.17209224297566394,1.4125020787152418,-0.1559234385029432,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.07,252,1.0,D,0.75,QROLL L0.07 w252 d1.00 D g0.75,0.8890389376547377,1,2009-01-14,0.9995017438963627,1.122112696284937,1.121884336884532,0.11866389515062203,1.3648475054009945,-0.10465121034684899,1.2343878258060184,1.4971641105580729,0.13469866202524972,1.5806374878014602,-0.10155433415521764,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
U56,0.0,QROLL,0.07,252,1.0,D,1.0,QROLL L0.07 w252 d1.00 D g1.00,0.8890389376547377,1,2009-01-14,0.9995017438963627,1.1210124591597128,1.1207835933441583,0.15935715886532265,1.3645311176276398,-0.13779118629830367,1.2334087714143311,1.4975721295357338,0.18175125894151778,1.581112836417133,-0.13375028569819036,False,True,-none-,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.15331699963496637,0.876714419369064,-0.33717235283398306,1.226867660750899,0.09670513420063886,1.3027736471519475,-0.12029813984958881
