panel,gstar_10bps,span_gross,span_rungs,cagr_0bps,cagr_10bps,cagr_50bps,floor,cagr_gross1_0bps,exposure_drop,cost_drop_0_10,cost_share
U56,0.6,0.025000000000000022,1,0.12695953497641077,0.12432649358303216,0.113852212895452,0.1056761577254336,0.2129620525990319,0.08600251762262112,0.00263304139337861,0.029706377695472266
B136,0.525,0.0,0,0.11468488571523228,0.11211756274940332,0.10189915912299274,0.10614372571434413,0.21910284839493155,0.10441796267969927,0.0025673229658289554,0.02399697257747392
