q,grid,dial,n_rows,n_matched,partial_dial_given_k,partial_dial_given_k_kle100,pooled,mean_within_k,n_k_pos,n_k,rho_dial_IS,rho_dial_CAGR,rho_dial_DD,mean_OOS_S,rho_at_k40,rho_at_k60,rho_at_k80,rho_at_k100,rho_at_k200,rho_at_k400
0.0,RATIO,ratio,100,100,0.79880419902352,0.79880419902352,0.7988040265216986,0.8069629729946549,4,4,0.4164439921044077,-0.2801081613559409,0.8806055249707788,0.8690195411616068,0.8203838687359177,0.7870841545067844,0.8203838687359177,0.7999999999999999,,
0.0,E_STAT,e_target,100,100,0.6468719427572444,0.6468719427572444,0.6435670919649218,0.6851162913835085,4,4,0.5410053647427796,-0.33061438956503203,0.8341274008519833,0.8422690617904389,0.6902122585674878,0.48435947969648274,0.7658934272700633,0.7999999999999999,,
0.0,E_DYN,e_target,100,100,0.48818681208346526,0.48818681208346526,0.4864710324433929,0.6185672915815423,4,4,0.330924243725824,-0.39847245077847343,0.5608360310334658,0.8132855212831871,0.6175583366130155,0.31180641505461076,0.5449044146585431,1.0,,
0.5,RATIO,ratio,160,128,0.6816747302035755,0.6519803948310307,0.679479787019457,0.6968722014133146,5,5,0.6414753956542789,-0.03630992805590258,0.8905615021177704,0.6691505096084903,0.6569125443383548,0.7416754532852393,0.535822674414234,0.711402985804209,0.8385473492245358,
0.5,E_STAT,e_target,160,128,0.6035321234846609,0.5833795434160085,0.591008058739841,0.6200650080234943,5,5,0.49974857147999246,0.10191046190025518,0.8302918867407965,0.5968111786475523,0.578628498947658,0.8143293752397116,0.4752777394521737,0.5206864406737189,0.711402985804209,
0.5,E_DYN,e_target,160,128,0.5099831937034329,0.5028803243143655,0.49998770932977843,0.5346117757149929,5,5,0.497567047459385,0.07128849208308874,0.6897675999686292,0.567055086730291,0.6629670378345607,0.687185011819385,0.36629685652046506,0.32088815529891984,0.6357218171016336,
1.0,RATIO,ratio,192,128,0.04714714647687395,0.1480893421109157,0.046479792546008085,0.0600403938373765,5,6,0.6346634964103203,-0.19735000524055513,0.7883914178689979,0.31273926805605246,0.03027246748103017,0.2996974280621987,0.09989914268739956,0.19071654513049008,-0.30877916830650776,0.04843594796964827
1.0,E_STAT,e_target,192,128,0.14296539993786758,0.13293186041936192,0.13931430611692466,0.170264457214255,5,6,0.2730392298164886,-0.028535268130736608,0.6577400316850642,0.2957709305788876,0.018176811485266745,-0.20297439491881195,0.28912856204386117,0.4298690382306284,0.14530784390894483,0.34207888253564095
1.0,E_DYN,e_target,192,128,0.2885695725475092,0.21370507621184986,0.2857708764130696,0.31987907304955215,5,6,0.29728576172736093,0.2348364202053284,0.6581975685855143,0.27298188477959834,0.23309799960393232,-0.09687189593929654,0.29061568781788966,0.3935420772533922,0.4147328044901133,0.6841577650712819
