panel,r_target,source,kind,etf_share,r_real,rev_is,rev_oos,breadth,disp,corr,evol
U56,0.05,U56,NAMED,,0.04878048780487805,True,True,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815
U56,0.1,U56,NAMED,,0.0975609756097561,False,True,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815
U56,0.2,U56,NAMED,,0.1951219512195122,True,True,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815
U56,0.35,U56,NAMED,,0.34146341463414637,True,True,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815
U56,0.5,U56,NAMED,,0.4878048780487805,False,False,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815
U56,0.75,U56,NAMED,,0.7560975609756098,True,False,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815
U56,1.0,U56,NAMED,,1.0,False,False,0.6473643543956045,0.0915437066268574,0.3180734630043806,0.19238696341370815
B136,0.05,B136,NAMED,,0.050505050505050504,True,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623
B136,0.1,B136,NAMED,,0.10101010101010101,False,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623
B136,0.2,B136,NAMED,,0.20202020202020202,True,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623
B136,0.35,B136,NAMED,,0.35353535353535354,True,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623
B136,0.5,B136,NAMED,,0.5050505050505051,True,True,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623
B136,0.75,B136,NAMED,,0.7474747474747475,False,False,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623
B136,1.0,B136,NAMED,,1.0,True,False,0.6637796945701357,0.09178672632396578,0.3578629773311574,0.20994284848874623
BSTK100,0.05,BSTK100,NAMED,,0.05555555555555555,True,True,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515
BSTK100,0.1,BSTK100,NAMED,,0.09722222222222222,True,True,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515
BSTK100,0.2,BSTK100,NAMED,,0.19444444444444445,False,True,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515
BSTK100,0.35,BSTK100,NAMED,,0.3472222222222222,True,True,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515
BSTK100,0.5,BSTK100,NAMED,,0.5,True,True,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515
BSTK100,0.75,BSTK100,NAMED,,0.75,False,False,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515
BSTK100,1.0,BSTK100,NAMED,,1.0,False,False,0.6664663461538461,0.09585543328662542,0.37792706849477475,0.23395576444650515
SMALL439,0.05,SMALL439,NAMED,,0.0472972972972973,False,False,0.3047500146019508,0.1506989666242754,0.17103823398728002,0.31805578930520695
SMALL439,0.1,SMALL439,NAMED,,0.10135135135135136,False,False,0.3047500146019508,0.1506989666242754,0.17103823398728002,0.31805578930520695
SMALL439,0.2,SMALL439,NAMED,,0.20270270270270271,False,False,0.3047500146019508,0.1506989666242754,0.17103823398728002,0.31805578930520695
SMALL439,0.35,SMALL439,NAMED,,0.35135135135135137,False,False,0.3047500146019508,0.1506989666242754,0.17103823398728002,0.31805578930520695
SMALL439,0.5,SMALL439,NAMED,,0.5,False,False,0.3047500146019508,0.1506989666242754,0.17103823398728002,0.31805578930520695
SMALL439,0.75,SMALL439,NAMED,,0.75,False,False,0.3047500146019508,0.1506989666242754,0.17103823398728002,0.31805578930520695
SMALL439,1.0,SMALL439,NAMED,,1.0,False,False,0.3047500146019508,0.1506989666242754,0.17103823398728002,0.31805578930520695
ETF36,0.05,ETF36,NAMED,1.0,0.037037037037037035,True,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422
ETF36,0.1,ETF36,NAMED,1.0,0.1111111111111111,False,True,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422
ETF36,0.2,ETF36,NAMED,1.0,0.18518518518518517,True,True,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422
ETF36,0.35,ETF36,NAMED,1.0,0.3333333333333333,True,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422
ETF36,0.5,ETF36,NAMED,1.0,0.5185185185185185,True,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422
ETF36,0.75,ETF36,NAMED,1.0,0.7407407407407407,False,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422
ETF36,1.0,ETF36,NAMED,1.0,1.0,False,False,0.6563167735042735,0.05727465225609399,0.322113426259558,0.15178978886361422
MIX~s0.000~0,0.05,MIX,MIX,0.0,0.037037037037037035,False,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866
MIX~s0.000~0,0.1,MIX,MIX,0.0,0.1111111111111111,False,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866
MIX~s0.000~0,0.2,MIX,MIX,0.0,0.18518518518518517,True,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866
MIX~s0.000~0,0.35,MIX,MIX,0.0,0.3333333333333333,False,False,0.6806223290598291,0.07621284132191067,0.4073288278186674,0.2175113827352866
