panel,book,cost,budget,IS_pick,IS_xrate,OOS_xrate,OOS_bought,OOS_paid,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,best_oos,best_OOS_xrate,regret,same_family,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD
broad,CAND20,10,2.0,dg/0.8,1.1323307154853992,0.6130036024712686,4.766593382489404,2.9219389149817143,0.12048063573276369,0.9362048941400338,-0.20917169166291505,abs/63.0,0.4702992491067012,0.14270435336456744,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,CAND20,10,4.0,dg/0.6,1.1290579767399216,0.605758777312102,9.719444871800532,5.88763904169427,0.09082363446563813,0.9362048941400337,-0.15964317676980377,200d/75.0,0.4201891720358911,0.1855696052762109,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,CAND20,10,6.0,dg/0.5,1.127328727326443,0.6020519622242625,12.26547596099039,7.3844538699287865,0.07585548618329296,0.9362048941400338,-0.13418286587790518,ddctl/0.08,0.567861283981253,0.034190678243009476,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,CAND20,10,8.0,unreachable,,,,,,,,,,,,,,,,,
broad,CAND20,10,10.0,unreachable,,,,,,,,,,,,,,,,,
broad,CAND20,25,2.0,dg/0.8,0.9244839406082493,0.5051098370591565,4.794572348002124,2.42178565746769,0.10261881708090637,0.8130557874766966,-0.2107013930681112,ddctl/0.16,0.4989789834554265,0.006130853603729947,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,CAND20,25,4.0,dg/0.6,0.9253448583422557,0.5018894810962914,9.77930630861178,4.908130968710855,0.07775536396847471,0.8130557874766966,-0.16085405346201465,dg/0.8,0.5051098370591565,-0.0032203559628650735,True,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,CAND20,25,6.0,dg/0.5,0.9256582587036051,0.500153070186204,12.3428062479924,6.17329243964686,0.06510374925911466,0.8130557874766966,-0.13521905406820844,dg/0.7,0.5035432624740763,-0.0033901922878722957,True,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,CAND20,25,8.0,unreachable,,,,,,,,,,,,,,,,,
broad,CAND20,25,10.0,unreachable,,,,,,,,,,,,,,,,,
broad,EWALL0,10,2.0,band/0.12,0.2795580125200307,0.04898204080806754,3.639972148258075,0.1782932643062063,0.13772155971364186,1.1646479438304376,-0.21724870333320956,band/0.12,0.04898204080806754,0.0,True,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,EWALL0,10,4.0,abs/126.0,0.5147385746111074,0.4864581103030467,4.1841387592056805,2.03540823404893,0.11915041001621463,1.03773831569687,-0.2118070372237335,band/0.08,0.21171268545498462,0.2747454248480621,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,EWALL0,10,6.0,dg/0.5,0.9790899180837953,0.5782537777708184,12.089671946642222,6.990898475155749,0.06959550760514643,1.1038155359718698,-0.1327517053493681,band/0.02,0.2847359146341915,0.2935178631366269,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,EWALL0,10,8.0,dg/0.4,0.9720711025458825,0.5725046024466988,14.649787275634585,8.387070640165884,0.05563378595504509,1.1038155359718693,-0.10715055205944446,ddctl/0.05,0.4267165637594941,0.14578803868720464,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,EWALL0,10,10.0,unreachable,,,,,,,,,,,,,,,,,
broad,EWALL0,25,2.0,ddctl/0.25,0.3086672514808949,,0.0,0.4261135300084762,0.13368771501621923,1.0758455561562712,-0.25385209286855037,band/0.12,0.11327451840626099,,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,EWALL0,25,4.0,abs/126.0,0.8293660106672915,0.8213388080780671,3.982505331301256,3.2709861819755215,0.10523898849654878,0.9282723757787451,-0.2140270395555378,band/0.08,0.29158477271191785,0.5297540353661493,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
broad,EWALL0,25,6.0,dg/0.5,0.967587672055336,0.5710152994032771,12.098399757651935,6.9083713599161545,0.06886513671714245,1.0928972818476264,-0.13286809529203103,band/0.03,0.38523470702447843,0.18578059237879868,False,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301
