panel,t,M,cost,window,k_twin,twin_resid,mean_gross,turn_yr,bk_CAGR,bk_Sharpe,bk_MaxDD,bk_H1,bk_H2,bk_4a,bk_4b,bk_L1_H1,bk_L2_H2,bk_L4_DD,bk_L5_CAGR,tw_CAGR,tw_Sharpe,tw_MaxDD,tw_4a,tw_4b,dSharpe,dMaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,live_CAGR,live_Sharpe,live_MaxDD
U56,0.08,IS,0.0,FULL,0.6756508886526629,-2.220446049250313e-16,0.6872424142559708,3.4607901311551235,0.10600257758437115,1.2209091176546605,-0.12093488332477109,1.243004763548282,1.2003802549894431,False,True,True,True,True,True,0.11956988808480862,1.1260458901983346,-0.20453528991728276,False,False,0.09486322745632592,0.08360040659251167,0.1512259848581483,0.8844382267420076,-0.3371728920067375,0.08618487105855244,1.2011323521926403,-0.12054956914840909
U56,0.08,IS,0.0,OOS,0.6756508886526629,-2.220446049250313e-16,0.6965928128916434,3.376014563262955,0.11753737955424426,1.339347633497965,-0.12093488332477087,1.5762097208856427,1.1059638520450945,False,True,True,True,True,True,0.12393538290579342,1.1341063213889593,-0.20453528991728265,False,False,0.20524131210900576,0.08360040659251178,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,0.08,IS,0.0,IS,0.6756508886526629,-2.220446049250313e-16,0.675870055975115,3.5638978348047416,0.0921337938158171,1.076208000245559,-0.0886669247553864,1.1516771118285687,1.000382300611121,False,False,True,False,True,False,0.11428323099875626,1.1169033113832834,-0.1136509186699205,False,True,-0.0406953111377244,0.024983993914534097,0.14958794806217557,0.8988610973875973,-0.22061944945147527,0.07609481030855947,1.1045450932922078,-0.0788720955261335
U56,0.08,IS,10.0,FULL,0.6756508886526629,-2.220446049250313e-16,0.6872424142559708,3.4607901311551235,0.10218169143971245,1.180263915344665,-0.12278422663715627,1.202509905714304,1.1595581315684649,False,False,True,True,True,False,0.11872636540990578,1.1188549886731896,-0.20467479573184988,False,False,0.06140892667147546,0.08189056909469361,0.1512259848581483,0.8844382267420076,-0.3371728920067375,0.08618487105855244,1.2011323521926403,-0.12054956914840909
U56,0.08,IS,10.0,OOS,0.6756508886526629,-2.220446049250313e-16,0.6965928128916434,3.376014563262955,0.11377229721251836,1.2999444284615425,-0.12278422663715616,1.5377884876425323,1.0654524412689883,False,True,True,True,True,True,0.12306051961540643,1.1268983318813746,-0.20467479573185032,False,False,0.1730460965801679,0.08189056909469417,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,0.08,IS,10.0,IS,0.6756508886526629,-2.220446049250313e-16,0.675870055975115,3.5638978348047416,0.0882471381213994,1.034085789481923,-0.08977060478885646,1.1137669778731054,0.9540563689662837,False,False,True,False,True,False,0.1134775168615052,1.1097248457658422,-0.11378514952909624,False,True,-0.07563905628391909,0.024014544740239785,0.14958794806217557,0.8988610973875973,-0.22061944945147527,0.07609481030855947,1.1045450932922078,-0.0788720955261335
U56,0.08,IS,25.0,FULL,0.6756508886526629,-2.220446049250313e-16,0.6872424142559708,3.4607901311551235,0.09647409292783848,1.1191940287690243,-0.1255512395992121,1.1416812890784636,1.0982083268190521,False,False,True,True,True,False,0.1174622465385744,1.1080674212431245,-0.2048840194912599,False,False,0.011126607525899779,0.07933277989204779,0.1512259848581483,0.8844382267420076,-0.3371728920067375,0.08618487105855244,1.2011323521926403,-0.12054956914840909
U56,0.08,IS,25.0,OOS,0.6756508886526629,-2.220446049250313e-16,0.6965928128916434,3.376014563262955,0.10814749092301223,1.2407119019142008,-0.1255512395992121,1.480039034763089,1.0045443174878894,False,True,True,True,True,True,0.12174947317947593,1.116084638658087,-0.20488401949125956,False,False,0.12462726325611384,0.07933277989204746,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.09455179369762767,1.2768823974588255,-0.12054956914840886
U56,0.08,IS,25.0,IS,0.6756508886526629,-2.220446049250313e-16,0.675870055975115,3.5638978348047416,0.08244200790200273,0.9708357839269685,-0.09142383772879892,1.0568286279737589,0.8845190780310379,False,False,True,False,True,False,0.11227001376375623,1.0989566155657904,-0.1139864654357513,False,True,-0.12812083163882193,0.022562627706952387,0.14958794806217557,0.8988610973875973,-0.22061944945147527,0.07609481030855947,1.1045450932922078,-0.0788720955261335
U56,0.08,IS,50.0,FULL,0.6756508886526629,-2.220446049250313e-16,0.6872424142559708,3.4607901311551235,0.08702437567316945,1.0172006179411224,-0.13014431617914834,1.0401339772037368,0.9957077733396081,False,False,True,True,True,False,0.11535848506721114,1.09008507006019,-0.20523263253845603,False,False,-0.07288445211906769,0.07508831635930768,0.1512259848581483,0.8844382267420076,-0.3371728920067375,0.08618487105855244,1.2011323521926403,-0.12054956914840909
