panel,is_blend,is_span,is_Sharpe,oCAGR,oSharpe,oMaxDD,keep4b_oos,keep4a_oos,anchor_oCAGR,anchor_oSharpe,anchor_oMaxDD,d_oSharpe_vs_anchor,d_oMaxDD_vs_anchor_pp,ctrl_N,ctrl_oSharpe,ctrl_oMaxDD,d_oSharpe_vs_ctrl,d_oMaxDD_vs_ctrl_pp,spy_oSharpe,spy_oCAGR,spy_oMaxDD,live_oSharpe
U56,WAVG,SKIP5,1.07314104475796,0.17757709007365285,1.206079574618173,-0.20018389605801024,True,False,0.17323365236641464,1.185677704201696,-0.19127562163086187,0.020401870416477008,-0.8908274427148366,24,1.1793855205283528,-0.21016137575047678,0.026694054089820174,0.997747969246654,0.8738401470547136,0.1525745335844091,-0.33717289200673783,1.2768823974588255
B136,WAVG,BOTH10,1.2087658769126859,0.1702412327928038,1.0621864022432883,-0.22104915785398516,False,False,0.16187458516000497,1.017953764504917,-0.2074018763117904,0.04423263773837127,-1.3647281542194745,32,1.0937848545526156,-0.23093939084296755,-0.03159845230932734,0.9890232988982395,0.8738511437360154,0.15257181383948715,-0.3371595330739301,1.1019125044197382
SMALL,WAVG,BOTH10,0.7181085310450332,0.05265061372226332,0.37068818077753757,-0.39826785804312004,False,False,0.06698806653983369,0.4398469302655508,-0.3651051671527562,-0.0691587494880132,-3.3162690890363833,44,0.45501574268811784,-0.34906451236084757,-0.08432756191058027,-4.920334568227247,0.8738401470547136,0.1525745335844091,-0.33717289200673783,0.6473415936678043
