w,G,cost_bps,k,blend_rg,twin_rg,dSharpe,dCAGR,dMaxDD,dSharpe_oos,dCAGR_oos,dMaxDD_oos,blend_Sharpe,twin_Sharpe,blend_CAGR,twin_CAGR,blend_MaxDD,twin_MaxDD,twin_turnover_yr
0.0,0.5,10.0,0.3825141578695339,0.27423389301040985,0.27423389301040985,-0.5049530040821204,-0.012645903958094173,-0.033817486751501535,-0.7325337013246936,-0.02323295832380623,-0.03381748675150209,0.6585765793333807,1.163529583415501,0.028684430358481894,0.04133033431657607,-0.09620969665539336,-0.062392209903891827,0.9096624739109967
0.0,0.5,25.0,0.3825141578695339,0.27423389301040985,0.27423389301040985,-0.524329585683057,-0.013880311540387824,-0.03726195416123279,-0.7523714556798521,-0.024511308719608937,-0.03726195416123235,0.6003868395493253,1.1247164252323822,0.026030078238018284,0.03991038977840611,-0.09986087451489456,-0.06259892035366177,0.9096624739109967
0.0,0.5,50.0,0.3825141578695339,0.27423389301040985,0.27423389301040985,-0.55659925577457,-0.015926940021840474,-0.04297053826641073,-0.7853927740387214,-0.026630405688589542,-0.0429705382664084,0.5033590626747411,1.059958318449311,0.021621035057574067,0.03754797507941454,-0.10591393281236339,-0.06294339454595266,0.9096624739109967
0.1,0.5,10.0,0.3942659850696938,0.28265593698673913,0.2826559369867391,-0.43475768909941004,-0.011362228409554032,-0.025185668690404395,-0.6373968296124647,-0.020908892810717283,-0.02518566869040506,0.7287786819297615,1.1635363710291715,0.0312451355258081,0.04260736393536213,-0.0894647982488882,-0.0642791295584838,0.936999983648304
0.1,0.5,25.0,0.3942659850696938,0.28265593698673913,0.2826559369867391,-0.45359850617414244,-0.012477598656066125,-0.02856686720009005,-0.6569504718408766,-0.02206562360738462,-0.028566867200088275,0.6711505684050713,1.1247490745792137,0.028665382886202906,0.04114298154226903,-0.09305854763083421,-0.06449168043074416,0.936999983648304
0.1,0.5,50.0,0.3942659850696938,0.28265593698673913,0.2826559369867391,-0.48498002427574094,-0.014326950710855435,-0.03417124564480212,-0.6895104727941962,-0.023983213585303087,-0.03417124564480167,0.5750541169191459,1.0600341411948868,0.02437981191883165,0.038706762629687086,-0.09901713172483706,-0.06484588608003494,0.936999983648304
0.2,0.5,10.0,0.40601707616917115,0.2910772720581095,0.2910772720581095,-0.3658583813385672,-0.010082576191242199,-0.016520276043803017,-0.5418655260577238,-0.018584659256937863,-0.016520276043804127,0.7976845305245253,1.1635429118630924,0.033802133732581785,0.043884709923823984,-0.08268441834151541,-0.06616414229771239,0.9643075577215711
0.2,0.5,25.0,0.40601707616917115,0.2910772720581095,0.2910772720581095,-0.38381632396674226,-0.011077846251139167,-0.019836525206590405,-0.5607272604221955,-0.01961828075778449,-0.019836525206589184,0.7409648259526522,1.1247811499193945,0.0312979868000951,0.04237583305123427,-0.08621902874461385,-0.06638250353802344,0.9643075577215711
0.2,0.5,50.0,0.40601707616917115,0.2910772720581095,0.2910772720581095,-0.41373063611355565,-0.012728142755223049,-0.02533389552075349,-0.5921452269719473,-0.02133187524390845,-0.02533389552075138,0.6463782081175103,1.060108844231066,0.027137580625357982,0.03986572338058103,-0.09208028600677687,-0.06674639048602338,0.9643075577215711
0.3,0.5,10.0,0.4177674369547585,0.29949790287122197,0.29949790287122197,-0.29969071982799145,-0.008807022618920968,-0.007821279809601345,-0.4481867475847868,-0.016260376559406486,-0.007821279809602455,0.8638584427911007,1.1635491626190921,0.036355345416339224,0.04516236803526019,-0.07586852879703443,-0.06804724898743308,0.9915874325681714
