split,outcome,group,form,n,coef,tstat,IS_R2,IS_MAE,OOS_MAE,degenerate,MAE_ZERO,MAE_GLOBAL,MAE_FAMILY,MAE_PANEL,ratio_vs_ZERO,ratio_vs_GLOBAL,ratio_vs_FAMILY,ratio_vs_PANEL,IS_LIVE,OOS_LIVE_FAMILY,OOS_LIVE_BEST,cellclass
S2016,RESID,CONSTANT,ZERO,162,,,,0.1657072282732585,0.2642202479781595,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,1.0,1.0739592582005302,1.364071130629183,1.0444211770299405,False,False,False,constant
S2016,RESID,CONSTANT,GLOBAL,162,,,,0.18094107400480933,0.2460244613197647,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,0.9311340186922431,1.0,1.2701330336448229,0.9724960877751713,False,False,False,constant
S2016,RESID,CONSTANT,FAMILY,162,,,,0.15397209764099917,0.1936997580590148,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,0.7330995998271338,0.7873191024174541,1.0,0.7656647469316336,False,True,True,constant
S2016,RESID,CONSTANT,PANEL,162,,,,0.1781022794919214,0.2529824689399084,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,0.9574681383268551,1.0282817715881518,1.3060546459889322,1.0,False,False,False,constant
S2016,RESID,INCUMBENT,CSD,162,-1.5722411793082443,-6.316819659279469,0.19960865108257453,0.13804607004570144,0.1772961362799291,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,0.6710164631084005,0.7206443429602412,0.9153141855030713,0.7008238042061433,True,True,True,IS-live / OOS-live
S2016,RESID,TURNOVER,TO,162,-0.01054720867360895,-0.516221581917271,0.0016627601341600018,0.1816776706090822,0.2470567646477945,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,0.9350409990842801,1.004195937763636,1.2754624328055348,0.9765766208348554,False,False,False,dead / dead
S2016,RESID,TURNOVER,TORS,162,-0.01719817816933466,-4.105964763974034,0.09532425112215215,0.17055738311894472,0.24270856500407212,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,0.9185842752828483,0.9865220868774394,1.2530142909632636,0.9593888699921074,True,False,False,IS-SIGNIFICANT / OOS-DEAD
S2016,RESID,TURNOVER,DTO,162,0.019867033873980994,4.378161582626925,0.10698487939724077,0.1671756287822682,0.24043813392994648,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,0.9099913264399825,0.9772936099124001,1.2412928975197368,0.9504142122474835,True,False,False,IS-SIGNIFICANT / OOS-DEAD
S2016,RESID,TURNOVER,LOGTO,162,-0.01730629775077462,-0.6397155165670578,0.0025511993728607463,0.18170814079673528,0.24685526896247845,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,0.9342783940725222,1.0033769310509086,1.2744221853249227,0.9757801400108663,False,False,False,dead / dead
S2016,RESID,TURNOVER,TORATIO,162,0.2577353385519131,3.7767333656425874,0.08185131897424769,0.16819143258800326,0.23597691640728466,False,0.2642202479781595,0.2460244613197647,0.1936997580590148,0.2529824689399084,0.8931068614650249,0.9591603824327819,1.2182612862912778,0.9327797194648175,True,False,False,IS-SIGNIFICANT / OOS-DEAD
