panel,cost,book,conv,arm,flips,full_Sharpe,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,donothing_OOS,spy_OOS,is_the_rule8_pick
U56,10,ew-all,rw,BAND/0.0,7.442769168783254,1.0909381206258195,1.066931213567825,1.1117793930546767,0.124295319280882,-0.18647417592895021,1.2850723632064818,0.8820107671822842,False
U56,10,top20,dg,BAND/0.0,7.442769168783254,1.146904906133578,1.1234029093965998,1.1707203858269184,0.1574376712965142,-0.1938880103737487,1.2850723632064818,0.8820107671822842,False
U56,25,top20,dg,BAND/0.0,7.442769168783254,1.0349483125006096,0.9958903952257346,1.0687093843194688,0.14191553309978033,-0.19551279512211506,1.2482435320727505,0.8820107671822842,False
U56,10,ew-all,rw,BAND/0.02,2.3581543614882348,1.1373094746587271,1.1029356024702015,1.1655371542188833,0.12977550881204625,-0.17754004459642014,1.2850723632064818,0.8820107671822842,False
U56,25,ew-all,rw,BAND/0.02,2.3581543614882348,1.0610592326107846,1.0220886565405645,1.0924855610232602,0.12084114559891912,-0.1796098129665734,1.2482435320727505,0.8820107671822842,False
U56,10,top20,dg,BAND/0.02,2.3581543614882348,1.1487001431184711,1.112434662040207,1.1811513180075857,0.15932367401915104,-0.1938880103737488,1.2850723632064818,0.8820107671822842,False
U56,25,top20,dg,BAND/0.02,2.3581543614882348,1.0406231370505452,0.990114347898033,1.082190263779273,0.14421661688433707,-0.19551279512211472,1.2482435320727505,0.8820107671822842,False
U56,10,ew-all,rw,BAND/0.03,1.7459699240398325,1.1609204001925353,1.1086766138418092,1.2025269424250273,0.13410612540663402,-0.17714790237343914,1.2850723632064818,0.8820107671822842,False
U56,25,ew-all,rw,BAND/0.03,1.7459699240398325,1.0980614700484221,1.0414326884705758,1.142696945633783,0.12679061450189288,-0.178905693580094,1.2482435320727505,0.8820107671822842,False
U56,10,top20,dg,BAND/0.03,1.7459699240398325,1.1567759260045085,1.120800364616258,1.1890992749444043,0.16058403342106642,-0.19538964972562456,1.2850723632064818,0.8820107671822842,False
U56,25,top20,dg,BAND/0.03,1.7459699240398325,1.051485355251995,1.0019937763413669,1.0924381987056537,0.1458013372913396,-0.19705882851540713,1.2482435320727505,0.8820107671822842,False
U56,10,ew-all,rw,BAND/0.05,1.2104329690036695,1.1548230487120548,1.0968294055550956,1.200673783359603,0.14022865053495193,-0.18473498481098227,1.2850723632064818,0.8820107671822842,False
U56,25,ew-all,rw,BAND/0.05,1.2104329690036695,1.1061188581756318,1.0455344056971556,1.1537151945435353,0.1342020644127484,-0.18642288266861995,1.2482435320727505,0.8820107671822842,False
U56,10,top20,dg,BAND/0.05,1.2104329690036695,1.1644184305586343,1.1485034535989327,1.1831466999881464,0.1606523136126936,-0.19529589668906577,1.2850723632064818,0.8820107671822842,False
U56,25,top20,dg,BAND/0.05,1.2104329690036695,1.0653240266470676,1.0391081953413757,1.0904647910370575,0.1463881077366731,-0.19691803349636072,1.2482435320727505,0.8820107671822842,False
U56,10,ew-all,rw,BAND/0.08,0.802310010704735,1.1780309134475953,1.1755770191950192,1.1849781567609472,0.1417149748420583,-0.19700551370099662,1.2850723632064818,0.8820107671822842,False
