leg,CAGR,Sharpe,MaxDD,n
RULES v2 (live book) @10bps,0.09534815248934558,1.2850846619485738,-0.12054946768671182,
RULES v2 (live book) @25bps,0.09241429872042128,1.2482558034007076,-0.12092635506895344,
SPY buy-and-hold,0.15450717694493354,0.8820109845896832,-0.33717289200673795,
"census mean, do-nothing control",0.13973943733132752,0.9327836787559528,-0.25629779178266376,600.0
"census mean, UNSCREENED pick",0.12290053868090363,0.9124558128999566,-0.22456508332724515,600.0
"census mean, SCREENED pick",0.13515851596983208,0.9322125469934347,-0.2445167436899943,600.0
"census mean MOVED, UNSCREENED pick",0.11542780330726174,0.8229253994495169,-0.23349620785937997,363.0
"census mean MOVED, SCREENED pick",0.13568892279309389,0.8555811582817121,-0.2664741588721885,363.0
