gate,stat,pass
G1_runner,4.163336342344337e-16,True
G2_costlin,2.0816681711721685e-17,True
G3_spy_oos,2.9757908126426535e-05,True
G4_v2_maxdd,4.949323437114517e-05,True
G7_determinism,0.0,True
G5_crossrun_1076,7.105427357601002e-15,True
G6_crossrun_dev,9.083683674634274e-06,True
G8a_declared_sign,0.008766311229868718,False
G8b_declared_monotone,0.5333333333333333,False
