panel,q,con,cad,n,beta,se,r2,beta_is,r2_is,beta_oos,r2_oos,inside
B136,0.1,DEGROSS,M,5,1.8708920961426085,0.01690204635038213,0.9997552086731512,1.982799101608575,0.999996882489117,0.1689536419686737,0.04003433313582572,True
B136,0.1,DEGROSS,Q,5,1.9724827285967728,0.0031068684071741143,0.9999925571833267,1.9971340434278142,0.9999999313992358,1.9713759991254636,0.9999919164954818,True
B136,0.1,DEGROSS,W,5,2.021175851176134,0.0024102126792634694,0.9999957339893608,2.0003497323616295,0.9999999985821737,1.8081441541651888,0.9993587342449232,True
B136,0.2,DEGROSS,M,5,1.6587384913187573,0.05408253284354705,0.9968209554495482,1.876563906930392,0.9997738867723852,1.3414111812523697,0.9729703162599237,True
B136,0.2,DEGROSS,Q,5,1.9737639435166965,0.0029793524395387875,0.9999931644789458,1.9913559664640883,0.9999993623361897,1.9697210681497357,0.9999907273420648,True
B136,0.2,DEGROSS,W,5,2.029526362353817,0.003516281401232727,0.9999909947619643,2.00215693808972,0.9999999505094561,1.7904875643298426,0.9991186084637611,True
B136,0.5,DEGROSS,M,5,1.847404579916426,0.022297235597322048,0.9995631729585105,1.950369497087461,0.9999663602610823,1.6476442634515798,0.9960533149334397,True
B136,0.5,DEGROSS,Q,5,1.9601236312965427,0.004367868459211657,0.9999851034068113,2.6674769053035905,0.9997545033329924,1.940347210823322,0.9999632108677985,True
B136,0.5,DEGROSS,W,5,1.933609003516934,0.008971704561577734,0.9999354188439454,1.9863050517588237,0.999997918520517,1.908033960935574,0.9998660326865931,True
B136,0.1,RESPREAD,M,5,3.0470213260973034,0.8993997505437296,0.7927812072182914,1.7772405698918314,0.9988872068652905,3.3645586529682254,0.9997850108362166,False
B136,0.1,RESPREAD,Q,5,1.7590693551094145,0.02337073921939161,0.999470738489746,1.9936304169641788,0.9999963222492014,1.7448051671765805,0.9993688894494696,True
B136,0.1,RESPREAD,W,5,2.212758609409827,0.023117260058080836,0.9996726715805618,2.0078095177202813,0.9999988666129582,4.157549444895361,0.9963163281865118,True
B136,0.2,RESPREAD,M,5,3.4715387564456184,0.8587700652549622,0.8448925994270036,0.8524641896980584,0.40428842591445724,4.163719273536126,0.993633704691917,False
B136,0.2,RESPREAD,Q,5,1.8700457543103186,0.01544980395884729,0.9997952736162643,1.971877533594699,0.9999978979587443,1.844752371132694,0.9996732238288448,True
B136,0.2,RESPREAD,W,5,2.1632215196468683,0.021141079581064183,0.9997135497761652,2.012783374446101,0.9999978511898402,2.30331364731955,0.7591041012308717,True
B136,0.5,RESPREAD,M,5,1.530956452403719,0.09457624422409716,0.9886807981077486,1.8813738440071273,0.9997273226978642,0.36424554564108497,0.19858020112058927,True
B136,0.5,RESPREAD,Q,5,1.925829006868636,0.007117305956780295,0.999959026856614,2.760646014369631,0.9998668047335217,1.8826371901240952,0.9998629130848634,True
B136,0.5,RESPREAD,W,5,1.8309373533441833,0.02724150564831583,0.9993363361246221,1.970407917589272,0.9999889867585926,1.7541051359987099,0.9982751105545854,True
SMALL,0.1,DEGROSS,M,5,1.9439464769664152,0.006932669162964658,0.9999618462676295,1.9923711507315536,0.9999994073779893,2.0045963390793244,0.9999997682047053,True
SMALL,0.1,DEGROSS,Q,5,1.9712445276458603,0.0030290288612945444,0.999992916563584,2.001396733060061,0.9999999822179734,2.0086427678803886,0.9999994130078536,True
SMALL,0.1,DEGROSS,W,5,1.9958640001690056,0.00047726981262123365,0.9999998284513824,1.9993879531257865,0.9999999964211778,1.9915915226828458,0.9999992795849364,True
SMALL,0.2,DEGROSS,M,5,1.6896564978428414,0.04757011028440667,0.9976277456878863,1.9835416979170144,0.99999702561389,2.05049889054005,0.9999771410917696,True
SMALL,0.2,DEGROSS,Q,5,1.9738245877729221,0.002859432994063862,0.9999937040501614,2.0025188726489054,0.9999999561025164,2.0338811871240012,0.9999915180845151,True
SMALL,0.2,DEGROSS,W,5,1.9873538006860487,0.0015186872134883935,0.9999982481101867,1.9950798095760762,0.9999997474362562,1.9832675873443675,0.999996884112898,True
SMALL,0.5,DEGROSS,M,5,2.065457464396999,0.00875549500174754,0.9999460952866185,1.9674746115008084,0.9999848152597072,2.0235988433993386,0.9999915710260171,True
SMALL,0.5,DEGROSS,Q,5,2.0498404824264744,0.006563099306904326,0.9999692471253208,2.0044955590656492,0.999999984418584,2.025075229855388,0.9999933701991556,True
SMALL,0.5,DEGROSS,W,5,1.9235452430418067,0.011248734009159588,0.9998974161050798,1.9881730648958533,0.9999977300931684,1.9042153425652684,0.9998312746585132,True
SMALL,0.1,RESPREAD,M,5,0.9037807010347872,0.38337124519938853,0.6494343002441285,1.904848373911005,0.9998499940826518,2.082011057464581,0.9998736297679489,False
SMALL,0.1,RESPREAD,Q,5,1.9304729386585835,0.016889437509795473,0.9997704250618855,2.00434031894617,0.9999988742755203,2.0193539046568274,0.9999822412980539,True
SMALL,0.1,RESPREAD,W,5,1.9538236555768278,0.005821189418748202,0.9999733705359913,1.9945801500203797,0.9999997800609569,1.8997469692688136,0.9998504758450312,True
SMALL,0.2,RESPREAD,M,5,3.1179418925881754,0.9006721324816256,0.7997867275705536,1.8931683932688883,0.9997809896472508,2.2570552508740938,0.9993768553873231,False
SMALL,0.2,RESPREAD,Q,5,1.918683075850421,0.0053118731546247504,0.9999770067600968,2.0008504978684716,0.9999978853791046,2.0729516941562176,0.9999626490290395,True
SMALL,0.2,RESPREAD,W,5,1.9179124432430765,0.012304015954331433,0.9998765463730188,1.9721319666225205,0.9999894560661005,1.8870322015130612,0.999741760666685,True
SMALL,0.5,RESPREAD,M,5,2.1618809405799873,0.02549122093350441,0.9995830750576844,1.9184068496412447,0.9998633667565552,2.0661425391135784,0.9998986100696355,True
SMALL,0.5,RESPREAD,Q,5,2.0890047650242787,0.006280421988748573,0.9999728850836849,1.9968631021789296,0.999993892192528,2.0397871004135624,0.9999958669972926,True
SMALL,0.5,RESPREAD,W,5,1.7779961262272035,0.041862154764664844,0.998339720741379,1.9681688197416387,0.9999778370213457,1.712730949665548,0.9967625525380259,True
U56,0.1,DEGROSS,M,5,1.9571643828841567,0.005171812502800908,0.999979051974543,1.9902427449887763,0.9999990923310168,2.0412444510838688,0.9999840499804005,True
U56,0.1,DEGROSS,Q,5,1.9836197394445472,0.0019991602976619925,0.9999969528184844,1.9714127340276497,0.9999920777246258,2.01255997252888,0.9999995942641514,True
U56,0.1,DEGROSS,W,5,2.0198518051115455,0.0022583789846796205,0.999996249628756,1.9994889015074466,0.9999999975165541,2.016997333894643,0.9999972264483517,True
U56,0.2,DEGROSS,M,5,2.3315522738156362,0.026972404494388175,0.9995986752527205,1.9788259246983244,0.9999952631339493,2.048215999760854,0.9999781429616494,True
U56,0.2,DEGROSS,Q,5,1.981199116784214,0.002168877842487592,0.9999964047124914,2.0016756030848164,0.9999999327866372,1.9715229663558211,0.999991245787763,True
U56,0.2,DEGROSS,W,5,2.019817443890743,0.0023471965722849653,0.9999959487020654,1.8954040051059096,0.9998523588401238,2.021832603412959,0.9999951461263556,True
U56,0.5,DEGROSS,M,5,1.7738866552607369,0.03403313008059364,0.9988969530520343,1.9257274967063134,0.9999224418700072,1.4626980912349592,0.9860299133809576,True
U56,0.5,DEGROSS,Q,5,1.957850619988072,0.005362960627854124,0.9999774907206873,1.9627087159267105,0.9999893924323278,1.9586769800957102,0.9999798468469604,True
U56,0.5,DEGROSS,W,5,1.9129067358763518,0.012301387953899184,0.9998759525000785,2.008264927073401,0.9999993749000126,2.1964853221784826,0.9997270108422651,True
U56,0.1,RESPREAD,M,5,1.3669521262573812,0.11990775551605287,0.9774369429259402,1.9154654884663909,0.9999590707565832,2.664339936210968,0.9994452568495538,False
U56,0.1,RESPREAD,Q,5,1.6332443772378777,0.05775513061130605,0.9962625631528473,1.7488668880418567,0.9996607835832912,1.5434704235664314,0.9897807622107637,True
U56,0.1,RESPREAD,W,5,2.139692019956391,0.01710457409736249,0.9998083274150217,1.988000567845864,0.9999983196891457,2.128087615651583,0.9998332630579431,True
U56,0.2,RESPREAD,M,5,2.8566340587540093,0.034462191494694934,0.9995635763874066,1.874632485821294,0.9997605866706111,2.2408129047561594,0.9995314954573296,False
U56,0.2,RESPREAD,Q,5,1.9051531756694857,0.011427108231815395,0.999892083644941,2.025852753339239,0.9999737827815648,1.8356095720369725,0.9995312484124852,True
U56,0.2,RESPREAD,W,5,2.118107809034006,0.015462341212476395,0.9998401523665238,2.4251057963520206,0.9995046790959935,2.1246363807743034,0.9998295579173901,True
U56,0.5,RESPREAD,M,5,1.2410955352134534,0.17236550165390116,0.9453007316168627,1.829454859678197,0.9993923100624734,0.6063675666733899,0.0681628405262854,False
U56,0.5,RESPREAD,Q,5,1.8952587001844419,0.016599379088865034,0.9997699257516423,1.9451742713522988,0.9999913352168079,1.9053473712965077,0.9998421459343146,True
U56,0.5,RESPREAD,W,5,1.7543781426433425,0.04307313571631666,0.998194892124531,2.017613865669526,0.9999973384988529,2.3460168684473586,0.9993005725030326,True
