arm,band,pass4a,pass4b,failing,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
A_FLOOR (crossing),0.02,False,False,CAGR,0.0742122818460258,1.076725705087027,-0.11280127541568508,1.119265579124093,1.0347772957880514,1.1083921277691784,0.07506896233902816,-0.11280127541568497
A_PLATEAU (argmax),0.12,False,False,CAGR,0.07846153160701008,1.0630276299742,-0.1423777785116762,1.1559377067034238,0.973187737952944,1.0525304533868831,0.07661789308966749,-0.14237777851167643
"A_CTRL (band=0, the control point)",0.00,False,False,CAGR,0.07248892710631827,1.0647205425636843,-0.10842334069175852,1.10965081741521,1.0200227663657773,1.0978739940608462,0.07319081776327452,-0.10842334069175841
A_LIVE (RULES v2's 0.03),0.03,False,False,CAGR,0.07440198467756987,1.0711919547756132,-0.11753855985456596,1.1197847722621015,1.0237530345474801,1.0967683205878584,0.07510589106564725,-0.1175385598545663
A_IS (per-cell IS argmax),0.00/0.05/0.08/0.12/0.20,False,False,CAGR,0.07787306234256386,1.0824976039230731,-0.13404303220093727,1.1708102383088934,0.9977226526388235,1.0759133572697006,0.0766844388591279,-0.13404303220093727
