year,days,bk,spy,excess,bk_Sharpe,spy_Sharpe
2017,39,0.014144183638079788,0.041290724032178705,-0.027146540394098917,0.9066716365337709,4.291659502901698
2018,251,0.018363946757033567,-0.045714529622673084,0.06407847637970665,0.1952928372933694,-0.19058799943600743
2019,252,0.16525022851038695,0.31225119649326594,-0.14700096798287898,1.5782114411024155,2.23623923889785
2020,253,0.10539696524153164,0.18331174585861532,-0.07791478061708368,0.5772685232735338,0.6701198142278694
2021,252,0.15596379510717306,0.2873026846410891,-0.13133888953391604,1.1013371930089546,2.0100950009565306
2022,251,-0.09768513752340802,-0.18176325799955306,0.08407812047614505,-0.6901403925428962,-0.709625638579527
2023,250,0.12123312820111876,0.2617660732354312,-0.14053294503431246,0.9369187179611278,1.8583346487080938
2024,252,0.2063209146173839,0.24887838921519845,-0.04255747459781456,1.3069881187059118,1.8318109167304926
2025,250,0.2009310100342132,0.17718926798792234,0.02374174204629087,1.3476308608044942,0.9400350997650676
2026,170,0.14616779023167137,0.13543755159806636,0.010730238633605005,1.5436946185363962,1.472360759096724
