book,g,CAGR_0,CAGR_floor,Sharpe_0,Sharpe_floor,dCAGR_pp,dSharpe,pass4a_0,pass4a_floor,pass4b_0,pass4b_floor,verdict_moved
EW200d,0.5,0.04509993082258035,0.023418711145868132,0.5027471716794911,0.2706199528012916,-2.1681219676712216,-0.23212721887819954,False,False,False,False,False
EW200d,0.75,0.06478682046825757,0.03124006709812277,0.5033872943946726,0.2725424907002908,-3.3546753370134796,-0.23084480369438176,False,False,False,False,False
EW200d,1.0,0.08235009417581662,0.03633020446858071,0.5040228799735411,0.27450248975350816,-4.601988970723592,-0.22952039022003295,False,False,False,False,False
EWall,0.5,0.06994207130721097,0.04268350963761458,0.6790598275986033,0.4125861353424842,-2.7258561669596393,-0.2664736922561191,True,False,False,False,True
EWall,0.75,0.10181777831745098,0.05920368593779335,0.6781352696586783,0.41275110225949024,-4.261409237965763,-0.2653841673991881,False,False,False,False,False
EWall,1.0,0.13122175544841386,0.07220141972640537,0.6770308933152684,0.412827851694554,-5.902033572200849,-0.26420304162071445,False,False,False,False,False
EWgate,0.5,0.0262430883780429,0.00928623827350794,0.33543770194131994,0.14360900071659083,-1.695685010453496,-0.19182870122472911,False,False,False,False,False
EWgate,0.75,0.03666279912702519,0.01054316522562404,0.3361134342060475,0.1451778213690589,-2.611963390140115,-0.1909356128369886,False,False,False,False,False
EWgate,1.0,0.04516699753546094,0.009485859364766647,0.3368414247600584,0.14681799894087155,-3.5681138170694293,-0.19002342581918685,False,False,False,False,False
EWvol60,0.5,0.03838475377866013,0.021949621310902723,0.4449523498804596,0.25771204202460885,-1.6435132467757407,-0.18724030785585077,False,False,False,False,False
EWvol60,0.75,0.05454251904881291,0.029047144421037396,0.4444147773563995,0.2595829821063075,-2.5495374627775513,-0.18483179525009202,False,False,False,False,False
EWvol60,1.0,0.06847913414822027,0.033417862314435665,0.44380469814401663,0.26141444789815543,-3.50612718337846,-0.1823902502458612,False,False,False,False,False
R10,0.5,0.03804373287298857,0.025360641540724815,0.4704564928725964,0.3052343826047381,-1.2683091332263752,-0.16522211026785827,False,False,False,False,False
R10,0.75,0.054565865437944394,0.03465591548779412,0.47002021874210004,0.30575164122981996,-1.9909949950150274,-0.16426857751228008,False,False,False,False,False
R10,1.0,0.06925648956116182,0.04154226085801027,0.4694874638082813,0.30617641402688117,-2.7714228703151544,-0.16331104978140015,False,False,False,False,False
R10u,0.5,0.10783964469729135,0.03977736734285897,0.6985477755549463,0.31522494747649504,-6.806227735443238,-0.38332282807845125,True,False,False,False,True
R10u,0.75,0.15439048561469937,0.04970274893943594,0.7001916071271209,0.3183096129276033,-10.468773667526342,-0.3818819941995176,False,False,False,False,False
R10u,1.0,0.19481160383638008,0.05252632647212674,0.701685327430065,0.32118025443272424,-14.228527736425335,-0.3805050729973407,False,False,False,False,False
R20,0.5,0.03641461858500006,0.02801827942014068,0.4560664285609802,0.33751553361279935,-0.8396339164859379,-0.11855089494818083,False,False,False,False,False
R20,0.75,0.052123649487418655,0.03889651264356764,0.4554565931906213,0.3382262941080765,-1.3227136843851017,-0.11723029908254484,False,False,False,False,False
R20,1.0,0.0660057082736647,0.047531009808654545,0.45475052393511667,0.3388581402022663,-1.8474698465010153,-0.11589238373285038,False,False,False,False,False
R20u,0.5,0.09806629500134734,0.03771961100058063,0.751532759405202,0.3332063030786531,-6.03466840007667,-0.4183264563265489,True,False,False,False,True
R20u,0.75,0.1429261652316589,0.04987561760892634,0.7529572022227928,0.33612944625476826,-9.305054762273258,-0.41682775596802457,True,False,False,False,True
R20u,1.0,0.1841946516047681,0.05719221379622064,0.75417374604865,0.3388675621698824,-12.700243780854748,-0.41530618387876755,False,False,False,False,False
R40,0.5,0.04419997196184888,0.025648937694474183,0.5375645219079481,0.3101665043956503,-1.85510342673747,-0.22739801751229782,False,False,False,False,False
R40,0.75,0.0639350801369214,0.03529736354026136,0.5367530863147083,0.3115490508490791,-2.8637716596660034,-0.22520403546562923,False,False,False,False,False
R40,1.0,0.08189431174483386,0.04268451858949329,0.5358164575641001,0.312881900784207,-3.9209793155340567,-0.2229345567798931,False,False,False,False,False
R40-200d,0.5,0.04783783663847041,0.03032298425649893,0.564940752776971,0.34645380651069596,-1.751485238197148,-0.21848694626627502,False,False,False,False,False
R40-200d,0.75,0.06936470646829429,0.04209979859831181,0.5645907065490738,0.34805738724088503,-2.726490786998248,-0.2165333193081888,False,False,False,False,False
R40-200d,1.0,0.08907500409711111,0.05143305539501619,0.5640881855681849,0.34953799002354113,-3.764194870209492,-0.21455019554464372,False,False,False,False,False
R40-both,0.5,0.04419997196184888,0.025648937694474183,0.5375645219079481,0.3101665043956503,-1.85510342673747,-0.22739801751229782,False,False,False,False,False
R40-both,0.75,0.0639350801369214,0.03529736354026136,0.5367530863147083,0.3115490508490791,-2.8637716596660034,-0.22520403546562923,False,False,False,False,False
R40-both,1.0,0.08189431174483386,0.04268451858949329,0.5358164575641001,0.312881900784207,-3.9209793155340567,-0.2229345567798931,False,False,False,False,False
R40-none,0.5,0.048951028358929394,0.03136754037603384,0.57674590160564,0.356563339190875,-1.7583487982895551,-0.22018256241476497,False,False,False,False,False
R40-none,0.75,0.07101799304333634,0.04368166797119377,0.5760708634353514,0.35809578942761383,-2.7336325072142564,-0.21797507400773758,False,False,False,False,False
R40-none,1.0,0.09124671687587815,0.05355219153090296,0.5752159067143271,0.359487739305493,-3.7694525344975194,-0.2157281674088341,False,False,False,False,False
R40-vol60,0.5,0.04100479382745337,0.027304779955723113,0.49723813909278247,0.32101624284430097,-1.3700013871730254,-0.1762218962484815,False,False,False,False,False
R40-vol60,0.75,0.059027968660687824,0.03777479489989588,0.4971734243802317,0.3234971174563558,-2.1253173760791944,-0.17367630692387592,False,False,False,False,False
R40-vol60,1.0,0.0752033864454611,0.045962124553870165,0.49695249708065514,0.3258576126569297,-2.924126189159093,-0.17109488442372545,False,False,False,False,False
R40u,0.5,0.06740149154479091,0.027795716514510183,0.6088325171885929,0.2836087831575908,-3.960577503028073,-0.3252237340310021,True,False,False,False,True
R40u,0.75,0.09724904272389212,0.036487458006731366,0.6100391348349827,0.28616256992329264,-6.0761584717160755,-0.3238765649116901,True,False,False,False,True
R40u,1.0,0.12405530765571737,0.041470045077520945,0.6110558009003509,0.28859353228103896,-8.258526257819643,-0.322462268619312,False,False,False,False,False
R5,0.5,0.05681142169332376,0.03568282389991628,0.6090073196148852,0.3796203005584351,-2.1128597793407478,-0.2293870190564501,False,False,False,False,False
R5,0.75,0.08240754506532855,0.04966147918588182,0.6082661518101192,0.3807924310555305,-3.274606587944673,-0.22747372075458872,False,False,False,False,False
R5,1.0,0.10586111916703489,0.06085720446691245,0.6074407010332596,0.38189185985666235,-4.500391470012244,-0.2255488411765973,False,False,False,False,False
R5u,0.5,0.12947329770562566,0.07730015055458295,0.6694649824730525,0.45387970155220236,-5.217314715104271,-0.21558528092085016,True,False,False,False,True
R5u,0.75,0.18181429989771658,0.10089093417256634,0.6761895365703603,0.45938860082993693,-8.092336572515023,-0.21680093574042336,False,False,False,False,False
R5u,1.0,0.22383352934511858,0.11332868170020394,0.6828141247602243,0.4647931812649975,-11.050484764491465,-0.21802094349522677,False,False,False,False,False
