panel,k,draw,n,nom_gross,match_gross,nom_MaxDD,match_MaxDD,nom_Sharpe,match_Sharpe,nom_CAGR,match_CAGR,survives,kills
B136,20,19,15,0.6348534201954398,0.7399112401351815,-0.1197316020751456,-0.2483758163326646,1.2554444255084434,1.218985663793773,0.1236195643400228,0.1629800585282113,False,"H2,DD"
B136,20,641,15,0.6199239956568947,0.7465010559473101,-0.1212240871569305,-0.2833293026749421,1.2686549371450864,1.1421398624211507,0.1190574967422253,0.1333420068299564,False,"H2,DD"
B136,20,36,20,0.4560260586319217,0.7366867905943877,-0.108727330833132,-0.2925328074614582,1.137034473463297,1.0534381438478218,0.0839630239560957,0.1395630249485455,False,"H2,DD"
B136,20,39,20,0.4414495114006514,0.7455274262313446,-0.0943401471509164,-0.1877030629612305,1.174370500147402,1.1848234291211328,0.0832714405528161,0.1559320217074942,False,DD
B136,20,80,20,0.491001628664495,0.746452265759724,-0.1204323213898095,-0.1888710717677728,1.259739407440576,1.256186598072165,0.1167697177391255,0.1886522270668924,False,DD
B136,20,113,20,0.5330211726384364,0.7438103781000371,-0.1213374238913672,-0.2705473252853381,1.1848610042043377,1.0449114923635665,0.0954560928447989,0.1379458567040232,False,"H2,DD"
B136,20,117,20,0.5269136807817588,0.7409880564603692,-0.1177342557182118,-0.2965270934660614,1.122345960055487,1.004430395576771,0.0849732722807621,0.121671926231184,False,"H1,DD"
B136,20,120,20,0.4842426710097719,0.7404793229080877,-0.1114710008024649,-0.2505020599690496,1.2195899063880358,1.1994804294132968,0.0825250515284359,0.1470066245679011,False,DD
B136,20,264,20,0.5019136807817589,0.7488145845074854,-0.1141845466006854,-0.1527936514972807,1.2319159783687612,1.1636650898304437,0.0850588354985084,0.1270536638915613,False,DD
B136,20,301,20,0.5142100977198696,0.7488757310741886,-0.1213555843358293,-0.1972837750240376,1.1697802966029502,1.11653875840482,0.0866608413658367,0.1253026417161549,False,"H2,DD"
B136,20,330,20,0.4934039087947882,0.75,-0.1124262735041227,-0.3038295253671856,1.1616175160306457,1.0558189306048316,0.0776846585730606,0.1137170699042049,False,"H2,DD"
B136,20,427,20,0.524714983713355,0.75,-0.0972435447483111,-0.1502090633342498,1.1261894335479912,1.1303531202744197,0.0705802678012881,0.1063915770821863,False,DD
