panel,cost,n,gross,Ebar,n_over_Ebar,fill,cap_fill,tie_days,max_gross,realised_gross,identity,cap_residual,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_H1,IS_H2,pass4a_rec,pass4b_rec,pass4a_oos,pass4b_oos,pass4a_is,pass4b_is
BSTK100,10,5,0.5,68.44430844553244,0.07305209320624474,0.9862913096695227,0.9946144430844553,1,0.6,0.4931456548347613,5.551115123125783e-17,0.008323133414932626,0.10445197550818275,0.8292682142166208,-0.15088880988999953,0.8576804598807879,0.813008699452456,0.10602332152206295,0.7997108767466483,-0.15088880988999898,0.7776058593950087,0.8210801842320979,0.10191242460025474,0.8939277177413133,-0.14878167176217305,0.9695682354286649,0.8116011819136496,False,False,False,False,False,False
BSTK100,10,10,0.5,68.44430844553244,0.14610418641248948,0.9861689106487148,0.9942472460220317,4,0.6,0.4930844553243573,1.1102230246251565e-16,0.008078335373316925,0.09136982230160684,0.8702400078516082,-0.15309568948068109,1.0727289026957987,0.7077517906406505,0.08387006071274183,0.7688050632884312,-0.15309568948068109,0.8176138435420139,0.7206877148156539,0.10362344035076765,1.0694373241984036,-0.10134991639531665,1.3858988722414165,0.7308579180961159,False,False,False,False,False,True
BSTK100,10,15,0.5,68.44430844553244,0.2191562796187342,0.9895552835577315,0.9934720522235823,4,0.5333333333333333,0.49477764177886574,0.0,0.003916768665850778,0.09510049643587593,0.9833548217779334,-0.144082842842721,1.1548615900179258,0.8418580192732666,0.09365350850954401,0.9296299285621866,-0.14408284284272077,1.0154299382887417,0.8410200040269015,0.09744748295322858,1.0882603881148192,-0.09312439400460737,1.472955050539096,0.6765598993296542,False,False,False,False,False,False
BSTK100,10,20,0.5,68.44430844553244,0.29220837282497897,0.9877600979192167,0.9913096695226438,4,0.5250000000000001,0.49388004895960846,1.1102230246251565e-16,0.0035495716034270597,0.08845765322508248,0.9753368442557688,-0.13876926426203506,1.121380523755794,0.8509111640673221,0.0883208811228875,0.938849372647456,-0.13876926426203506,0.9734011940843984,0.9025948124451643,0.08867914756456341,1.0453242284072075,-0.08474303322465049,1.2699254827184894,0.8062709107794733,False,False,False,False,False,True
BSTK100,10,25,0.5,68.44430844553244,0.3652604660312237,0.9851652386780906,0.9879559363525092,9,0.5200000000000001,0.49258261933904535,5.551115123125783e-17,0.0027906976744186407,0.08445699749906566,0.976919388847602,-0.1393434164520082,1.1230474004259752,0.8488891227622936,0.08399375924285657,0.9412271276282259,-0.13934341645200798,1.002271855170843,0.8758194925203169,0.08520748084619689,1.0433960345022295,-0.08633204659049143,1.2228418464809072,0.8527435056217063,False,False,False,False,False,True
BSTK100,10,30,0.5,68.44430844553244,0.4383125592374684,0.9792737658098735,0.9823337413300693,7,0.5166666666666666,0.48963688290493673,0.0,0.003059975520195879,0.08431550224438866,1.01379358104538,-0.13138896671605227,1.1701399957354996,0.8746612986276345,0.08405290025654155,0.9834517747667427,-0.13138896671605238,1.0542613268223016,0.9069926587597754,0.08474083556428513,1.0690158326466421,-0.08980579214353657,1.2432396632921576,0.883002761007448,False,False,False,False,False,True
BSTK100,10,40,0.5,68.44430844553244,0.5844167456499579,0.9667686658506731,0.969124847001224,8,0.5125000000000002,0.4833843329253367,1.6653345369377348e-16,0.002356181150550918,0.07954254232491209,1.025195916878659,-0.12939209905761317,1.1383581165360335,0.9230005526266254,0.08158169523726344,1.0244109563305137,-0.12939209905761329,1.1132357383723357,0.9269364162629438,0.07624894696730444,1.027884488279156,-0.08452712186951461,1.1971601283260753,0.8481071708090879,False,False,False,False,False,False
BSTK100,10,50,0.5,68.44430844553244,0.7305209320624474,0.9515544675642594,0.9529742962056303,8,0.5100000000000002,0.47577723378212977,5.551115123125783e-17,0.0014198286413709127,0.07762564500949076,1.0632194782314033,-0.12694488843828355,1.1464916710931767,0.9866238512098007,0.08055063910394389,1.0784953198545444,-0.1269448884382831,1.1898964926771993,0.95414329865659,0.07290634928252104,1.0378005861181772,-0.07665956320470702,1.2607413762384858,0.8032133952387712,False,False,False,False,False,False
BSTK100,10,60,0.5,68.44430844553244,0.8766251184749368,0.9295797633618931,0.9301509587923297,9,0.508333333333334,0.46478988168094726,7.216449660063518e-16,0.0005711954304365996,0.07593433728482846,1.1102433550764437,-0.11565665002956871,1.18269862407609,1.0407501864317406,0.0784362252083084,1.131467011046838,-0.11565665002956882,1.24860212922162,1.0005000609927273,0.0718956459124489,1.0747567457661107,-0.07306268167391838,1.2894908455786496,0.8485800463156796,False,False,False,False,False,False
BSTK100,10,75,0.5,68.44430844553244,1.095781398093671,0.8664055487556099,0.8667319461444308,3,0.506666666666666,0.43320277437780436,6.106226635438361e-16,0.0003263973888208982,0.06666658172459194,1.0968369662666597,-0.10416356448916642,1.191142009054578,1.0041280949275149,0.06811276885399709,1.1141282259330416,-0.10416356448916597,1.2809475436425586,0.9194321725817126,0.06432910336216802,1.0681803276814097,-0.06407504326081226,1.3380926231935935,0.7847964084767985,False,False,False,False,False,False
BSTK100,10,100,0.5,68.44430844553244,1.4610418641248948,0.6838188494492045,0.6844430844553244,0,0.4800000000000003,0.3419094247246024,1.6653345369377348e-16,0.0006242350061199664,0.05029249902228594,1.072668229311811,-0.08507342267559082,1.1559908836012749,0.9902833774491253,0.052014452650819276,1.102192615421792,-0.08507342267559082,1.2690442363505017,0.9061460179106865,0.04751033024313056,1.0239297503490536,-0.04884385733878849,1.2947531966339207,0.7337413623788238,False,False,False,False,False,False
BSTK100,10,5,0.75,68.44430844553244,0.07305209320624474,0.9862913096695227,0.9946144430844553,1,0.9,0.739718482252142,1.1102230246251565e-16,0.008323133414932626,0.15452945118024486,0.8343319579064912,-0.22112603361760896,0.8608403508463155,0.8196958274597066,0.1565819674936555,0.806695937673181,-0.22112603361760874,0.7836797986661496,0.8288832599572782,0.1512137901014552,0.8952912102812121,-0.2185002243168318,0.9699544973341808,0.8140721391632013,False,False,False,False,False,False
BSTK100,10,10,0.75,68.44430844553244,0.14610418641248948,0.9861689106487148,0.9942472460220317,4,0.8999999999999998,0.7396266829865359,2.220446049250313e-16,0.008078335373316925,0.13590332611952105,0.873198579397723,-0.2242688340731358,1.0756970032165103,0.7109207155496647,0.12382648547286301,0.7725222204701081,-0.2242688340731358,0.8217151943455319,0.7238251328997821,0.15573363926031947,1.0710973315021575,-0.15023266436909122,1.3870470753518702,0.7330786099408684,False,False,False,False,False,False
BSTK100,10,15,0.75,68.44430844553244,0.2191562796187342,0.9895552835577315,0.9934720522235823,4,0.8000000000000002,0.7421664626682987,0.0,0.003916768665850778,0.14242451371146703,0.9853642894797658,-0.21151030479894783,1.1573962967334321,0.8436335174167406,0.13981981245191077,0.9317883038807867,-0.21151030479894806,1.0182265642379966,0.8422518011302342,0.14665460675590625,1.0901111894535882,-0.13782002216393852,1.4739610298002521,0.6792967719575298,False,False,False,False,False,False
BSTK100,10,20,0.75,68.44430844553244,0.29220837282497897,0.9877600979192167,0.9913096695226438,4,0.7874999999999998,0.7408200734394124,2.220446049250313e-16,0.0035495716034270597,0.1325299459825422,0.9774174270448213,-0.20402298310419353,1.12424363058132,0.8525262110325573,0.1320266890036803,0.9407094428658763,-0.20402298310419376,0.9757041520510519,0.9039839847223079,0.13334528126693335,1.0479312557444969,-0.12561167966368425,1.2718416510440862,0.8095682752940043,False,False,False,False,False,False
BSTK100,10,25,0.75,68.44430844553244,0.3652604660312237,0.9851652386780906,0.9879559363525092,9,0.7800000000000005,0.7388739290085682,2.220446049250313e-16,0.0027906976744186407,0.12651528332848883,0.9783816021217199,-0.2048395251730205,1.1253779384800815,0.8498042294210242,0.1255543844015896,0.9423782314499698,-0.2048395251730204,1.0034790993095324,0.8768596793535772,0.1280728860813547,1.0455405330560819,-0.12783512287966048,1.2243659487347427,0.8554955854589117,False,False,False,False,False,False
BSTK100,10,30,0.75,68.44430844553244,0.4383125592374684,0.9792737658098735,0.9823337413300693,7,0.7750000000000004,0.7344553243574053,2.220446049250313e-16,0.003059975520195879,0.1264580487434106,1.0146117011394709,-0.19364305775597412,1.1719062719115636,0.8748475282112432,0.12584366197553254,0.9838495980028946,-0.19364305775597446,1.0545080046883986,0.9075167560075774,0.12745355911187417,1.0706714136430588,-0.1326712711284358,1.24466587095221,0.8848611786356145,False,True,False,True,False,False
BSTK100,10,40,0.75,68.44430844553244,0.5844167456499579,0.9667686658506731,0.969124847001224,8,0.7687500000000005,0.7250764993880052,4.440892098500626e-16,0.002356181150550918,0.1193855182755883,1.0257804816391973,-0.19074092264017706,1.1402298587460031,0.9226433006220797,0.12238601972575824,1.024288976124001,-0.19074092264017684,1.112433856342058,0.9275719227979882,0.1145441824441289,1.0297643386797946,-0.1251891911991161,1.1991590677692685,0.8498498707692731,False,True,False,True,False,False
