char,flavour,level,n,achieved,n_from_B,premium,sd,prem_IS,prem_OOS,n_fit,intercept,slope,r2,span,effect,sd_within,ratio_to_GAP,mono_down,mono_up,req_sign,sign_ok
beta,BONLY,0.602108,6,0.6875698315767907,36.0,-0.14386842366089872,0.02816152724111961,-0.11806192138954275,-0.15809768029948487,24.0,-0.18726688538908814,0.09300459735664439,0.12015064840806655,0.4887403571774669,0.04545510013123287,0.029953484519841384,0.4647760749614813,False,False,-1.0,False
beta,BONLY,0.905449,6,0.9622152893131437,36.0,-0.04645224687681044,0.029667127769649273,-0.0725104412328322,-0.03329710427111843,24.0,-0.18726688538908814,0.09300459735664439,0.12015064840806655,0.4887403571774669,0.04545510013123287,0.029953484519841384,0.4647760749614813,False,False,-1.0,False
beta,BONLY,1.06798,6,1.0499197277157535,36.0,-0.09108276665577926,0.03503727359040322,-0.10971864603760546,-0.0825268126563286,24.0,-0.18726688538908814,0.09300459735664439,0.12015064840806655,0.4887403571774669,0.04545510013123287,0.029953484519841384,0.4647760749614813,False,False,-1.0,False
beta,BONLY,1.245793,6,1.1279222485691642,36.0,-0.11167718735873554,0.026948009478193435,-0.15245419071347677,-0.08984427177535222,24.0,-0.18726688538908814,0.09300459735664439,0.12015064840806655,0.4887403571774669,0.04545510013123287,0.029953484519841384,0.4647760749614813,False,False,-1.0,False
beta,POOL,0.602108,6,0.7111824634707956,10.666666666666666,-0.15229279675916818,0.10124049455243816,-0.10719192806033599,-0.1678030246886646,30.0,-0.11751565388992549,-0.00970315079832055,0.0004362415614843629,0.7148437466372971,-0.006936236670858142,0.10879907185295827,0.07092266534619777,False,False,-1.0,True
beta,POOL,0.905449,6,0.9406575117052989,8.333333333333334,-0.11059579863000639,0.1235290121540181,-0.08455741557060144,-0.1227395350209242,30.0,-0.11751565388992549,-0.00970315079832055,0.0004362415614843629,0.7148437466372971,-0.006936236670858142,0.10879907185295827,0.07092266534619777,False,False,-1.0,True
beta,POOL,1.06798,6,1.0466825737257894,8.166666666666666,-0.0978924763025596,0.1006036272734605,-0.20647407430459488,-0.038917597236382516,30.0,-0.11751565388992549,-0.00970315079832055,0.0004362415614843629,0.7148437466372971,-0.006936236670858142,0.10879907185295827,0.07092266534619777,False,False,-1.0,True
beta,POOL,1.245793,6,1.16916008570145,8.5,-0.14061891511202587,0.09121215651081878,-0.274314087758029,-0.07007909539328626,30.0,-0.11751565388992549,-0.00970315079832055,0.0004362415614843629,0.7148437466372971,-0.006936236670858142,0.10879907185295827,0.07092266534619777,False,False,-1.0,True
beta,POOL,1.512079,6,1.3627439884837902,4.833333333333333,-0.13692990090923232,0.1274100687740559,-0.159952319258183,-0.12507539139834883,30.0,-0.11751565388992549,-0.00970315079832055,0.0004362415614843629,0.7148437466372971,-0.006936236670858142,0.10879907185295827,0.07092266534619777,False,False,-1.0,True
beta,SONLY,0.602108,6,0.7288697629388484,0.0,-0.1997289954220134,0.1312584199941295,-0.3411236885607407,-0.1255513834089109,30.0,-0.24663864740134261,0.06395814214134182,0.02131613504638541,0.7019175798987995,0.04489334434667408,0.09856571731566885,0.45903215078398857,False,False,-1.0,False
beta,SONLY,0.905449,6,0.9452082011222237,0.0,-0.20187020864263175,0.09821551825748313,-0.24532736645134023,-0.1793046199372108,30.0,-0.24663864740134261,0.06395814214134182,0.02131613504638541,0.7019175798987995,0.04489334434667408,0.09856571731566885,0.45903215078398857,False,False,-1.0,False
beta,SONLY,1.06798,6,1.0603066398936456,0.0,-0.1393783862584123,0.07886769490220151,-0.2498403859840337,-0.08484838627453826,30.0,-0.24663864740134261,0.06395814214134182,0.02131613504638541,0.7019175798987995,0.04489334434667408,0.09856571731566885,0.45903215078398857,False,False,-1.0,False
beta,SONLY,1.245793,6,1.1825889398145455,0.0,-0.18781531496340909,0.08155325758602043,-0.38901341593982824,-0.07758490786150322,30.0,-0.24663864740134261,0.06395814214134182,0.02131613504638541,0.7019175798987995,0.04489334434667408,0.09856571731566885,0.45903215078398857,False,False,-1.0,False
beta,SONLY,1.512079,6,1.3650327285243649,0.0,-0.1665730237654313,0.10293369583850973,-0.20778792901729637,-0.1459804487278135,30.0,-0.24663864740134261,0.06395814214134182,0.02131613504638541,0.7019175798987995,0.04489334434667408,0.09856571731566885,0.45903215078398857,False,False,-1.0,False
cvol,BONLY,0.247206,6,0.2515547088732168,36.0,-0.029998855436574583,0.04790982596616218,-0.06028154229823432,-0.014965987412567225,,,,,,,,,,,,
cvol,BONLY,0.378049,6,0.30625874100573375,36.0,-0.0705574177007765,0.08708040298360747,-0.026836822661234574,-0.09441580818692252,,,,,,,,,,,,
cvol,POOL,0.247206,6,0.30557001021983216,21.333333333333332,-0.10496262476047441,0.03204628141325877,-0.12092598835068397,-0.09538080123912367,30.0,-0.08665474333475662,-0.1442196889052939,0.05698077521238365,0.45777542599194215,-0.0660202295250463,0.0740765007649082,0.6750534716262403,False,False,-1.0,True
cvol,POOL,0.378049,6,0.3993029416439213,9.666666666666666,-0.13178046253210274,0.09374703092066865,-0.12471049772731801,-0.1332988338329181,30.0,-0.08665474333475662,-0.1442196889052939,0.05698077521238365,0.45777542599194215,-0.0660202295250463,0.0740765007649082,0.6750534716262403,False,False,-1.0,True
cvol,POOL,0.472186,6,0.4639015177806402,3.8333333333333335,-0.18776102784153773,0.04570002158502129,-0.2566760658787685,-0.15258758322410235,30.0,-0.08665474333475662,-0.1442196889052939,0.05698077521238365,0.45777542599194215,-0.0660202295250463,0.0740765007649082,0.6750534716262403,False,False,-1.0,True
cvol,POOL,0.571754,6,0.542552364450933,1.3333333333333333,-0.19595349880637702,0.05772594448934644,-0.18858058289653135,-0.19985602081529388,30.0,-0.08665474333475662,-0.1442196889052939,0.05698077521238365,0.45777542599194215,-0.0660202295250463,0.0740765007649082,0.6750534716262403,False,False,-1.0,True
cvol,POOL,0.763602,6,0.7129244869290318,0.16666666666666666,-0.16244087407967137,0.14116322541624582,-0.23905074612610924,-0.11848872063742687,30.0,-0.08665474333475662,-0.1442196889052939,0.05698077521238365,0.45777542599194215,-0.0660202295250463,0.0740765007649082,0.6750534716262403,False,False,-1.0,True
