char,flavour,level,n,achieved,n_from_B,premium,sd,prem_IS,prem_OOS,n_fit,intercept,slope,r2,span,effect,sd_within,ratio_to_GAP,mono_down,mono_up,req_sign,sign_ok
cvol,SONLY,0.378049,6,0.42499895518342706,0.0,-0.2055096945043915,0.06432987559346091,-0.24123389226207367,-0.18602354265657453,24.0,-0.4130980007320017,0.4794999688624757,0.2749880703190042,0.3336933735174286,0.1600059622112215,0.08205451705783869,1.636052783345823,False,False,-1.0,False
cvol,SONLY,0.472186,6,0.481071974070063,0.0,-0.20686415322918364,0.052541545446318574,-0.19924689819201477,-0.20987025447585284,24.0,-0.4130980007320017,0.4794999688624757,0.2749880703190042,0.3336933735174286,0.1600059622112215,0.08205451705783869,1.636052783345823,False,False,-1.0,False
cvol,SONLY,0.571754,6,0.54811201889482,0.0,-0.12343366665501117,0.14001896691735216,-0.30837037447951593,-0.0313961810331711,24.0,-0.4130980007320017,0.4794999688624757,0.2749880703190042,0.3336933735174286,0.1600059622112215,0.08205451705783869,1.636052783345823,False,False,-1.0,False
cvol,SONLY,0.763602,6,0.7084060681099755,0.0,-0.07962312258124003,0.0713276802742231,-0.23942992048018552,0.011209498240787772,24.0,-0.4130980007320017,0.4794999688624757,0.2749880703190042,0.3336933735174286,0.1600059622112215,0.08205451705783869,1.636052783345823,False,False,-1.0,False
mrho,BONLY,0.163402,6,0.26312195576609215,36.0,-0.09310357143722388,0.04912177736488071,-0.06513709725470837,-0.10647523949962956,24.0,-0.12577678926803618,0.18061371752332234,0.06571693000071721,0.19806480955941097,0.035773221565074086,0.04125258156631106,0.3657793616060745,False,False,1.0,True
mrho,BONLY,0.194679,6,0.28979590019557494,36.0,-0.07530833983520711,0.01669238534143274,-0.05729105141461243,-0.08308241363035165,24.0,-0.12577678926803618,0.18061371752332234,0.06571693000071721,0.19806480955941097,0.035773221565074086,0.04125258156631106,0.3657793616060745,False,False,1.0,True
mrho,BONLY,0.226987,6,0.3387681828776176,36.0,-0.04121941096570064,0.06573273332525109,-0.07118127651501499,-0.02486397506885291,24.0,-0.12577678926803618,0.18061371752332234,0.06571693000071721,0.19806480955941097,0.035773221565074086,0.04125258156631106,0.3657793616060745,False,False,1.0,True
mrho,BONLY,0.278135,6,0.4305018381766799,36.0,-0.054670567101890166,0.03346343023367967,-0.059661127438296935,-0.05078683587843983,24.0,-0.12577678926803618,0.18061371752332234,0.06571693000071721,0.19806480955941097,0.035773221565074086,0.04125258156631106,0.3657793616060745,False,False,1.0,True
mrho,POOL,0.114289,6,0.10562072636955692,2.3333333333333335,-0.06740913328770752,0.09840767811573076,-0.17557188684831473,-0.016991362038995313,30.0,-0.018586103209299577,-0.48666859694031345,0.14925821865424949,0.26943024201651244,-0.1311232378554652,0.10154667041008836,1.3407284034301146,False,False,1.0,False
mrho,POOL,0.163402,6,0.15580906110353845,4.666666666666667,-0.11152768621414753,0.12262608907327115,-0.08548190263139648,-0.12006676798353556,30.0,-0.018586103209299577,-0.48666859694031345,0.14925821865424949,0.26943024201651244,-0.1311232378554652,0.10154667041008836,1.3407284034301146,False,False,1.0,False
mrho,POOL,0.194679,6,0.1900705833574943,5.666666666666667,-0.10033408469142502,0.1085566531843603,-0.12309257156661584,-0.08721437465086275,30.0,-0.018586103209299577,-0.48666859694031345,0.14925821865424949,0.26943024201651244,-0.1311232378554652,0.10154667041008836,1.3407284034301146,False,False,1.0,False
mrho,POOL,0.226987,6,0.2483834244012729,8.0,-0.1153342861463597,0.12194305123967979,-0.05555469289159424,-0.15161342551467183,30.0,-0.018586103209299577,-0.48666859694031345,0.14925821865424949,0.26943024201651244,-0.1311232378554652,0.10154667041008836,1.3407284034301146,False,False,1.0,False
mrho,POOL,0.278135,6,0.348864200573998,14.333333333333334,-0.2087180413696624,0.0561998804373998,-0.27226478083492733,-0.18025608464131815,30.0,-0.018586103209299577,-0.48666859694031345,0.14925821865424949,0.26943024201651244,-0.1311232378554652,0.10154667041008836,1.3407284034301146,False,False,1.0,False
mrho,SONLY,0.114289,6,0.10283153420023024,0.0,-0.0027570723618496606,0.08767572274504962,-0.16626632494016777,0.08336372895021027,24.0,0.14156383838467418,-1.4491075053243447,0.472305597232234,0.152481418325962,-0.2209619677186526,0.07960753008367671,2.259324823299106,False,False,1.0,False
mrho,SONLY,0.163402,6,0.15699897173097702,0.0,-0.12742267315713696,0.07301419566721122,-0.3047412007065737,-0.0375201591586485,24.0,0.14156383838467418,-1.4491075053243447,0.472305597232234,0.152481418325962,-0.2209619677186526,0.07960753008367671,2.259324823299106,False,False,1.0,False
mrho,SONLY,0.194679,6,0.1988396776000433,0.0,-0.09147105719147271,0.10996482576650053,-0.15243018726601473,-0.06384309768056223,24.0,0.14156383838467418,-1.4491075053243447,0.472305597232234,0.152481418325962,-0.2209619677186526,0.07960753008367671,2.259324823299106,False,False,1.0,False
mrho,SONLY,0.226987,6,0.24449385674898147,0.0,-0.23105413199511796,0.04777537615594551,-0.2560236868478725,-0.22076598773407338,24.0,0.14156383838467418,-1.4491075053243447,0.472305597232234,0.152481418325962,-0.2209619677186526,0.07960753008367671,2.259324823299106,False,False,1.0,False
plevel,BONLY,1.55057,6,1.6146482638370685,36.0,-0.012189908389011147,0.05127214283096785,-0.060730766425248724,0.013152719146335437,,,,,,,,,,,,
plevel,BONLY,1.929761,6,1.9032478432772084,36.0,-0.06502222844874368,0.04610314690368089,-0.09482702648606316,-0.05058661969594075,,,,,,,,,,,,
plevel,POOL,0.778795,6,0.9177305032818226,1.1666666666666667,-0.12212365844038715,0.06679065076247466,-0.18513642913964345,-0.08787961251100711,30.0,-0.17342518828149875,0.03497781001170062,0.015392058714774781,1.0000005399152792,0.03497782889675467,0.08850431463105693,0.35764651223675537,False,False,1.0,True
plevel,POOL,1.091295,6,1.1472854252521445,3.1666666666666665,-0.16707489939084105,0.12491574715151943,-0.2799083719018831,-0.1119302769348595,30.0,-0.17342518828149875,0.03497781001170062,0.015392058714774781,1.0000005399152792,0.03497782889675467,0.08850431463105693,0.35764651223675537,False,False,1.0,True
plevel,POOL,1.322424,6,1.3239698294609055,4.166666666666667,-0.1145374747712911,0.07689843387712095,-0.25419353010896445,-0.047375146391301824,30.0,-0.17342518828149875,0.03497781001170062,0.015392058714774781,1.0000005399152792,0.03497782889675467,0.08850431463105693,0.35764651223675537,False,False,1.0,True
plevel,POOL,1.55057,6,1.4743124488016635,8.833333333333334,-0.12874263705010963,0.10782072431419448,-0.1284555945477627,-0.13185822414117673,30.0,-0.17342518828149875,0.03497781001170062,0.015392058714774781,1.0000005399152792,0.03497782889675467,0.08850431463105693,0.35764651223675537,False,False,1.0,True
plevel,POOL,1.929761,6,1.8223565269511204,20.0,-0.10079771067401257,0.06609601704997514,-0.1703593414068669,-0.07527082639369527,30.0,-0.17342518828149875,0.03497781001170062,0.015392058714774781,1.0000005399152792,0.03497782889675467,0.08850431463105693,0.35764651223675537,False,False,1.0,True
plevel,SONLY,0.778795,6,0.8815527897037673,0.0,-0.10761130876418461,0.054651838612437366,-0.26054648175786366,-0.03434601146942489,24.0,-0.045309370007543225,-0.10578468676664377,0.05986049435483054,0.7087352869717919,-0.07497334033277839,0.08587163129488536,0.7665985719097995,False,False,1.0,False
plevel,SONLY,1.091295,6,1.1061183701062192,0.0,-0.21168577504633643,0.0940343357390733,-0.27339791694365106,-0.1828341089783246,24.0,-0.045309370007543225,-0.10578468676664377,0.05986049435483054,0.7087352869717919,-0.07497334033277839,0.08587163129488536,0.7665985719097995,False,False,1.0,False
plevel,SONLY,1.322424,6,1.3128448588997486,0.0,-0.20946676171990827,0.126467717042292,-0.2560263730355074,-0.1877415390310537,24.0,-0.045309370007543225,-0.10578468676664377,0.05986049435483054,0.7087352869717919,-0.07497334033277839,0.08587163129488536,0.7665985719097995,False,False,1.0,False
plevel,SONLY,1.55057,6,1.4419959760818541,0.0,-0.15415878035582276,0.06833263378573877,-0.13871600148318364,-0.16432198472349338,24.0,-0.045309370007543225,-0.10578468676664377,0.05986049435483054,0.7087352869717919,-0.07497334033277839,0.08587163129488536,0.7665985719097995,False,False,1.0,False
tpers,BONLY,0.960691,6,0.9634561028176708,36.0,-0.12799891811110256,0.039184345014193614,-0.16534736065487163,-0.10775422312032186,18.0,-15.964141077965554,16.431778162983626,0.5387593307996117,0.007054789553438856,0.1159227369286416,0.041232528580254765,1.1853040585750676,False,True,1.0,True
tpers,BONLY,0.965932,6,0.9672468651562571,36.0,-0.08394514018157646,0.048597909512758664,-0.08849850719111457,-0.08363298001266857,18.0,-15.964141077965554,16.431778162983626,0.5387593307996117,0.007054789553438856,0.1159227369286416,0.041232528580254765,1.1853040585750676,False,True,1.0,True
tpers,BONLY,0.970456,6,0.9694935134461279,36.0,-0.025093963843968267,0.03591533121381202,-0.01769049580767119,-0.028326032697438015,18.0,-15.964141077965554,16.431778162983626,0.5387593307996117,0.007054789553438856,0.1159227369286416,0.041232528580254765,1.1853040585750676,False,True,1.0,True
tpers,POOL,0.952679,6,0.956018198538485,6.0,-0.40593158503609433,0.09363728235787733,-0.3368384659825678,-0.4372700419117946,30.0,-32.35666662353093,33.38118697033348,0.8472100010824005,0.021197788894816383,0.7076073544555244,0.09110492314947416,7.235249023062622,False,True,1.0,True
tpers,POOL,0.960691,6,0.9624898040204185,8.333333333333334,-0.2438542152495582,0.10297707017356933,-0.18550209689905892,-0.27840574064858997,30.0,-32.35666662353093,33.38118697033348,0.8472100010824005,0.021197788894816383,0.7076073544555244,0.09110492314947416,7.235249023062622,False,True,1.0,True
tpers,POOL,0.965932,6,0.9656917208290259,9.5,-0.15185714942572895,0.08982623518230323,-0.16534275948764304,-0.14269492808724982,30.0,-32.35666662353093,33.38118697033348,0.8472100010824005,0.021197788894816383,0.7076073544555244,0.09110492314947416,7.235249023062622,False,True,1.0,True
tpers,POOL,0.970456,6,0.9695384833942765,10.0,-0.03823932999612555,0.09139203921395622,-0.053274409918939836,-0.03238402763345085,30.0,-32.35666662353093,33.38118697033348,0.8472100010824005,0.021197788894816383,0.7076073544555244,0.09110492314947416,7.235249023062622,False,True,1.0,True
tpers,POOL,0.977975,6,0.9746132724261635,12.5,0.23265264799366991,0.07769198881966463,0.07583548644837115,0.30691321893297935,30.0,-32.35666662353093,33.38118697033348,0.8472100010824005,0.021197788894816383,0.7076073544555244,0.09110492314947416,7.235249023062622,False,True,1.0,True
tpers,SONLY,0.952679,6,0.9553431017443135,0.0,-0.4833640084343953,0.061964871215933505,-0.46151406270239437,-0.4929818271112283,30.0,-30.046846996922977,30.94172271658338,0.7929631812098535,0.021381174196720476,0.6615703633498924,0.10099275950644618,6.7645231426369365,False,True,1.0,True
tpers,SONLY,0.960691,6,0.9615615810158825,0.0,-0.2588054655476338,0.1097901636079298,-0.18881361916386796,-0.2962478207327395,30.0,-30.046846996922977,30.94172271658338,0.7929631812098535,0.021381174196720476,0.6615703633498924,0.10099275950644618,6.7645231426369365,False,True,1.0,True
tpers,SONLY,0.965932,6,0.9652464138144916,0.0,-0.22237052425128356,0.10861186973234038,-0.25525346662328513,-0.20760132622414482,30.0,-30.046846996922977,30.94172271658338,0.7929631812098535,0.021381174196720476,0.6615703633498924,0.10099275950644618,6.7645231426369365,False,True,1.0,True
tpers,SONLY,0.970456,6,0.968386686684178,0.0,-0.11709798656677994,0.08202115791281551,-0.22894421016291722,-0.06144527458323942,30.0,-30.046846996922977,30.94172271658338,0.7929631812098535,0.021381174196720476,0.6615703633498924,0.10099275950644618,6.7645231426369365,False,True,1.0,True
tpers,SONLY,0.977975,6,0.9750339518039749,0.0,0.15890557548176207,0.14257573506321164,0.03480649217511827,0.2246179174546138,30.0,-30.046846996922977,30.94172271658338,0.7929631812098535,0.021381174196720476,0.6615703633498924,0.10099275950644618,6.7645231426369365,False,True,1.0,True
