panel,chooser,pick_g,pick_N,d,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,live_OOS_Sharpe,live_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,keep4a_OOS,keep4b_OOS,keep4b_FULL
U56,IS_Sharpe,1.0,40,0,0.1645201400540146,1.2740105400873267,-0.2033497244784086,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
U56,IS_Sharpe,1.0,40,1,0.1576181498461362,1.1997207650157722,-0.2270901464672772,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
U56,IS_Sharpe,1.0,40,2,0.1650500468924847,1.2422220722141404,-0.2297838808054512,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
U56,IS_Sharpe,1.0,40,3,0.16631398558354893,1.2354969543384124,-0.22534107247959767,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
U56,IS_Calmar,1.0,10,0,0.12585384638865849,0.888758711072049,-0.18784966240690304,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,True,True
U56,IS_Calmar,1.0,10,1,0.12319908349545883,0.8647124922401707,-0.16594021380022528,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
U56,IS_Calmar,1.0,10,2,0.12808024187798983,0.8863325196973797,-0.18594650040772975,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,True,True
U56,IS_Calmar,1.0,10,3,0.13808178372252922,0.9415382704672521,-0.14491770877191756,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,True,True
B136,IS_Sharpe,1.0,40,0,0.1218111967762503,0.8619635631468958,-0.24608397472722954,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
B136,IS_Sharpe,1.0,40,1,0.11056523545658603,0.7714344425035997,-0.2731416134812227,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
B136,IS_Sharpe,1.0,40,2,0.12172763333192638,0.8306586112500538,-0.2736302437249041,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
B136,IS_Sharpe,1.0,40,3,0.12323879477061528,0.8356059766120221,-0.26446154424141366,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
B136,IS_Calmar,1.0,40,0,0.1218111967762503,0.8619635631468958,-0.24608397472722954,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
B136,IS_Calmar,1.0,40,1,0.11056523545658603,0.7714344425035997,-0.2731416134812227,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
B136,IS_Calmar,1.0,40,2,0.12172763333192638,0.8306586112500538,-0.2736302437249041,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
B136,IS_Calmar,1.0,40,3,0.12323879477061528,0.8356059766120221,-0.26446154424141366,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301,False,False,False
SMALL,IS_Sharpe,1.0,5,0,0.10002683132091383,0.659942499601641,-0.40075212372930447,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
SMALL,IS_Sharpe,1.0,5,1,0.052633516205122355,0.39259015195203567,-0.39757622998550746,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
SMALL,IS_Sharpe,1.0,5,2,0.05485071129156216,0.39662331365312664,-0.37619373600177275,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
SMALL,IS_Sharpe,1.0,5,3,0.0525067260044525,0.3901128729289761,-0.41505962252565987,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
SMALL,IS_Calmar,1.0,5,0,0.10002683132091383,0.659942499601641,-0.40075212372930447,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
SMALL,IS_Calmar,1.0,5,1,0.052633516205122355,0.39259015195203567,-0.39757622998550746,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
SMALL,IS_Calmar,1.0,5,2,0.05485071129156216,0.39662331365312664,-0.37619373600177275,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
SMALL,IS_Calmar,1.0,5,3,0.0525067260044525,0.3901128729289761,-0.41505962252565987,0.544662409159277,-0.14161687822607494,0.1525745335844091,0.8736611364726746,-0.33717289200673783,False,False,False
