panel,selector,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
U56,EWALL,EWall,0.11329149227062874,1.111874408264675,-0.1587470484779454
U56,FWD20,FWD20,0.14453585654383216,1.1306969416161394,-0.1830834869787813
U56,FWD_ISARGMAX,FWD20,0.14453585654383216,1.1306969416161394,-0.1830834869787813
U56,ALL_ISARGMAX,RAND20,0.11575875787421652,1.1618462370643112,-0.1541498849568511
U56,RAND20,RAND20 (8 seeds),0.1111485310997487,1.0752908509755648,-0.1655524030472787
U56,RULES v1,baseline,0.07730300522922962,0.747063834691694,-0.13827796154480798
B136,EWALL,EWall,0.10583657394304091,1.0185476662771331,-0.17687931105226462
B136,FWD20,FWD20,0.12454335283909401,0.8836022780725372,-0.20052048331108296
B136,FWD_ISARGMAX,FWD30,0.11601647704030738,0.8951694506747754,-0.20296607416739587
B136,ALL_ISARGMAX,RAND20,0.10876101381113035,0.994112347597801,-0.17352549864553812
B136,RAND20,RAND20 (8 seeds),0.1083168551266171,0.9821963844917388,-0.18337634164435385
B136,RULES v1,baseline,0.05941502665859644,0.5762505378038233,-0.2119126361153264
BSTK100,EWALL,EWall,0.12155660613742114,1.0095999331099443,-0.2609327726929146
BSTK100,FWD20,FWD20,0.13046460605228716,0.8910729150865583,-0.27294930694382613
BSTK100,FWD_ISARGMAX,FWD20,0.13046460605228716,0.8910729150865583,-0.27294930694382613
BSTK100,ALL_ISARGMAX,RAND30,0.11809594400777557,0.988983668839149,-0.2669229232610225
BSTK100,RAND20,RAND20 (8 seeds),0.11974705059609883,0.9634439079349377,-0.2642421431746266
BSTK100,RULES v1,baseline,0.0597336961101913,0.5026265124152564,-0.2112535680441392
U56,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
B136,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
BSTK100,SPY,benchmark,0.15450717694493266,0.8820107671822842,-0.33717235283398284
