form,family,n,cadence,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,dH1,dH2,dOOS,L_H1,L_H2,L_OOS,L_DD,L_CAGR,fail4b,sharpe3,keep4b,keep4a,IS_half_legs
EWall,EWall,,M,0.75,0.09756071669611144,0.6606192319497557,-0.3476061094999652,0.7766615946286013,0.5963665514200113,0.7449694246548504,0.09823922463938772,-0.22303220453981942,0.09714188049160621,0.6238458517363085,-0.3476061094999645,0.8862315721152745,-0.11400053109138053,-0.26133961531707595,-0.2581646493141996,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
MA-RS,MA-RS,,M,0.75,0.08615983450417919,0.630662780588819,-0.39436414443317025,0.6772390202992641,0.6105560088607724,0.6347043333520427,0.07670120470259123,-0.18393890441633232,0.09204293125107355,0.6329681136360448,-0.3943641444331698,4.573999672176937,-0.21342310542071774,-0.24715015787631478,-0.24904238741446327,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
MA-DG,MA-DG,,M,0.75,0.04406787725630412,0.6358573582173438,-0.16572093189362447,0.7103522792281731,0.5723828338618278,0.7171120289507844,0.04893788238642727,-0.08379311929938238,0.041071469409913686,0.5877918062419493,-0.1657209318936259,1.7849271347323268,-0.1803098464918087,-0.28532333287525946,-0.2942186948085588,False,False,False,True,False,"H1,H2,OOS,CAGR",False,False,False,False
TOP5,TOP,5.0,M,0.75,0.20477087706847152,0.7234606053565488,-0.42522416526170237,0.5504474657873784,0.8625957029988116,0.46752831436519876,0.08994478335131717,-0.3035783143035934,0.2816515913631825,0.8464922541653731,-0.42522416526170204,9.58515577649246,-0.34021465993260347,0.004889536261724392,-0.03551824688513494,False,True,False,False,True,"H1,OOS,DD",False,False,False,False
TOP10,TOP,10.0,M,0.75,0.15948074438079507,0.7096474117243613,-0.3953835822409735,0.8312559162437756,0.6518046226563489,0.7895479202840546,0.14758212046336716,-0.2163868266681821,0.16689086268975095,0.6877285098832469,-0.3953835822409738,8.672627876680565,-0.05940620947620623,-0.20590154408073835,-0.1942819911672612,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
TOP15,TOP,15.0,M,0.75,0.14102301166159448,0.6933310629053123,-0.3243352783212815,0.8292168578064705,0.6264536204283008,0.7795184367688771,0.13186295844127605,-0.20616895541164504,0.146717240008861,0.667893613509841,-0.32433527832128184,8.08524546365857,-0.06144526791351135,-0.23125254630878644,-0.21411688754066704,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
TOP20,TOP,20.0,M,0.75,0.13948832528792665,0.7268787321020195,-0.3369939262084941,0.8788507319761174,0.6492983497217096,0.8292028334860736,0.13248909344954907,-0.20721548955284042,0.14383263264102664,0.6939038162169292,-0.33699392620849355,7.531946843161373,-0.011811393743864418,-0.20840781701537758,-0.18810668483357884,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
TOP30,TOP,30.0,M,0.75,0.1101336258060217,0.636073493966187,-0.3335227307586559,0.7334791549907188,0.5908412838638238,0.6619273715251255,0.09543619115566826,-0.17620314590184283,0.11930907599151253,0.6341589550003619,-0.3335227307586559,7.007066683667655,-0.15718297072926302,-0.2668648828732634,-0.24785154605014614,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
TOP40,TOP,40.0,M,0.75,0.09735846026512673,0.5998413239220084,-0.34996142953952636,0.7111129003354523,0.5431512030461576,0.6330226604654795,0.08652435098583622,-0.17597392456100835,0.10410348630282296,0.5932754347645106,-0.349961429539526,6.593137246805134,-0.17954922538452955,-0.3145549636909296,-0.28873506628599743,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TOP60,TOP,60.0,M,0.75,0.08754479059515696,0.5788745675153513,-0.372191846379203,0.6528552729627493,0.5447622069845454,0.6298410746439175,0.08181148453163667,-0.18245468865734626,0.09110084033658428,0.562223907740964,-0.37219184637920266,5.951657196089552,-0.23780685275723257,-0.31294395975254186,-0.31978659330954406,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
MA5,MA,5.0,M,0.75,0.20477087706847152,0.7234606053565488,-0.42522416526170237,0.5504474657873784,0.8625957029988116,0.46752831436519876,0.08994478335131717,-0.3035783143035934,0.2816515913631825,0.8464922541653731,-0.42522416526170204,9.58515577649246,-0.34021465993260347,0.004889536261724392,-0.03551824688513494,False,True,False,False,True,"H1,OOS,DD",False,False,False,False
MA10,MA,10.0,M,0.75,0.15948074438079507,0.7096474117243613,-0.3953835822409735,0.8312559162437756,0.6518046226563489,0.7895479202840546,0.14758212046336716,-0.2163868266681821,0.16689086268975095,0.6877285098832469,-0.3953835822409738,8.672627876680565,-0.05940620947620623,-0.20590154408073835,-0.1942819911672612,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
MA15,MA,15.0,M,0.75,0.14102301166159448,0.6933310629053123,-0.3243352783212815,0.8292168578064705,0.6264536204283008,0.7795184367688771,0.13186295844127605,-0.20616895541164504,0.146717240008861,0.667893613509841,-0.32433527832128184,8.08524546365857,-0.06144526791351135,-0.23125254630878644,-0.21411688754066704,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
MA20,MA,20.0,M,0.75,0.13948832528792665,0.7268787321020195,-0.3369939262084941,0.8788507319761174,0.6492983497217096,0.8292028334860736,0.13248909344954907,-0.20721548955284042,0.14383263264102664,0.6939038162169292,-0.33699392620849355,7.531946843161373,-0.011811393743864418,-0.20840781701537758,-0.18810668483357884,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
MA30,MA,30.0,M,0.75,0.1101336258060217,0.636073493966187,-0.3335227307586559,0.7334791549907188,0.5908412838638238,0.6619273715251255,0.09543619115566826,-0.17620314590184283,0.11930907599151253,0.6341589550003619,-0.3335227307586559,7.007066683667655,-0.15718297072926302,-0.2668648828732634,-0.24785154605014614,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
MA40,MA,40.0,M,0.75,0.09725305462028211,0.5992837483897078,-0.34996142953952636,0.7111129003354523,0.5422177544868733,0.6330226604654795,0.08652435098583622,-0.17597392456100835,0.10393193933847389,0.5924624816153746,-0.349961429539526,6.597738065015643,-0.17954922538452955,-0.31548841225021396,-0.2895480194351334,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
MA60,MA,60.0,M,0.75,0.08881036464811154,0.5857208439324327,-0.37219184637920244,0.6541036672691084,0.5557995815393573,0.6313787712743282,0.08196873373984581,-0.18322881803486746,0.09305733936353455,0.5717267799620122,-0.37219184637920266,6.010619375157956,-0.23655845845087342,-0.30190658519772995,-0.3102837210884959,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
