form,family,n,cadence,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,dH1,dH2,dOOS,L_H1,L_H2,L_OOS,L_DD,L_CAGR,fail4b,sharpe3,keep4b,keep4a,IS_half_legs
LOWVOL5,LOWVOL,5.0,M,0.75,0.04940988214625652,0.5208465130426878,-0.2032331191952661,0.9262280185166932,0.21577997571777546,1.0615164781829702,0.0994969426511152,-0.09320510469507026,0.019622639969958167,0.23401549714390937,-0.20323311919526632,7.490864048680665,0.03556589279671141,-0.6419261910193117,-0.6479950039065987,True,False,False,False,False,"H2,OOS,DD,CAGR",False,False,False,True
LOWVOL10,LOWVOL,10.0,M,0.75,0.05441481813701121,0.5684761292106835,-0.23347888003574147,1.0147666423824622,0.25642431302172,1.1135967284030694,0.09762938247838893,-0.09101941182299844,0.028579752705172545,0.3097203687669611,-0.23347888003574202,7.845257488824348,0.12410451666248035,-0.6012818537153672,-0.572290132283547,True,False,False,False,False,"H2,OOS,DD,CAGR",False,False,False,True
LOWVOL15,LOWVOL,15.0,M,0.75,0.06725590565320538,0.6767538445559191,-0.24388509602357356,1.0108987574055412,0.43405016571951205,1.0781969048312776,0.09977805289626529,-0.09763485760596358,0.04765249715441633,0.4749456982764483,-0.24388509602357344,7.587495369946746,0.12023663168555943,-0.42365600101757517,-0.40706480277405976,True,False,False,False,False,"H2,OOS,DD,CAGR",False,False,False,True
LOWVOL20,LOWVOL,20.0,M,0.75,0.06663543348771661,0.6545569234597054,-0.26690412391957674,0.9514666218377427,0.44245880714600944,0.991618364983533,0.09386593874541482,-0.11323684071303675,0.05015759891578431,0.48533100570006904,-0.2669041239195762,7.279117647115921,0.06080449611776084,-0.4152473595910778,-0.396679495350439,True,False,False,False,False,"H2,OOS,DD,CAGR",False,False,False,True
LOWVOL30,LOWVOL,30.0,M,0.75,0.056441161066503875,0.5459209510235791,-0.3106312269445054,0.8527125958272923,0.32908012913707113,0.9083503842966026,0.08807577959945512,-0.13131061809740918,0.03736480574857137,0.3661295223807442,-0.3106312269445042,6.900581308543554,-0.037949529892689515,-0.528626037600016,-0.5158809786697638,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
LOWVOL40,LOWVOL,40.0,M,0.75,0.06441450014243699,0.5944559706053584,-0.32506057740271643,0.8303937189444135,0.4315102244752072,0.7973441714897268,0.07925589941154754,-0.1529892758595094,0.05535059755826155,0.4953467913631592,-0.3250605774027159,6.555857301439903,-0.06026840677556833,-0.42619594226188,-0.38666370968734887,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
LOWVOL60,LOWVOL,60.0,M,0.75,0.06601668536221306,0.5823816536244211,-0.3273489904979955,0.6955136444666395,0.5077039225115112,0.6412348220627798,0.06632843555397971,-0.1662814362054834,0.06582419438273335,0.5547373907725053,-0.32734899049799626,6.144826403254891,-0.19514848125334228,-0.350002244225576,-0.32727311027800277,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
IVOL5,IVOL,5.0,M,0.75,0.14988892870675397,0.5987530484707362,-0.436808008503605,0.465243680173843,0.7076464595188895,0.35402399265865686,0.05809753564233189,-0.2702649473383275,0.21051409355576278,0.7150922570035622,-0.4368080085036048,10.414560199738098,-0.42541844554613883,-0.15005970721819772,-0.16691824404694589,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
IVOL10,IVOL,10.0,M,0.75,0.10580962093029078,0.5413383659233936,-0.4335887880195314,0.7233535644050118,0.43246661446152945,0.7034390616032286,0.12373611752345615,-0.23575426544413025,0.09488138013999059,0.4764300985616547,-0.4335887880195318,9.532107962535735,-0.16730856131497007,-0.42523955227555776,-0.40558040248885335,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
IVOL15,IVOL,15.0,M,0.75,0.10238562233015824,0.5630161405114652,-0.37225031701301603,0.7617528325127919,0.4458692623400998,0.7111004718347522,0.11325341178024728,-0.2099804286601965,0.09572675111343099,0.5054340263058508,-0.3722503170130167,8.835438051160518,-0.1289092932071899,-0.4118369043969874,-0.3765764747446573,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
IVOL20,IVOL,20.0,M,0.75,0.11058371832542147,0.6337780169371406,-0.3813021648467064,0.8782127774040775,0.48593918097279926,0.8348595905749965,0.12706305442337418,-0.19915434616082073,0.10052668643783891,0.5520934489602786,-0.3813021648467062,8.26413657956162,-0.012449348315904274,-0.37176698576428796,-0.3299170520902295,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
IVOL30,IVOL,30.0,M,0.75,0.08015404395516335,0.5196626786701593,-0.3734984288029862,0.6762069003131154,0.4307459568681887,0.6155607063973836,0.08153852427591723,-0.16227124914072255,0.0792998761513497,0.48461403722148405,-0.37349842880298567,7.786911157920394,-0.21445522540686646,-0.42696020986889854,-0.397396463829024,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
IVOL40,IVOL,40.0,M,0.75,0.07256572926322113,0.5010167513502689,-0.3626530866164751,0.6513455086132957,0.4128160869967659,0.5807202153251269,0.07290419679519444,-0.16047108526455267,0.07235674549894622,0.47115484004982644,-0.3626530866164739,7.370373887829076,-0.23931661710668617,-0.4448900797403213,-0.4108556610006816,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
IVOL60,IVOL,60.0,M,0.75,0.0700404238079293,0.5137464531514129,-0.36642344699128027,0.630087012264717,0.44621179438900915,0.6172075363851338,0.07408651535118316,-0.1654740705541321,0.06754918006648203,0.4708903884834114,-0.3664234469912805,6.7509268220818734,-0.26057511345526485,-0.41149437234807806,-0.41112011256709663,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM5,TRIM,5.0,M,0.75,0.08127014525707499,0.3875267605128142,-0.6407358499441975,0.11938555246485674,0.6431649158389217,-0.3510790785822685,-0.13923853995583824,-0.6407358499441975,0.2448247807754489,0.7153770342657306,-0.5522661518498859,11.23485105548829,-0.7712765732551251,-0.21454125089816556,-0.16663346678477742,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM10,TRIM,10.0,M,0.75,0.01718142304737369,0.20027191428944327,-0.6327004956864087,0.2592429589940442,0.16421526414689344,0.2674775079643372,0.0350619307361677,-0.2852099211484387,0.0062930777844514285,0.17414159937884338,-0.6327004956864085,11.764136580896087,-0.6314191667259377,-0.6934909025901937,-0.7078689016716646,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM15,TRIM,15.0,M,0.75,0.07383141938360316,0.43227680418375464,-0.511074290811472,0.6411876082887661,0.29623012208427935,0.6610929983557221,0.10846986142890724,-0.201998375473591,0.052981619974935557,0.3339779089700233,-0.5110742908114708,10.373612033398393,-0.24947451743121574,-0.5614760446528079,-0.5480325920804847,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM20,TRIM,20.0,M,0.75,0.10330515025595055,0.5975201833980596,-0.39335264804271997,0.902866758118359,0.39318760795479435,0.9529446108091408,0.15362695830579254,-0.189053663200763,0.07332912184485596,0.43693573615758813,-0.3933526480427214,9.61651916441353,0.012204632398377213,-0.46451855878229287,-0.4450747648929199,True,False,False,False,True,"H2,OOS,DD",False,False,False,False
TRIM30,TRIM,30.0,M,0.75,0.06637250620370239,0.4487311761713506,-0.37536296500803223,0.5686663385315704,0.37273491314299917,0.6006742081030063,0.08275675963979578,-0.16035693280945018,0.0563776954267321,0.3799551371449148,-0.37536296500803257,8.64434356399895,-0.3219957871884114,-0.48497125359408805,-0.5020553639055932,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM40,TRIM,40.0,M,0.75,0.06386020297641282,0.4550950787780423,-0.3654964816869475,0.5540372446854352,0.3922193580407954,0.5626193142819048,0.07284373186146276,-0.1644289597607439,0.0583496030675279,0.40591902204720076,-0.36549648168694715,7.948012501941087,-0.3366248810345466,-0.46548680869629183,-0.4760914790033073,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
TRIM60,TRIM,60.0,M,0.75,0.0713493639873175,0.5209275991927973,-0.3820621761778942,0.5673454573081287,0.49687387819336915,0.623148558550553,0.07814960207930777,-0.1702064530116829,0.06717098793159737,0.4733669076285271,-0.3820621761778945,7.026844286523809,-0.32331666841185314,-0.36083228854371807,-0.4086435934219809,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
SECT5,SECT,5.0,M,0.75,0.20393783836483714,0.7215134940029508,-0.4252241652617019,0.5454197766900984,0.8625957029988116,0.4606546057530264,0.08797196775711047,-0.311057845118173,0.2816515913631825,0.8464922541653731,-0.42522416526170204,9.584832935558028,-0.3452423490298834,0.004889536261724392,-0.03551824688513494,False,True,False,False,True,"H1,OOS,DD",False,False,False,False
SECT10,SECT,10.0,M,0.75,0.14752588197850525,0.6672677118264452,-0.38920064002714305,0.762190012538268,0.6255415255265051,0.6870642861251475,0.12502554804427146,-0.22717079957631536,0.16164627209269167,0.6705939729978585,-0.38920064002714294,8.687633287449211,-0.1284721131817138,-0.2321646412105821,-0.21141652805264954,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
SECT15,SECT,15.0,M,0.75,0.1236393897878405,0.6265485878736935,-0.32433527832128184,0.7107091740883748,0.5930554988475202,0.6895623775045362,0.11294862051189458,-0.21717728109014556,0.13029322898613338,0.6107643520865699,-0.32433527832128195,8.225563500261421,-0.17995295163160707,-0.26465066788956704,-0.27124614896393817,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
SECT20,SECT,20.0,M,0.75,0.12554816733068797,0.6697820524842627,-0.3755515920340039,0.7452474657885184,0.6409951108541225,0.7263734923238125,0.11332212543669984,-0.22044822087120386,0.13316592652523562,0.6556106685622768,-0.37555159203400357,7.651666101104113,-0.1454146599314634,-0.2167110558829647,-0.22639983248823126,False,False,False,False,True,"H1,H2,OOS,DD",False,False,False,False
SECT30,SECT,30.0,M,0.75,0.09120895150524655,0.5542906796621839,-0.3865962628923856,0.5835804899306524,0.5517201755347201,0.5423425989347112,0.07427624377912645,-0.2078943167920385,0.10179961964542006,0.567856520690569,-0.3865962628923858,7.198942984588255,-0.30708163578932945,-0.30598599120236714,-0.314153980359939,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
SECT40,SECT,40.0,M,0.75,0.08468999357330498,0.5482458102630352,-0.4003847150937888,0.5384880865082585,0.5720000115303608,0.5591862106851951,0.07246736005817334,-0.17028443816691097,0.09230815658189284,0.5511695425822266,-0.4003847150937888,6.797563041190666,-0.3521740392117233,-0.2857061552067264,-0.33084095846828143,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
SECT60,SECT,60.0,M,0.75,0.0788844064576808,0.5489880992163799,-0.41253794559382173,0.5861849116547134,0.5392584946095581,0.6504778143657359,0.08147140778694606,-0.16981995044347076,0.07728976997196724,0.5083481707790057,-0.4125379455938214,5.897368438471658,-0.3044772140652684,-0.3184476721275291,-0.3736623302715023,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT8,VT,0.08,M,0.75,0.028604202436435466,0.4512448004961859,-0.2674501577152414,0.6526310512608042,0.26747552333497665,0.6516660325849175,0.04031651195444508,-0.11454078128763623,0.021436657209580545,0.33878606842172587,-0.2674501577152407,2.2001495052690845,-0.2380310744591776,-0.5902306434021105,-0.5432244326287822,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT10,VT,0.1,M,0.75,0.03584704508644809,0.4593974779988479,-0.31981748156487033,0.6612128922637829,0.27574029406406836,0.6534422598703045,0.05018568534756618,-0.14152011158901268,0.02708948130124078,0.35028494756436646,-0.31981748156487033,2.7354381556456753,-0.22944923345619894,-0.5819658726730188,-0.5317255534861416,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT12,VT,0.12,M,0.75,0.04432405521493066,0.48365014418625085,-0.34890479272710473,0.6825470399125262,0.3062070008244958,0.6649248241729097,0.06048896487678368,-0.16220058285385397,0.03446394870764502,0.38071177060718936,-0.3489047927271044,3.2120160354282463,-0.20811508580745564,-0.5514991659125914,-0.5012987304433187,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT15,VT,0.15,M,0.75,0.055238840818069734,0.5068954698877906,-0.39081722333425206,0.7099036645077134,0.3405289807773219,0.6816381602640205,0.07290987853035857,-0.18121128121726293,0.04447091926528279,0.4107380814327922,-0.39081722333425106,3.783942958334726,-0.18075846121226846,-0.5171771859597654,-0.4712724196177158,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
VT20,VT,0.2,M,0.75,0.0678367288384667,0.5462426542294995,-0.397077625958117,0.697624856399649,0.439117071892426,0.6563270204988216,0.07595648038583569,-0.1827849809119585,0.06285261869653058,0.4914044250434711,-0.3970776259581168,4.26663333360871,-0.19303726932033283,-0.4185890948446612,-0.39060607600703695,False,False,False,False,False,"H1,H2,OOS,DD,CAGR",False,False,False,False
