panel,kind,conv,cap,gross,cost_bps,turnover_yr,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,CAP,-,0.015,0.75,0.0,3.0004287848382387,0.10151611297870322,1.3024588633423029,-0.12696806901781443,0.7995404967878961,1.321192330102194,1.2966788941468046,1.1954411966311687,1.1077184599022476,0.11475474286793097,1.3841465671576902,-0.12696806901781443,False,False,True,True,True,True,False
U56,CAP,-,0.015,0.75,10.0,3.0004287848382387,0.09821663146094584,1.2631196337892623,-0.12740581901796666,0.7708959623507888,1.2805480551137043,1.258117012460207,1.1538002879577942,1.0330321138045486,0.11135745615956028,1.3463218433742863,-0.12740581901796721,False,False,True,True,True,True,False
U56,CAP,-,0.015,0.75,25.0,3.0004287848382387,0.09328520754853864,1.2040024865307533,-0.12806231335853746,0.7284360644600182,1.2194659331441031,1.2001708580343384,1.091236224022687,0.9059337709606204,0.10628018813242623,1.2894740868189811,-0.12806231335853724,False,False,True,True,True,True,False
U56,CAP,-,0.015,0.75,50.0,3.0004287848382387,0.08511341120664695,1.1052388823356405,-0.12915612218694672,0.6589963353301189,1.1174158648106487,1.1033668292602483,0.98675459663207,0.720190193524701,0.09786760635949454,1.1944793878696518,-0.12915612218694683,False,False,True,True,True,True,False
U56,TWIN,MATCH_FULL,0.015,0.75,0.0,3.4686774082321756,0.10346276503678165,1.2757441090749455,-0.13129575429118578,0.7880130290224271,1.312520517299083,1.256426142742498,1.2120459990200503,1.3034487330344713,0.11406381028108092,1.3260550176036405,-0.13129575429118567,False,False,True,True,True,True,False
U56,TWIN,MATCH_FULL,0.015,0.75,10.0,3.4686774082321756,0.0996406987361087,1.231783671250836,-0.1322438173625492,0.7534620576094052,1.2667848547020093,1.2135698006286624,1.1648155202024377,1.1936180744024503,0.11020398009403398,1.284305897319172,-0.13224381736254898,False,False,True,True,True,True,False
U56,TWIN,MATCH_FULL,0.015,0.75,25.0,3.4686774082321756,0.09393124454872237,1.1657231314431413,-0.13366485965644415,0.702737015474013,1.1980191259681339,1.1491923467155762,1.0938232254820344,1.045253245891982,0.10443810752958171,1.221578088907753,-0.1336648596564446,False,False,True,True,True,True,False
U56,TWIN,MATCH_FULL,0.015,0.75,50.0,3.4686774082321756,0.08447821096478214,1.0553934592673142,-0.13682575087615811,0.6174145613952736,1.083082676950346,1.0417302226730198,0.9752237740416134,0.8370979328738419,0.09489164680425799,1.1168324421828593,-0.13682575087615778,False,False,True,True,True,True,False
U56,TWIN,MATCH_IS,0.015,0.75,0.0,3.352761583046178,0.10012325202960004,1.2820709766779927,-0.12615986304094517,0.7936220729496595,1.3176471568888188,1.2639576387317495,1.2171722130420162,1.3100706510083315,0.11047971629748798,1.3332970325860003,-0.12615986304094506,False,False,True,True,True,True,False
U56,TWIN,MATCH_IS,0.015,0.75,10.0,3.352761583046178,0.09643994524164845,1.2379529002939758,-0.12708009327553393,0.7588910485967949,1.2717182985149245,1.2209651264082266,1.1697447892379869,1.2029867543400439,0.10676032427284787,1.291412387405562,-0.12708009327553393,False,False,True,True,True,True,False
