scope,norm,q,tau,n,fire_rate,D,t,ROOM_fired,LIFT_fired,ROOM_bar,LIFT_bar,identity_err,Dnet_POOLED_ROOMONLY,Dnet_POOLED_FULLNULL,Dnet_PERFILE_ROOMONLY,Dnet_PERFILE_FULLNULL,perm_mean,perm_lo,perm_hi,perm_p,Dnet_PERM
RECORD/all,raw,0.0,0.0,1834,0.0,0.0,,0.0,0.0,0.025833636119164734,0.020083455161101087,0.0,0.0,0.0,0.0,0.0,,,,,
RECORD/all,raw,0.1,0.0,1834,0.0,0.0,,0.0,0.0,0.025833636119164734,0.020083455161101087,0.0,0.0,0.0,0.0,0.0,,,,,
RECORD/all,raw,0.2,0.0008297049606171603,1834,0.20010905125408943,0.00015166674305448492,0.473303564048755,0.04291650398040977,0.0421585835260176,0.025833636119164734,0.020083455161101087,9.486769009248164e-19,-0.005017877671194946,-0.0009989965130029624,-0.0065127850748128695,-0.002578532389628245,0.00552314292887977,0.004354282809914689,0.006626978783660083,0.0,-0.005371476185825285
RECORD/all,raw,0.3,0.0028731542385023,1834,0.29716466739367503,-0.001113742226407018,-1.6564953004236458,0.03274963054112183,0.03649752640026031,0.025833636119164734,0.020083455161101087,1.5178830414797062e-18,-0.008790586111327835,-0.002822492838263445,-0.010378543247875622,-0.00428598082948143,0.00596400421615391,0.00472454945517011,0.007199475834721789,0.0,-0.007077746442560928
RECORD/all,raw,0.4,0.0076815535271366,1834,0.3980370774263904,0.0020822971239556195,2.075692810562459,0.03270606175306915,0.027474646786857362,0.025833636119164734,0.020083455161101087,8.673617379884035e-19,-0.008200447896213547,-0.00020648809926491563,-0.010007884278539235,-0.0016853399647308513,0.007245612914147003,0.005864804804780526,0.008594183111732606,0.0,-0.005163315790191384
RECORD/all,raw,0.5,0.01358702111884235,1834,0.5,0.0028272508570945684,2.6589357511048344,0.031520859724754303,0.025866358010565176,0.025833636119164734,0.020083455161101087,4.7704895589362195e-18,-0.010089567202487798,-4.7839621937254776e-05,-0.01210487185127051,-0.0014197721767843755,0.008056280174516964,0.006709540204636142,0.009402525722029676,0.0,-0.005229029317422395
RECORD/all,raw,0.6,0.021093080049821498,1834,0.5997818974918212,0.0053553758486260495,4.328464488780956,0.03059034809192474,0.02166147599521549,0.025833636119164734,0.020083455161101087,0.0,-0.010139171442039824,0.0019065214026772973,-0.011920824709158936,0.0007674950143019945,0.009239064997602927,0.007832597341595464,0.010591612493650999,0.0,-0.0038836891489768778
RECORD/all,raw,0.7,0.03315185126055118,1834,0.7001090512540894,0.007393635774879865,5.505136723972704,0.028469883064035778,0.01790919146658276,0.025833636119164734,0.020083455161101087,8.673617379884035e-19,-0.010692726698951934,0.0033678820397905944,-0.012139627226214159,0.003204758128713986,0.009089363184181068,0.007765147874298757,0.010353015822835095,0.0085,-0.0016957274093012025
RECORD/all,raw,0.8,0.0514802888646483,1834,0.7982551799345693,0.009729620299610709,6.46175603820868,0.02801782864436076,0.015829219607826576,0.025833636119164734,0.020083455161101087,3.469446951953614e-18,-0.010892213549057325,0.005139508564275279,-0.011906602645311262,0.005957889903416015,0.009378216398833142,0.008269870841808379,0.0105066931696816,0.2735,0.00035140390077756725
RECORD/all,raw,0.9,0.07441187333186643,1834,0.8996728462377317,0.009005874831539184,5.622544955464007,0.02677854099927815,0.016768374671373387,0.025833636119164734,0.020083455161101087,1.734723475976807e-18,-0.014235946104459623,0.0038325931626160556,-0.013791512734548645,0.006995671041272982,0.00789979934848848,0.007102735536340446,0.008751099675883826,0.003,0.0011060754830507034
RECORD/all,z,0.0,0.0,1834,0.0,0.0,,0.0,0.0,0.025833636119164734,0.020083455161101087,0.0,0.0,0.0,0.0,0.0,,,,,
