panel,dial,book,bar,cost,full_r1,full_r1_npass,full_r1_upset,full_r1_nrungs,full_r2,full_r2_npass,full_r2_upset,full_r2_nrungs,full_r4,full_r4_npass,full_r4_upset,full_r4_nrungs,is_r1,is_r1_npass,is_r1_upset,is_r1_nrungs,is_r2,is_r2_npass,is_r2_upset,is_r2_nrungs,is_r4,is_r4_npass,is_r4_upset,is_r4_nrungs,full_artefact,full_unsat,full_ratio,is_artefact,is_unsat,is_ratio,full_coarse_oos_sh,full_coarse_oos_cagr,full_coarse_oos_dd,full_coarse_full_sh,full_coarse_h1,full_coarse_h2,full_fine_oos_sh,full_fine_oos_cagr,full_fine_oos_dd,full_fine_full_sh,full_fine_h1,full_fine_h2,full_d_oos_sh,wf_coarse_oos_sh,wf_coarse_oos_cagr,wf_coarse_oos_dd,wf_coarse_full_sh,wf_coarse_h1,wf_coarse_h2,wf_fine_oos_sh,wf_fine_oos_cagr,wf_fine_oos_dd,wf_fine_full_sh,wf_fine_h1,wf_fine_h2,wf_d_oos_sh
u56,n,TOP20,DD,0.0,10.0,6,True,7,8.0,12,True,13,6.0,23,False,25,15.0,5,True,7,15.0,9,True,13,14.0,18,True,25,True,False,1.6666666666666667,True,False,1.0714285714285714,1.1379364220565182,0.174144080607751,-0.17473582301618495,1.073251477901786,1.0500270603047543,1.0992273751363357,1.0907531221027897,0.19467140070053124,-0.19354998332210904,1.038623416967559,0.983890852408621,1.0914422417518619,-0.0471832999537285,1.182200712761685,0.16413181522899345,-0.20079365569880392,1.1678730666288366,1.2308940696082102,1.1220270862565396,1.1588810229288158,0.16294410217006616,-0.20367078837885866,1.1434617353138934,1.192545631672794,1.1088811345855683,-0.02331968983286914
u56,n,TOP20,DD,10.0,10.0,5,False,7,8.0,11,False,13,6.0,22,False,25,15.0,5,True,7,15.0,9,True,13,14.0,18,True,25,True,False,1.6666666666666667,True,False,1.0714285714285714,1.0468152417584777,0.15804192761945557,-0.17538177907122454,0.9770658491708996,0.9455776264956082,1.0095184648359181,0.9983989777956422,0.1751805443727037,-0.1941744085399758,0.9408062602385119,0.8776008115261901,1.0001626917461262,-0.04841626396283549,1.1006650699850509,0.1512455604704408,-0.20262150460488382,1.0798520808303316,1.133394831213381,1.0414715246434054,1.07507276284227,0.14952245884460247,-0.2054965805009208,1.0541933539835882,1.0948904380463962,1.026185436672046,-0.025592307142780824
u56,n,TOP20,DD,25.0,10.0,5,False,7,10.0,10,False,13,6.0,21,False,25,15.0,5,True,7,15.0,8,False,13,15.0,15,False,25,True,False,1.6666666666666667,False,False,1.0,0.9097337830917986,0.13429173238271774,-0.17635023310849174,0.8323688809508387,0.7884332086207735,0.8745746096129976,0.8594026760478674,0.14652277159668725,-0.195110611793881,0.7936181901764559,0.7177197253312166,0.8627776124626069,-0.05033110704393129,0.9780902356370651,0.1321766421282624,-0.20535817487267594,0.9475052070383526,0.986725006380764,0.9203915078207725,0.9780902356370651,0.1321766421282624,-0.20535817487267594,0.9475052070383526,0.986725006380764,0.9203915078207725,0.0
u56,n,TOP20,DD,50.0,10.0,5,False,7,10.0,10,False,13,10.0,18,False,25,20.0,4,True,7,20.0,6,False,13,20.0,11,False,25,False,False,1.0,False,False,1.0,0.6805966230526714,0.0957595969676095,-0.17796304312760225,0.5905630658900082,0.5258786476144474,0.649034887939989,0.6805966230526714,0.0957595969676095,-0.17796304312760225,0.5905630658900082,0.5258786476144474,0.649034887939989,0.0,0.8651987290830443,0.10677775144289181,-0.18738358011884348,0.8178164729686224,0.840307041343274,0.80223767655948,0.8651987290830443,0.10677775144289181,-0.18738358011884348,0.8178164729686224,0.840307041343274,0.80223767655948,0.0
u56,n,TOP20,CAGR,0.0,5.0,6,False,7,5.0,12,False,13,5.0,24,False,25,5.0,6,False,7,5.0,12,False,13,5.0,23,False,25,False,False,1.0,False,False,1.0,1.103272474490519,0.21153554630416127,-0.2192722962937983,1.0652477220186114,1.0265851103986887,1.1053004842173464,1.103272474490519,0.21153554630416127,-0.2192722962937983,1.0652477220186114,1.0265851103986887,1.1053004842173464,0.0,1.103272474490519,0.21153554630416127,-0.2192722962937983,1.0652477220186114,1.0265851103986887,1.1053004842173464,1.103272474490519,0.21153554630416127,-0.2192722962937983,1.0652477220186114,1.0265851103986887,1.1053004842173464,0.0
u56,n,TOP20,CAGR,10.0,5.0,6,False,7,5.0,12,False,13,5.0,24,False,25,5.0,6,False,7,5.0,12,False,13,5.0,23,False,25,False,False,1.0,False,False,1.0,1.0105497998579775,0.19029660471396026,-0.224067059622992,0.9667544084865353,0.9178284994073742,1.0146391073536971,1.0105497998579775,0.19029660471396026,-0.224067059622992,0.9667544084865353,0.9178284994073742,1.0146391073536971,0.0,1.0105497998579775,0.19029660471396026,-0.224067059622992,0.9667544084865353,0.9178284994073742,1.0146391073536971,1.0105497998579775,0.19029660471396026,-0.224067059622992,0.9667544084865353,0.9178284994073742,1.0146391073536971,0.0
u56,n,TOP20,CAGR,25.0,5.0,6,False,7,5.0,12,False,13,5.0,24,False,25,5.0,4,False,7,5.0,7,False,13,5.0,12,False,25,False,False,1.0,False,False,1.0,0.8710289732714098,0.15911496766784317,-0.2312097699454716,0.8185591135059054,0.7542047467409257,0.8782200891706791,0.8710289732714098,0.15911496766784317,-0.2312097699454716,0.8185591135059054,0.7542047467409257,0.8782200891706791,0.0,0.8710289732714098,0.15911496766784317,-0.2312097699454716,0.8185591135059054,0.7542047467409257,0.8782200891706791,0.8710289732714098,0.15911496766784317,-0.2312097699454716,0.8185591135059054,0.7542047467409257,0.8782200891706791,0.0
u56,n,TOP20,CAGR,50.0,,0,True,7,50.0,1,False,13,45.0,2,False,25,,0,True,7,,0,True,13,,0,True,25,False,False,,False,True,,,,,,,,1.031575940083129,0.109550608379259,-0.16894034756584375,1.0146122099398018,1.0823117136332623,0.9534250783318498,,,,,,,,,,,,,,
u56,n,TOP20,TURN,0.0,60.0,1,True,7,60.0,1,True,13,55.0,2,True,25,60.0,1,True,7,60.0,1,True,13,55.0,2,True,25,True,False,1.0909090909090908,True,False,1.0909090909090908,1.207598017459255,0.11177356079376399,-0.1519742750208921,1.1545203733603941,1.1838936399437117,1.1342711972093051,1.2073974584962643,0.12209042231970724,-0.1651674509436395,1.1544972769887665,1.184074182460199,1.1340979756765996,-0.00020055896299076004,1.207598017459255,0.11177356079376399,-0.1519742750208921,1.1545203733603941,1.1838936399437117,1.1342711972093051,1.2073974584962643,0.12209042231970724,-0.1651674509436395,1.1544972769887665,1.184074182460199,1.1340979756765996,-0.00020055896299076004
u56,n,TOP20,TURN,10.0,60.0,1,True,7,60.0,1,True,13,55.0,2,True,25,60.0,1,True,7,60.0,1,True,13,55.0,2,True,25,True,False,1.0909090909090908,True,False,1.0909090909090908,1.192796028838683,0.11027421324167785,-0.15206394460248218,1.1404983465401777,1.1708730092249078,1.119310740196935,1.192650837414254,0.120445424220599,-0.16526196044193942,1.1405392693554863,1.1711259425502953,1.1191946947744962,-0.00014519142442903643,1.192796028838683,0.11027421324167785,-0.15206394460248218,1.1404983465401777,1.1708730092249078,1.119310740196935,1.192650837414254,0.120445424220599,-0.16526196044193942,1.1405392693554863,1.1711259425502953,1.1191946947744962,-0.00014519142442903643
