W,step,scope,rung,n_win,match_rate,top_QROLL,bottom_ABS,pair_RvE,pair_EvA,pair_RvA,mean_rho,rho_eq1,n_tie,mean_ABS,mean_QEXP,mean_QROLL
378,21,POOLED,0.0,194,0.26288659793814434,0.6134020618556701,0.4690721649484536,0.7525773195876289,0.5,0.8865979381443299,0.5439498940290146,0.26288659793814434,17,0.36704827704876336,0.4218213058419244,0.5710612352042764
378,21,POOLED,1.0,194,0.26804123711340205,0.6082474226804123,0.4793814432989691,0.7474226804123711,0.5103092783505154,0.8865979381443299,0.5439498940290146,0.26804123711340205,16,0.36439946915778465,0.42793050782741504,0.5710672012218404
378,21,POOLED,2.0,194,0.26804123711340205,0.5876288659793815,0.4896907216494845,0.7422680412371134,0.520618556701031,0.8865979381443299,0.5521874002731039,0.26804123711340205,18,0.36370741112036575,0.4363783886979763,0.5729882588774342
378,21,POOLED,3.0,194,0.27319587628865977,0.5876288659793815,0.4948453608247423,0.7371134020618557,0.5309278350515464,0.8917525773195877,0.5618060879214772,0.27319587628865977,19,0.36092636372251236,0.4395284459717449,0.5714728904161893
378,21,POOLED,5.0,194,0.30927835051546393,0.5876288659793815,0.5257731958762887,0.7319587628865979,0.5670103092783505,0.8814432989690721,0.5731831899118245,0.30927835051546393,19,0.3593807062490198,0.449885452462772,0.5722842688048874
378,21,POOLED,7.5,194,0.3247422680412371,0.5979381443298969,0.5618556701030928,0.711340206185567,0.6030927835051546,0.8865979381443299,0.5666402228364718,0.3247422680412371,13,0.35391586879624226,0.4614833906071019,0.569504104620084
378,21,POOLED,10.0,194,0.30412371134020616,0.5721649484536082,0.5824742268041238,0.6649484536082474,0.6288659793814433,0.8917525773195877,0.5577121258902403,0.30412371134020616,11,0.35014548423904573,0.4764700267277586,0.5694384784268804
378,21,POOLED,15.0,194,0.31443298969072164,0.5412371134020618,0.5979381443298969,0.6391752577319587,0.6701030927835051,0.8711340206185567,0.5460216661354408,0.31443298969072164,11,0.3520491374021816,0.5046773577701412,0.5711447594501718
378,21,POOLED,20.0,194,0.30412371134020616,0.5051546391752577,0.6134020618556701,0.5979381443298969,0.7010309278350515,0.865979381443299,0.540176436258041,0.30412371134020616,13,0.3497876270926261,0.5234822451317296,0.5708822546773578
378,21,POOLED,25.0,194,0.32989690721649484,0.4845360824742268,0.6494845360824743,0.5670103092783505,0.7525773195876289,0.8402061855670103,0.5216296516634362,0.32989690721649484,11,0.34177858188264726,0.5431462390225277,0.5706674780450554
