artefact,stat,cell,lam_low,lam_mid,lam_high,v_low,v_mid,v_high,spread,stable,n_read
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|CAND Sharpe|IS|50|5,0.5,0.5,512.0,0.0023957723124293,0.0023957723124293,0.0285308477261096,0.026135075413680302,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|CAND Sharpe|IS|50|20,0.5,0.5,512.0,0.0276434814425848,0.0276434814425848,0.1041462468882217,0.0765027654456369,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|CAND Sharpe|OOF|50|5,0.5,0.5,512.0,0.3509042205124756,0.3509042205124756,0.3407238354463348,0.010180385066140829,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|CAND Sharpe|OOF|50|20,0.5,0.5,512.0,0.369237484865967,0.369237484865967,0.3572544127999663,0.011983072066000744,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|EWall Sharpe|IS|50|5,0.5,0.5,512.0,0.0132473947764808,0.0132473947764808,0.060037669273588,0.0467902744971072,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|EWall Sharpe|IS|50|20,0.5,0.5,512.0,0.0132473947764808,0.0132473947764808,0.060037669273588,0.0467902744971072,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|EWall Sharpe|OOF|50|5,0.5,0.5,512.0,0.3214392972163113,0.3214392972163113,0.335600281644305,0.014160984427993684,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|EWall Sharpe|OOF|50|20,0.5,0.5,512.0,0.3214392972163113,0.3214392972163113,0.335600281644305,0.014160984427993684,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|premium|IS|50|5,0.5,0.5,512.0,1.817690361869981e-05,1.817690361869981e-05,0.0231410479187783,0.023122871015159602,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|premium|IS|50|20,0.5,0.5,512.0,0.0373518664208161,0.0373518664208161,0.0165037882561074,0.0208480781647087,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|premium|OOF|50|5,0.5,0.5,512.0,0.0014190293835703,0.0014190293835703,0.0059984959821342,0.0045794665985639,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=20|premium|OOF|50|20,0.5,0.5,512.0,0.0429867256824287,0.0429867256824287,0.0804556511943581,0.0374689255119294,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|CAND Sharpe|IS|50|5,0.5,0.5,512.0,0.0014198679012448,0.0014198679012448,0.0097608287694354,0.0083409608681906,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|CAND Sharpe|IS|50|20,0.5,0.5,512.0,0.0050073387019573,0.0050073387019573,0.0370117914262792,0.032004452724321904,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|CAND Sharpe|OOF|50|5,0.5,0.5,512.0,0.0655296255580816,0.0655296255580816,0.0907950700720951,0.025265444514013496,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|CAND Sharpe|OOF|50|20,0.5,0.5,512.0,0.2524637750925362,0.2524637750925362,0.2812936743635846,0.028829899271048398,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|EWall Sharpe|IS|50|5,0.5,0.5,512.0,0.0019741780176349,0.0019741780176349,0.0245634907670448,0.0225893127494099,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|EWall Sharpe|IS|50|20,0.5,0.5,512.0,0.0019741780176349,0.0019741780176349,0.0245634907670448,0.0225893127494099,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|EWall Sharpe|OOF|50|5,0.5,0.5,512.0,0.1995901590819396,0.1995901590819396,0.265523070557371,0.0659329114754314,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|EWall Sharpe|OOF|50|20,0.5,0.5,512.0,0.1995901590819396,0.1995901590819396,0.265523070557371,0.0659329114754314,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|premium|IS|50|5,0.5,0.5,512.0,0.0064328376351615,0.0064328376351615,0.0005879472378643,0.0058448903972972005,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|premium|IS|50|20,0.5,0.5,512.0,0.0135422984581053,0.0135422984581053,0.0092347615125864,0.0043075369455189,True,2
2026-09-09_name-level-fixed-effects_B.regressions.csv,pR2_sd_given_F,k=40|premium|OOF|50|5,0.5,0.5,512.0,0.01333429281183,0.01333429281183,0.0121586840262021,0.0011756087856278994,True,2
