claimset,k,rows,matched,understated,med_uplift,restate20,signflip,und_u56b136,repro_gap
NARROW,2,13392,12960,0.7453703703703703,0.0261401953982882,0.8569444444444444,0.320679012345679,0.7868055555555555,0.01046203795969111
NARROW,3,13392,12960,0.8058641975308642,0.03568413482621835,0.8641975308641975,0.36875,0.8392361111111111,0.01046203795969111
NARROW,5,13392,12960,0.8532407407407407,0.05227534240177523,0.9250771604938272,0.4908950617283951,0.8362268518518519,0.01046203795969111
SHIFT,2,27936,27072,0.6733894799054374,0.016955379583248477,0.8397975768321513,0.27881205673758863,0.7225731382978723,0.019849368486928677
SHIFT,3,27936,27072,0.7507387706855791,0.0260897915212576,0.8493277186761229,0.3104683806146572,0.7992575354609929,0.019849368486928677
SHIFT,5,27936,27072,0.83451536643026,0.04224466800628923,0.8983820921985816,0.4050679669030733,0.8436945921985816,0.019849368486928677
ALL,2,79920,78624,0.5576923076923077,0.007765290261264766,0.8711716524216524,0.26348188848188847,0.5988629426129426,0.03320873529973152
ALL,3,79920,78624,0.6148377085877086,0.016079403713935056,0.8745294057794057,0.2816824379324379,0.6531784188034188,0.03320873529973152
ALL,5,79920,78624,0.6728352665852666,0.030156058468224313,0.9147334147334147,0.3439153439153439,0.6752899877899878,0.03320873529973152
