uid,bar,stated_N,K,N_eff,resolvable
6f88147c7a,B_TIGHT,20.0,,,False
6f88147c7a,B_MID,20.0,,,False
6f88147c7a,B_LOOSE,20.0,,,False
ea406afec9,B_TIGHT,18.0,,,False
ea406afec9,B_MID,18.0,,,False
ea406afec9,B_LOOSE,18.0,,,False
ed8328d7c4,B_TIGHT,3.0,,,False
ed8328d7c4,B_MID,3.0,,,False
ed8328d7c4,B_LOOSE,3.0,,,False
ecc51f3c68,B_TIGHT,378.0,,,False
ecc51f3c68,B_MID,378.0,,,False
ecc51f3c68,B_LOOSE,378.0,,,False
a1569c0d5d,B_TIGHT,12.0,,,False
a1569c0d5d,B_MID,12.0,,,False
a1569c0d5d,B_LOOSE,12.0,,,False
21e8bd18c3,B_TIGHT,8.0,9.0,1.0,True
21e8bd18c3,B_MID,8.0,9.0,1.0,True
21e8bd18c3,B_LOOSE,8.0,9.0,1.0,True
681983f5dc,B_TIGHT,10.0,,,False
681983f5dc,B_MID,10.0,,,False
681983f5dc,B_LOOSE,10.0,,,False
c71c7e9925,B_TIGHT,136.0,,,False
c71c7e9925,B_MID,136.0,,,False
c71c7e9925,B_LOOSE,136.0,,,False
1a8eed6a05,B_TIGHT,48.0,,,False
1a8eed6a05,B_MID,48.0,,,False
1a8eed6a05,B_LOOSE,48.0,,,False
d8753cb79b,B_TIGHT,264.0,,,False
d8753cb79b,B_MID,264.0,,,False
d8753cb79b,B_LOOSE,264.0,,,False
cc5f76ab69,B_TIGHT,264.0,,,False
cc5f76ab69,B_MID,264.0,,,False
cc5f76ab69,B_LOOSE,264.0,,,False
f76ee7ad9a,B_TIGHT,10.0,,,False
f76ee7ad9a,B_MID,10.0,,,False
f76ee7ad9a,B_LOOSE,10.0,,,False
1c990a5476,B_TIGHT,594.0,,,False
1c990a5476,B_MID,594.0,,,False
1c990a5476,B_LOOSE,594.0,,,False
2ae9e4f761,B_TIGHT,9.0,,,False
2ae9e4f761,B_MID,9.0,,,False
2ae9e4f761,B_LOOSE,9.0,,,False
d653e3ab12,B_TIGHT,594.0,,,False
d653e3ab12,B_MID,594.0,,,False
d653e3ab12,B_LOOSE,594.0,,,False
df30f1d58f,B_TIGHT,916.0,9.0,1.0,True
df30f1d58f,B_MID,916.0,9.0,1.0,True
df30f1d58f,B_LOOSE,916.0,9.0,1.0,True
cdd2923952,B_TIGHT,916.0,9.0,1.0,True
cdd2923952,B_MID,916.0,9.0,1.0,True
cdd2923952,B_LOOSE,916.0,9.0,1.0,True
d3795065a0,B_TIGHT,126.0,,,False
d3795065a0,B_MID,126.0,,,False
d3795065a0,B_LOOSE,126.0,,,False
6e2e8bfde6,B_TIGHT,126.0,,,False
6e2e8bfde6,B_MID,126.0,,,False
6e2e8bfde6,B_LOOSE,126.0,,,False
895e092143,B_TIGHT,60.0,,,False
895e092143,B_MID,60.0,,,False
895e092143,B_LOOSE,60.0,,,False
553a532d21,B_TIGHT,60.0,,,False
553a532d21,B_MID,60.0,,,False
553a532d21,B_LOOSE,60.0,,,False
93066a2155,B_TIGHT,60.0,,,False
93066a2155,B_MID,60.0,,,False
93066a2155,B_LOOSE,60.0,,,False
60b7f64f4c,B_TIGHT,36.0,,,False
60b7f64f4c,B_MID,36.0,,,False
60b7f64f4c,B_LOOSE,36.0,,,False
08343cd2b1,B_TIGHT,84.0,,,False
08343cd2b1,B_MID,84.0,,,False
08343cd2b1,B_LOOSE,84.0,,,False
d860269df8,B_TIGHT,108.0,,,False
d860269df8,B_MID,108.0,,,False
d860269df8,B_LOOSE,108.0,,,False
1deec218a8,B_TIGHT,219.0,,,False
1deec218a8,B_MID,219.0,,,False
1deec218a8,B_LOOSE,219.0,,,False
b4680c8914,B_TIGHT,297.0,10.0,2.0,True
b4680c8914,B_MID,297.0,10.0,2.0,True
b4680c8914,B_LOOSE,297.0,10.0,2.0,True
7baaa070eb,B_TIGHT,17.0,,,False
7baaa070eb,B_MID,17.0,,,False
7baaa070eb,B_LOOSE,17.0,,,False
b6480a488b,B_TIGHT,51.0,,,False
b6480a488b,B_MID,51.0,,,False
b6480a488b,B_LOOSE,51.0,,,False
8a44adcb17,B_TIGHT,27.0,,,False
8a44adcb17,B_MID,27.0,,,False
8a44adcb17,B_LOOSE,27.0,,,False
08618239f7,B_TIGHT,6.0,,,False
08618239f7,B_MID,6.0,,,False
08618239f7,B_LOOSE,6.0,,,False
96116b2ee6,B_TIGHT,126.0,,,False
96116b2ee6,B_MID,126.0,,,False
96116b2ee6,B_LOOSE,126.0,,,False
b5dd3fe451,B_TIGHT,378.0,,,False
b5dd3fe451,B_MID,378.0,,,False
b5dd3fe451,B_LOOSE,378.0,,,False
29fd52f352,B_TIGHT,18.0,,,False
29fd52f352,B_MID,18.0,,,False
29fd52f352,B_LOOSE,18.0,,,False
242334c745,B_TIGHT,4.0,,,False
242334c745,B_MID,4.0,,,False
242334c745,B_LOOSE,4.0,,,False
8ecfa002aa,B_TIGHT,8.0,,,False
8ecfa002aa,B_MID,8.0,,,False
8ecfa002aa,B_LOOSE,8.0,,,False
2542bb49f4,B_TIGHT,4.0,,,False
2542bb49f4,B_MID,4.0,,,False
2542bb49f4,B_LOOSE,4.0,,,False
852cd0151f,B_TIGHT,48.0,,,False
852cd0151f,B_MID,48.0,,,False
852cd0151f,B_LOOSE,48.0,,,False
a6e8e3a07a,B_TIGHT,63.0,,,False
a6e8e3a07a,B_MID,63.0,,,False
a6e8e3a07a,B_LOOSE,63.0,,,False
1e5a2b2a62,B_TIGHT,63.0,,,False
1e5a2b2a62,B_MID,63.0,,,False
1e5a2b2a62,B_LOOSE,63.0,,,False
ceb1e36e4c,B_TIGHT,57.0,,,False
ceb1e36e4c,B_MID,57.0,,,False
ceb1e36e4c,B_LOOSE,57.0,,,False
4342145ad7,B_TIGHT,2.0,,,False
4342145ad7,B_MID,2.0,,,False
4342145ad7,B_LOOSE,2.0,,,False
ce2331a69e,B_TIGHT,122.0,,,False
ce2331a69e,B_MID,122.0,,,False
ce2331a69e,B_LOOSE,122.0,,,False
2e83c9ce98,B_TIGHT,80.0,,,False
2e83c9ce98,B_MID,80.0,,,False
2e83c9ce98,B_LOOSE,80.0,,,False
d7da1cb26b,B_TIGHT,288.0,,,False
d7da1cb26b,B_MID,288.0,,,False
d7da1cb26b,B_LOOSE,288.0,,,False
d8ecab353c,B_TIGHT,18.0,,,False
d8ecab353c,B_MID,18.0,,,False
d8ecab353c,B_LOOSE,18.0,,,False
5c18a7c9f1,B_TIGHT,4.0,,,False
5c18a7c9f1,B_MID,4.0,,,False
5c18a7c9f1,B_LOOSE,4.0,,,False
3b5fb093c5,B_TIGHT,7.0,,,False
3b5fb093c5,B_MID,7.0,,,False
3b5fb093c5,B_LOOSE,7.0,,,False
33d23264a0,B_TIGHT,108.0,,,False
33d23264a0,B_MID,108.0,,,False
33d23264a0,B_LOOSE,108.0,,,False
a46fc12a73,B_TIGHT,126.0,,,False
a46fc12a73,B_MID,126.0,,,False
a46fc12a73,B_LOOSE,126.0,,,False
780a1e52b9,B_TIGHT,306.0,,,False
780a1e52b9,B_MID,306.0,,,False
780a1e52b9,B_LOOSE,306.0,,,False
851d095ba5,B_TIGHT,4.0,,,False
851d095ba5,B_MID,4.0,,,False
851d095ba5,B_LOOSE,4.0,,,False
98a8e4ab46,B_TIGHT,144.0,,,False
98a8e4ab46,B_MID,144.0,,,False
98a8e4ab46,B_LOOSE,144.0,,,False
e16db63ba6,B_TIGHT,3.0,,,False
e16db63ba6,B_MID,3.0,,,False
e16db63ba6,B_LOOSE,3.0,,,False
0759aa4cd5,B_TIGHT,342.0,,,False
0759aa4cd5,B_MID,342.0,,,False
0759aa4cd5,B_LOOSE,342.0,,,False
19a28315f5,B_TIGHT,240.0,,,False
19a28315f5,B_MID,240.0,,,False
19a28315f5,B_LOOSE,240.0,,,False
74e0912462,B_TIGHT,306.0,,,False
74e0912462,B_MID,306.0,,,False
74e0912462,B_LOOSE,306.0,,,False
15e94db5a5,B_TIGHT,18.0,,,False
15e94db5a5,B_MID,18.0,,,False
15e94db5a5,B_LOOSE,18.0,,,False
c2f2bf031b,B_TIGHT,306.0,,,False
c2f2bf031b,B_MID,306.0,,,False
c2f2bf031b,B_LOOSE,306.0,,,False
31f1aaf2b5,B_TIGHT,342.0,,,False
31f1aaf2b5,B_MID,342.0,,,False
31f1aaf2b5,B_LOOSE,342.0,,,False
223f5b5ae4,B_TIGHT,306.0,,,False
223f5b5ae4,B_MID,306.0,,,False
223f5b5ae4,B_LOOSE,306.0,,,False
ee91e0400f,B_TIGHT,12.0,,,False
ee91e0400f,B_MID,12.0,,,False
ee91e0400f,B_LOOSE,12.0,,,False
caefbc3c01,B_TIGHT,18.0,,,False
caefbc3c01,B_MID,18.0,,,False
caefbc3c01,B_LOOSE,18.0,,,False
06edab70fa,B_TIGHT,576.0,,,False
06edab70fa,B_MID,576.0,,,False
06edab70fa,B_LOOSE,576.0,,,False
dff7e9e811,B_TIGHT,8.0,,,False
dff7e9e811,B_MID,8.0,,,False
dff7e9e811,B_LOOSE,8.0,,,False
fec30dafbb,B_TIGHT,342.0,,,False
fec30dafbb,B_MID,342.0,,,False
fec30dafbb,B_LOOSE,342.0,,,False
aa2e11e0cf,B_TIGHT,306.0,,,False
aa2e11e0cf,B_MID,306.0,,,False
aa2e11e0cf,B_LOOSE,306.0,,,False
59fd80f7b3,B_TIGHT,51.0,,,False
59fd80f7b3,B_MID,51.0,,,False
59fd80f7b3,B_LOOSE,51.0,,,False
6bfe771753,B_TIGHT,18.0,,,False
6bfe771753,B_MID,18.0,,,False
6bfe771753,B_LOOSE,18.0,,,False
10dd66df10,B_TIGHT,18.0,,,False
10dd66df10,B_MID,18.0,,,False
10dd66df10,B_LOOSE,18.0,,,False
b26cb62eb2,B_TIGHT,18.0,,,False
b26cb62eb2,B_MID,18.0,,,False
b26cb62eb2,B_LOOSE,18.0,,,False
da01e513f3,B_TIGHT,9.0,,,False
da01e513f3,B_MID,9.0,,,False
da01e513f3,B_LOOSE,9.0,,,False
5d9c804f85,B_TIGHT,6.0,,,False
5d9c804f85,B_MID,6.0,,,False
5d9c804f85,B_LOOSE,6.0,,,False
29e697bb5c,B_TIGHT,36.0,,,False
29e697bb5c,B_MID,36.0,,,False
29e697bb5c,B_LOOSE,36.0,,,False
15afe06d33,B_TIGHT,3.0,,,False
15afe06d33,B_MID,3.0,,,False
15afe06d33,B_LOOSE,3.0,,,False
69d45deb16,B_TIGHT,18.0,,,False
69d45deb16,B_MID,18.0,,,False
69d45deb16,B_LOOSE,18.0,,,False
2c10d52ac2,B_TIGHT,36.0,,,False
2c10d52ac2,B_MID,36.0,,,False
2c10d52ac2,B_LOOSE,36.0,,,False
2873521925,B_TIGHT,300.0,,,False
2873521925,B_MID,300.0,,,False
2873521925,B_LOOSE,300.0,,,False
f532fba984,B_TIGHT,180.0,,,False
f532fba984,B_MID,180.0,,,False
f532fba984,B_LOOSE,180.0,,,False
f59c7a32a7,B_TIGHT,180.0,,,False
f59c7a32a7,B_MID,180.0,,,False
f59c7a32a7,B_LOOSE,180.0,,,False
0161e3df45,B_TIGHT,294.0,,,False
0161e3df45,B_MID,294.0,,,False
0161e3df45,B_LOOSE,294.0,,,False
e9f28e8bbf,B_TIGHT,300.0,,,False
e9f28e8bbf,B_MID,300.0,,,False
e9f28e8bbf,B_LOOSE,300.0,,,False
455fe06426,B_TIGHT,1200.0,,,False
455fe06426,B_MID,1200.0,,,False
455fe06426,B_LOOSE,1200.0,,,False
add88d4911,B_TIGHT,486.0,,,False
add88d4911,B_MID,486.0,,,False
add88d4911,B_LOOSE,486.0,,,False
e58254e782,B_TIGHT,1908.0,,,False
e58254e782,B_MID,1908.0,,,False
e58254e782,B_LOOSE,1908.0,,,False
046e2d0b3e,B_TIGHT,1908.0,,,False
046e2d0b3e,B_MID,1908.0,,,False
046e2d0b3e,B_LOOSE,1908.0,,,False
75b0660d93,B_TIGHT,51.0,,,False
75b0660d93,B_MID,51.0,,,False
75b0660d93,B_LOOSE,51.0,,,False
64fad8daa5,B_TIGHT,6.0,,,False
64fad8daa5,B_MID,6.0,,,False
64fad8daa5,B_LOOSE,6.0,,,False
1cad2d1e8a,B_TIGHT,320.0,9.0,1.0,True
1cad2d1e8a,B_MID,320.0,9.0,1.0,True
1cad2d1e8a,B_LOOSE,320.0,9.0,1.0,True
2e31b3d4a1,B_TIGHT,91.0,,,False
2e31b3d4a1,B_MID,91.0,,,False
2e31b3d4a1,B_LOOSE,91.0,,,False
dc2bd46454,B_TIGHT,468.0,,,False
dc2bd46454,B_MID,468.0,,,False
dc2bd46454,B_LOOSE,468.0,,,False
cb6afa72ce,B_TIGHT,54.0,,,False
cb6afa72ce,B_MID,54.0,,,False
cb6afa72ce,B_LOOSE,54.0,,,False
a6c66a6a98,B_TIGHT,54.0,,,False
a6c66a6a98,B_MID,54.0,,,False
a6c66a6a98,B_LOOSE,54.0,,,False
ef08254ba2,B_TIGHT,115.0,1.0,1.0,True
ef08254ba2,B_MID,115.0,1.0,1.0,True
ef08254ba2,B_LOOSE,115.0,1.0,1.0,True
6723a35873,B_TIGHT,805.0,,,False
6723a35873,B_MID,805.0,,,False
6723a35873,B_LOOSE,805.0,,,False
366ac9241d,B_TIGHT,53.0,,,False
366ac9241d,B_MID,53.0,,,False
366ac9241d,B_LOOSE,53.0,,,False
b3eda9bfe5,B_TIGHT,18.0,,,False
b3eda9bfe5,B_MID,18.0,,,False
b3eda9bfe5,B_LOOSE,18.0,,,False
e8f6f1dfe8,B_TIGHT,288.0,,,False
e8f6f1dfe8,B_MID,288.0,,,False
e8f6f1dfe8,B_LOOSE,288.0,,,False
e5e2e53aa3,B_TIGHT,24.0,,,False
e5e2e53aa3,B_MID,24.0,,,False
e5e2e53aa3,B_LOOSE,24.0,,,False
2a48329e9f,B_TIGHT,6.0,,,False
2a48329e9f,B_MID,6.0,,,False
2a48329e9f,B_LOOSE,6.0,,,False
7eaad62fe5,B_TIGHT,4.0,,,False
7eaad62fe5,B_MID,4.0,,,False
7eaad62fe5,B_LOOSE,4.0,,,False
54459ec707,B_TIGHT,361.0,,,False
54459ec707,B_MID,361.0,,,False
54459ec707,B_LOOSE,361.0,,,False
308c0307e8,B_TIGHT,54.0,,,False
308c0307e8,B_MID,54.0,,,False
308c0307e8,B_LOOSE,54.0,,,False
3b1aba6a2a,B_TIGHT,18.0,,,False
3b1aba6a2a,B_MID,18.0,,,False
3b1aba6a2a,B_LOOSE,18.0,,,False
6aad8f4fe0,B_TIGHT,300.0,,,False
6aad8f4fe0,B_MID,300.0,,,False
6aad8f4fe0,B_LOOSE,300.0,,,False
fa9aa780f9,B_TIGHT,20.0,,,False
fa9aa780f9,B_MID,20.0,,,False
fa9aa780f9,B_LOOSE,20.0,,,False
5720e9f86c,B_TIGHT,18.0,,,False
5720e9f86c,B_MID,18.0,,,False
5720e9f86c,B_LOOSE,18.0,,,False
a056a07c19,B_TIGHT,11.0,,,False
a056a07c19,B_MID,11.0,,,False
a056a07c19,B_LOOSE,11.0,,,False
c0fe739a9e,B_TIGHT,12.0,,,False
c0fe739a9e,B_MID,12.0,,,False
c0fe739a9e,B_LOOSE,12.0,,,False
4cf1ec2085,B_TIGHT,168.0,1.0,1.0,True
4cf1ec2085,B_MID,168.0,1.0,1.0,True
4cf1ec2085,B_LOOSE,168.0,1.0,1.0,True
832a777489,B_TIGHT,1908.0,,,False
832a777489,B_MID,1908.0,,,False
832a777489,B_LOOSE,1908.0,,,False
9bf3e53b40,B_TIGHT,1802.0,,,False
9bf3e53b40,B_MID,1802.0,,,False
9bf3e53b40,B_LOOSE,1802.0,,,False
0a6727439a,B_TIGHT,5.0,10.0,2.0,True
0a6727439a,B_MID,5.0,10.0,2.0,True
0a6727439a,B_LOOSE,5.0,10.0,2.0,True
51f138e83d,B_TIGHT,5.0,,,False
51f138e83d,B_MID,5.0,,,False
51f138e83d,B_LOOSE,5.0,,,False
b48f8ea8eb,B_TIGHT,805.0,,,False
b48f8ea8eb,B_MID,805.0,,,False
b48f8ea8eb,B_LOOSE,805.0,,,False
b79f343de2,B_TIGHT,115.0,,,False
b79f343de2,B_MID,115.0,,,False
b79f343de2,B_LOOSE,115.0,,,False
6ab11cb49f,B_TIGHT,115.0,,,False
6ab11cb49f,B_MID,115.0,,,False
6ab11cb49f,B_LOOSE,115.0,,,False
2f64117d7c,B_TIGHT,1495.0,,,False
2f64117d7c,B_MID,1495.0,,,False
2f64117d7c,B_LOOSE,1495.0,,,False
057dc789f2,B_TIGHT,115.0,,,False
057dc789f2,B_MID,115.0,,,False
057dc789f2,B_LOOSE,115.0,,,False
e44a8bddb2,B_TIGHT,12.0,,,False
e44a8bddb2,B_MID,12.0,,,False
e44a8bddb2,B_LOOSE,12.0,,,False
5bf92f6250,B_TIGHT,748.0,,,False
5bf92f6250,B_MID,748.0,,,False
5bf92f6250,B_LOOSE,748.0,,,False
53fd48a767,B_TIGHT,4.0,,,False
53fd48a767,B_MID,4.0,,,False
53fd48a767,B_LOOSE,4.0,,,False
8acfb82869,B_TIGHT,9.0,,,False
8acfb82869,B_MID,9.0,,,False
8acfb82869,B_LOOSE,9.0,,,False
26eb9abe24,B_TIGHT,20.0,10.0,2.0,True
26eb9abe24,B_MID,20.0,10.0,2.0,True
26eb9abe24,B_LOOSE,20.0,10.0,2.0,True
b57a9c7eb7,B_TIGHT,115.0,,,False
b57a9c7eb7,B_MID,115.0,,,False
b57a9c7eb7,B_LOOSE,115.0,,,False
9048e9f4bb,B_TIGHT,115.0,,,False
9048e9f4bb,B_MID,115.0,,,False
9048e9f4bb,B_LOOSE,115.0,,,False
0ce43dac15,B_TIGHT,27.0,,,False
0ce43dac15,B_MID,27.0,,,False
0ce43dac15,B_LOOSE,27.0,,,False
43935e6f92,B_TIGHT,96.0,,,False
43935e6f92,B_MID,96.0,,,False
43935e6f92,B_LOOSE,96.0,,,False
fa119e8411,B_TIGHT,12.0,,,False
fa119e8411,B_MID,12.0,,,False
fa119e8411,B_LOOSE,12.0,,,False
f762a2daa6,B_TIGHT,744.0,,,False
f762a2daa6,B_MID,744.0,,,False
f762a2daa6,B_LOOSE,744.0,,,False
e50fa9cb26,B_TIGHT,5.0,,,False
e50fa9cb26,B_MID,5.0,,,False
e50fa9cb26,B_LOOSE,5.0,,,False
f50c398c19,B_TIGHT,7.0,,,False
f50c398c19,B_MID,7.0,,,False
f50c398c19,B_LOOSE,7.0,,,False
9418866cef,B_TIGHT,924.0,,,False
9418866cef,B_MID,924.0,,,False
9418866cef,B_LOOSE,924.0,,,False
161251c536,B_TIGHT,7.0,,,False
161251c536,B_MID,7.0,,,False
161251c536,B_LOOSE,7.0,,,False
7586824afb,B_TIGHT,7.0,,,False
7586824afb,B_MID,7.0,,,False
7586824afb,B_LOOSE,7.0,,,False
2b849d93c8,B_TIGHT,7.0,,,False
2b849d93c8,B_MID,7.0,,,False
2b849d93c8,B_LOOSE,7.0,,,False
ddff2830ce,B_TIGHT,231.0,,,False
ddff2830ce,B_MID,231.0,,,False
ddff2830ce,B_LOOSE,231.0,,,False
4993efb66b,B_TIGHT,7.0,,,False
4993efb66b,B_MID,7.0,,,False
4993efb66b,B_LOOSE,7.0,,,False
63b6e718b5,B_TIGHT,3.0,,,False
63b6e718b5,B_MID,3.0,,,False
63b6e718b5,B_LOOSE,3.0,,,False
b73596063f,B_TIGHT,36.0,,,False
b73596063f,B_MID,36.0,,,False
b73596063f,B_LOOSE,36.0,,,False
3072330bd6,B_TIGHT,13.0,,,False
3072330bd6,B_MID,13.0,,,False
3072330bd6,B_LOOSE,13.0,,,False
eb6e586b74,B_TIGHT,144.0,,,False
eb6e586b74,B_MID,144.0,,,False
eb6e586b74,B_LOOSE,144.0,,,False
8589c37c0b,B_TIGHT,12.0,,,False
8589c37c0b,B_MID,12.0,,,False
8589c37c0b,B_LOOSE,12.0,,,False
62f849389e,B_TIGHT,16.0,,,False
62f849389e,B_MID,16.0,,,False
62f849389e,B_LOOSE,16.0,,,False
cfb46b1755,B_TIGHT,8.0,,,False
cfb46b1755,B_MID,8.0,,,False
cfb46b1755,B_LOOSE,8.0,,,False
c993801664,B_TIGHT,25.0,,,False
c993801664,B_MID,25.0,,,False
c993801664,B_LOOSE,25.0,,,False
491fa1a3d5,B_TIGHT,144.0,,,False
491fa1a3d5,B_MID,144.0,,,False
491fa1a3d5,B_LOOSE,144.0,,,False
ef4714f302,B_TIGHT,12.0,,,False
ef4714f302,B_MID,12.0,,,False
ef4714f302,B_LOOSE,12.0,,,False
7646111b64,B_TIGHT,504.0,,,False
7646111b64,B_MID,504.0,,,False
7646111b64,B_LOOSE,504.0,,,False
e7b52f4e85,B_TIGHT,30.0,,,False
e7b52f4e85,B_MID,30.0,,,False
e7b52f4e85,B_LOOSE,30.0,,,False
4625f52714,B_TIGHT,468.0,,,False
4625f52714,B_MID,468.0,,,False
4625f52714,B_LOOSE,468.0,,,False
35fcb0a604,B_TIGHT,468.0,,,False
35fcb0a604,B_MID,468.0,,,False
35fcb0a604,B_LOOSE,468.0,,,False
3dabb9cb0f,B_TIGHT,588.0,9.0,1.0,True
3dabb9cb0f,B_MID,588.0,9.0,1.0,True
3dabb9cb0f,B_LOOSE,588.0,9.0,1.0,True
838f3d126f,B_TIGHT,5.0,,,False
838f3d126f,B_MID,5.0,,,False
838f3d126f,B_LOOSE,5.0,,,False
87afca66b7,B_TIGHT,8.0,,,False
87afca66b7,B_MID,8.0,,,False
87afca66b7,B_LOOSE,8.0,,,False
ee672a6ad4,B_TIGHT,74.0,,,False
ee672a6ad4,B_MID,74.0,,,False
ee672a6ad4,B_LOOSE,74.0,,,False
f37c10d8a9,B_TIGHT,16.0,,,False
f37c10d8a9,B_MID,16.0,,,False
f37c10d8a9,B_LOOSE,16.0,,,False
9f9abc3d36,B_TIGHT,54.0,,,False
9f9abc3d36,B_MID,54.0,,,False
9f9abc3d36,B_LOOSE,54.0,,,False
604988a043,B_TIGHT,6.0,1.0,1.0,True
604988a043,B_MID,6.0,1.0,1.0,True
604988a043,B_LOOSE,6.0,1.0,1.0,True
6d907dff19,B_TIGHT,27.0,,,False
6d907dff19,B_MID,27.0,,,False
6d907dff19,B_LOOSE,27.0,,,False
0685b11642,B_TIGHT,202.0,,,False
0685b11642,B_MID,202.0,,,False
0685b11642,B_LOOSE,202.0,,,False
8a8a04347f,B_TIGHT,504.0,,,False
8a8a04347f,B_MID,504.0,,,False
8a8a04347f,B_LOOSE,504.0,,,False
d6f0a44d59,B_TIGHT,4.0,,,False
d6f0a44d59,B_MID,4.0,,,False
d6f0a44d59,B_LOOSE,4.0,,,False
4a7c76ee33,B_TIGHT,90.0,,,False
4a7c76ee33,B_MID,90.0,,,False
4a7c76ee33,B_LOOSE,90.0,,,False
672b395367,B_TIGHT,4.0,,,False
672b395367,B_MID,4.0,,,False
672b395367,B_LOOSE,4.0,,,False
1f5b3ea982,B_TIGHT,2.0,,,False
1f5b3ea982,B_MID,2.0,,,False
1f5b3ea982,B_LOOSE,2.0,,,False
8e6051b84c,B_TIGHT,2.0,,,False
8e6051b84c,B_MID,2.0,,,False
8e6051b84c,B_LOOSE,2.0,,,False
8e921de1c3,B_TIGHT,2.0,,,False
8e921de1c3,B_MID,2.0,,,False
8e921de1c3,B_LOOSE,2.0,,,False
eee01ef05c,B_TIGHT,48.0,,,False
eee01ef05c,B_MID,48.0,,,False
eee01ef05c,B_LOOSE,48.0,,,False
23051b3904,B_TIGHT,12.0,,,False
23051b3904,B_MID,12.0,,,False
23051b3904,B_LOOSE,12.0,,,False
0593cb79b4,B_TIGHT,108.0,,,False
0593cb79b4,B_MID,108.0,,,False
0593cb79b4,B_LOOSE,108.0,,,False
cd2857a0d5,B_TIGHT,8.0,,,False
cd2857a0d5,B_MID,8.0,,,False
cd2857a0d5,B_LOOSE,8.0,,,False
93421673fa,B_TIGHT,2.0,,,False
93421673fa,B_MID,2.0,,,False
93421673fa,B_LOOSE,2.0,,,False
fd5d721207,B_TIGHT,2.0,,,False
fd5d721207,B_MID,2.0,,,False
fd5d721207,B_LOOSE,2.0,,,False
ed633d5ac5,B_TIGHT,144.0,,,False
ed633d5ac5,B_MID,144.0,,,False
ed633d5ac5,B_LOOSE,144.0,,,False
54b66c79fd,B_TIGHT,24.0,,,False
54b66c79fd,B_MID,24.0,,,False
54b66c79fd,B_LOOSE,24.0,,,False
70dc818186,B_TIGHT,408.0,,,False
70dc818186,B_MID,408.0,,,False
70dc818186,B_LOOSE,408.0,,,False
74ce788885,B_TIGHT,108.0,,,False
74ce788885,B_MID,108.0,,,False
74ce788885,B_LOOSE,108.0,,,False
cc7ac85524,B_TIGHT,40.0,,,False
cc7ac85524,B_MID,40.0,,,False
cc7ac85524,B_LOOSE,40.0,,,False
68f2856b6f,B_TIGHT,48.0,,,False
68f2856b6f,B_MID,48.0,,,False
68f2856b6f,B_LOOSE,48.0,,,False
447c86f769,B_TIGHT,40.0,,,False
447c86f769,B_MID,40.0,,,False
447c86f769,B_LOOSE,40.0,,,False
