uni,book,n,cost,phi,n_elig_S1,n_elig_S2,spearman_IS_OOS,n_both,spy_OOS_Sharpe,spy_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_CAGR,v1_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_Sharpe,ctl_OOS_MaxDD,S1_pick,S1_OOS_CAGR,S1_OOS_Sharpe,S1_OOS_MaxDD,S1_IS_rate,S1_OOS_rate,S1_IS_dMaxDD,S2_pick,S2_OOS_CAGR,S2_OOS_Sharpe,S2_OOS_MaxDD,S2_IS_rate,S2_OOS_rate,S2_IS_dMaxDD,same_pick,dOOS_S2_minus_S1
universe.json(56),TOP3,3,10.0,0.0,10,12,-0.33333333333333337,9,0.8820107671822842,0.15450717694493266,1.285072363206482,0.09534722887472857,0.747063834691694,0.25344365795822466,0.9662120706673085,-0.34495020802748455,g200-dg,0.2543239155317154,0.9689990292870246,-0.3449502080274848,-0.2578482276059539,,1.4957665707199697,abs12-rw,0.25631657170160627,0.9749581867331496,-0.34495020802748455,-16512377330747.6,,5.551115123125783e-14,False,0.005959157446124963
universe.json(56),TOP3,3,25.0,0.0,8,10,-0.4761904761904762,8,0.8820107671822842,0.15450717694493266,1.2482435320727505,0.0924133776660172,0.39920030769495,0.22071444555710085,0.8692990293047361,-0.35401304533986,g200-dg,0.22167506916898305,0.8723928484076753,-0.3601526504437097,-0.2785701653298875,,1.5210528236841214,g200-dg,0.22167506916898305,0.8723928484076753,-0.3601526504437097,-0.2785701653298875,,1.5210528236841214,True,0.0
universe.json(56),TOP5,5,10.0,0.0,5,14,0.14285714285714288,7,0.8820107671822842,0.15450717694493266,1.285072363206482,0.09534722887472857,0.747063834691694,0.2367487417576113,1.0611445199173895,-0.28454186458370456,stop15,0.20976078870181958,0.9973649269492633,-0.3155662909811493,0.49700360758433904,,2.251281042932296,band3-rw,0.22881281689273947,1.0344837638075288,-0.2845418645837049,-0.23182301296302243,,0.7289281946119663,False,0.03711883685826556
universe.json(56),TOP5,5,25.0,0.0,5,15,-0.38461538461538464,13,0.8820107671822842,0.15450717694493266,1.2482435320727505,0.0924133776660172,0.39920030769495,0.20843415839027846,0.9578019231473406,-0.2847131759570156,stop15,0.17719054809132362,0.8698585126997255,-0.31880950228563276,0.6208560490966432,,2.1529990866593574,band3-rw,0.20068936169969498,0.9308799585547796,-0.2847131759570155,-0.22868063010866277,69758926979544.0,0.7205595477121296,False,0.06102144585505409
universe.json(56),TOP10,10,10.0,0.0,8,14,-0.6121212121212121,10,0.8820107671822842,0.15450717694493266,1.285072363206482,0.09534722887472857,0.747063834691694,0.1774159608732273,1.0442432489520044,-0.2409174494743055,band3-dg,0.16929271945877544,1.0195514135946309,-0.23141692183774099,0.13880541330794482,0.8550305546386809,1.8679534704073242,band3-dg,0.16929271945877544,1.0195514135946309,-0.23141692183774099,0.13880541330794482,0.8550305546386809,1.8679534704073242,True,0.0
universe.json(56),TOP10,10,25.0,0.0,6,13,-0.3696969696969697,10,0.8820107671822842,0.15450717694493266,1.2482435320727505,0.0924133776660172,0.39920030769495,0.15483044412488955,0.9305864184715728,-0.24207777084199955,band3-dg,0.14729544978649245,0.9059656535665211,-0.23268069913406653,0.11614509389272071,0.801844933463267,1.7264963084540175,band3-dg,0.14729544978649245,0.9059656535665211,-0.23268069913406653,0.11614509389272071,0.801844933463267,1.7264963084540175,True,0.0
universe.json(56),TOP20,20,10.0,0.0,2,10,-0.04242424242424241,10,0.8820107671822842,0.15450717694493266,1.285072363206482,0.09534722887472857,0.747063834691694,0.16638958865609776,1.1676752607259366,-0.22210408719864583,ddctl-8/.5/recover,0.11916531684602782,1.0513995671478398,-0.16561879723114092,2.114821497577796,0.8360454879002536,1.6153727333362844,ddctl-8/.5/recover,0.11916531684602782,1.0513995671478398,-0.16561879723114092,2.114821497577796,0.8360454879002536,1.6153727333362844,True,0.0
universe.json(56),TOP20,20,25.0,0.0,2,10,0.18787878787878787,10,0.8820107671822842,0.15450717694493266,1.2482435320727505,0.0924133776660172,0.39920030769495,0.15087237124064035,1.0721876011978528,-0.22340270136729112,ddctl-8/.5/recover,0.10248478192926624,0.9253098353893306,-0.16679038072120722,1.8334742867399463,0.8547183503370704,1.7697627595987475,ddctl-8/.5/recover,0.10248478192926624,0.9253098353893306,-0.16679038072120722,1.8334742867399463,0.8547183503370704,1.7697627595987475,True,0.0
universe.json(56),TOP40,40,10.0,0.0,12,14,0.5104895104895105,12,0.8820107671822842,0.15450717694493266,1.285072363206482,0.09534722887472857,0.747063834691694,0.1420936822507437,1.1503321563698075,-0.21562651640970665,ebud-0.10,0.1420874254078841,1.150778488093924,-0.21586375771585053,-0.07122017142038368,,1.123072150782567,ebud-0.10,0.1420874254078841,1.150778488093924,-0.21586375771585053,-0.07122017142038368,,1.123072150782567,True,0.0
universe.json(56),TOP40,40,25.0,0.0,12,15,0.5454545454545455,12,0.8820107671822842,0.15450717694493266,1.2482435320727505,0.0924133776660172,0.39920030769495,0.13418662012755034,1.0934765013560466,-0.21649504883309345,ebud-0.10,0.13419211790799923,1.0939615215637053,-0.21670119019973277,-0.06798661960520568,,1.1042254102438198,ebud-0.20,0.13418662012755034,1.0934765013560466,-0.21649504883309345,-1618352288537.0,,4.440892098500626e-14,False,-0.0004850202076587262
