panel,arm,pick_n,pick_gross,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,spy_OOS,spy_OOS_CAGR,v2_OOS,v2_OOS_CAGR,best_OOS,regret,keep4b,keep4a
B136,CASH,10,0.75,1.0520696031447372,0.12678408775506744,0.7755297756583434,-0.21444792932259604,0.14189237354386552,0.8901772111953071,-0.21444792932259626,1.1144276323575906,0.7050629709851914,0.8820239235972316,0.1545044425578177,1.1185082795688426,0.07983337481604336,1.0294167782166166,0.25388700255827323,False,False
B136,SHY,ALL,0.375,1.1469207479185126,0.0646882515968985,1.202493324855673,-0.11099424385388845,0.06267446933277099,1.1777223154282475,-0.11099424385388801,1.2605495280270187,1.1043606520412241,0.8820239235972316,0.1545044425578177,1.1185082795688426,0.07983337481604336,1.2134607808042148,0.01096745594854176,False,True
B136,SPY,10,0.75,1.0664950965307074,0.16577220316115127,0.8479156886873285,-0.27627968900897937,0.18068351524116277,0.9403441594744704,-0.27627968900897926,1.1329030736134533,0.778441017332177,0.8820239235972316,0.1545044425578177,1.1185082795688426,0.07983337481604336,1.0151322545542527,0.16721656586692424,False,False
SMALL439,CASH,20,0.75,0.42314714464226266,0.06952666704630439,0.46573138739537995,-0.33479416717597366,0.06404932322062762,0.44991579434596285,-0.334794167175974,0.6056001345009001,0.32625490108889843,0.8820107671822842,0.15450717694493266,0.5680478293625534,0.03848481853840191,0.5507369020764514,0.08500551468107148,False,False
SMALL439,SHY,ALL,0.375,0.4827821246668128,0.02903901008380605,0.44182815505760237,-0.18825778765085932,0.028571219741192255,0.45494951471037187,-0.18825778765085976,0.4922414130584054,0.432872685573439,0.8820107671822842,0.15450717694493266,0.5680478293625534,0.03848481853840191,0.6509159248957981,0.20908776983819571,False,False
SMALL439,SPY,ALL,0.375,0.6903872603763751,0.11094021657055797,0.6965957097793458,-0.3444764068368352,0.10559978990851593,0.6930351516736736,-0.3444764068368352,0.7350079937494132,0.6703016381406468,0.8820107671822842,0.15450717694493266,0.5680478293625534,0.03848481853840191,0.819267817310103,0.12267210753075719,False,False
U56,CASH,20,0.75,0.9994701028184031,0.148261639085709,1.1515606683397892,-0.183391300802337,0.1318231616233283,1.0854535898365485,-0.183391300802337,1.0886818177505286,1.089142477921064,0.8820107671822842,0.15450717694493266,1.285072363206482,0.09534722887472857,1.1515606683397892,0.0,True,False
U56,SHY,20,0.375,1.1043101619868287,0.08531030890898683,1.3080036155724615,-0.10191580858675908,0.07447714546234474,1.2201002966041359,-0.10191580858675975,1.194023795175884,1.2515072580215292,0.8820107671822842,0.15450717694493266,1.285072363206482,0.09534722887472857,1.3147884856620673,0.006784870089605821,False,False
U56,SPY,20,0.75,1.0203876019719234,0.1887355578283234,1.1368792900739004,-0.24678770696315677,0.17122018610065926,1.0858476096710263,-0.24678770696315677,1.1063399174765165,1.0742577201532457,0.8820107671822842,0.15450717694493266,1.285072363206482,0.09534722887472857,1.1368792900739004,0.0,False,False
