stat,cellkey,rows,cells,rows_per_cell,ROW,CELL,gap_pp
pass4b,panel|book|gross|cadence|cost_bps,1200,1200,1.0,0.056666666666666664,0.056666666666666664,0.0
pass4b,panel|book|gross|cadence,1200,240,5.0,0.056666666666666664,0.05666666666666667,6.938893903907228e-16
pass4b,panel|book,1200,15,80.0,0.056666666666666664,0.05666666666666667,6.938893903907228e-16
pass4a,panel|book|gross|cadence|cost_bps,1200,1200,1.0,0.016666666666666666,0.016666666666666666,0.0
pass4a,panel|book|gross|cadence,1200,240,5.0,0.016666666666666666,0.016666666666666666,0.0
pass4a,panel|book,1200,15,80.0,0.016666666666666666,0.016666666666666666,0.0
