panel,book,step,fast,slow,gross,turn_fast,turn_slow,step_turn,step_drag_bp,step_per_gross,rel
U56,TOP5,D->W,D,W,0.25,15.47183624413471,6.234545794364917,9.237290449769795,92.37290449769795,36.94916179907918,0.00606848785496461
U56,TOP5,D->W,D,W,0.5,30.815141332361968,12.41203701839728,18.40310431396469,184.0310431396469,36.80620862792938,0.002176094259818573
U56,TOP5,D->W,D,W,0.75,46.1132978244769,18.568319442034227,27.544978382442675,275.44978382442673,36.7266378432569,9.504948586425144e-06
U56,TOP5,D->W,D,W,1.0,61.47712057645084,24.75083181468039,36.72628876177045,367.26288761770445,36.72628876177045,0.0
U56,TOP5,D->M,D,M,0.25,15.47183624413471,2.6359626595975096,12.8358735845372,128.358735845372,51.3434943381488,0.005093778050301756
U56,TOP5,D->M,D,M,0.5,30.815141332361968,5.2361373039734636,25.579004028388503,255.79004028388505,51.15800805677701,0.0014627219696103921
U56,TOP5,D->M,D,M,0.75,46.1132978244769,7.816861737358066,38.296436087118835,382.9643608711883,51.06191478282511,-0.00041838785757508656
U56,TOP5,D->M,D,M,1.0,61.47712057645084,10.393833166448362,51.08328741000248,510.83287410002475,51.08328741000248,0.0
U56,TOP5,D->Q,D,Q,0.25,15.47183624413471,1.3549605437172978,14.116875700417413,141.16875700417413,56.46750280166965,0.004830653946252594
U56,TOP5,D->Q,D,Q,0.5,30.815141332361968,2.6820498825753085,28.133091449786658,281.33091449786656,56.266182899573316,0.0012481968011868183
U56,TOP5,D->Q,D,Q,0.75,46.1132978244769,3.9884509517359295,42.124846872740974,421.2484687274098,56.16646249698797,-0.0005263126488512793
U56,TOP5,D->Q,D,Q,1.0,61.47712057645084,5.281081393225391,56.196039183225444,561.9603918322545,56.196039183225444,0.0
U56,TOP5,W->M,W,M,0.25,6.234545794364917,2.6359626595975096,3.598583134767407,35.98583134767407,14.394332539069628,0.0026003966255299105
U56,TOP5,W->M,W,M,0.5,12.41203701839728,5.2361373039734636,7.175899714423816,71.75899714423817,14.351799428847633,-0.00036213832095288723
U56,TOP5,W->M,W,M,0.75,18.568319442034227,7.816861737358066,10.75145770467616,107.51457704676159,14.335276939568212,-0.0015129700291843795
U56,TOP5,W->M,W,M,1.0,24.75083181468039,10.393833166448362,14.356998648232027,143.56998648232027,14.356998648232027,0.0
U56,TOP5,W->Q,W,Q,0.25,6.234545794364917,1.3549605437172978,4.879585250647619,48.79585250647619,19.518341002590475,0.0024956961483149076
U56,TOP5,W->Q,W,Q,0.5,12.41203701839728,2.6820498825753085,9.729987135821972,97.29987135821972,19.459974271643944,-0.000502119934741474
U56,TOP5,W->Q,W,Q,0.75,18.568319442034227,3.9884509517359295,14.579868490298297,145.79868490298298,19.439824653731062,-0.00153703910302605
U56,TOP5,W->Q,W,Q,1.0,24.75083181468039,5.281081393225391,19.469750421454997,194.69750421454995,19.469750421454997,0.0
U56,TOP5,M->Q,M,Q,0.25,2.6359626595975096,1.3549605437172978,1.2810021158802118,12.810021158802119,5.124008463520847,0.0022016891875782374
U56,TOP5,M->Q,M,Q,0.5,5.2361373039734636,2.6820498825753085,2.554087421398155,25.54087421398155,5.10817484279631,-0.0008951990297340062
