panel,arm,dCAGR,dMaxDD,rate,dSharpe,CAGR,Sharpe,MaxDD
u56,g200-dg,0.14539786908713825,1.620419116034344,0.08972855704329806,-0.010644726588315834,0.061519793807876866,0.6521603817962626,-0.14051673107873974
u56,g200-rw,-0.33935670580780286,1.8442960694274868,-0.18400337745834225,0.01709030338208306,0.06636733955682628,0.6798954117666615,-0.13827796154480831
u56,band3-dg,0.08513772389000529,1.1207339237437441,0.07596604518368451,-0.006308613669812391,0.062122395259848195,0.656496494714766,-0.14551358300164574
u56,band3-rw,-0.25639877771854724,2.050699931492639,-0.12502988554348016,0.013763332188388544,0.06553776027593372,0.676568440572967,-0.1362139229241568
u56,abs12-dg,0.14379179599659508,2.050699931492672,0.0701183989858191,-0.005914184819712842,0.0615358545387823,0.6568909235648656,-0.13621392292415646
u56,abs12-rw,-0.11881753370637238,1.0737388265737335,-0.11065776030984681,-0.0017461993963633349,0.06416194783581197,0.6610589089882151,-0.14598353397334585
u56,vol60-dg,0.0,0.0,,0.0,0.06297377249874825,0.6628051083845784,-0.15672092223908318
u56,vol60-rw,0.0,0.0,,0.0,0.06297377249874825,0.6628051083845784,-0.15672092223908318
u56,v1gate-dg,0.14539786908713825,1.620419116034344,0.08972855704329806,-0.010644726588315834,0.061519793807876866,0.6521603817962626,-0.14051673107873974
u56,v1gate-rw,-0.1556762339723905,1.8442960694274868,-0.08440956772234302,0.0013752933423393232,0.06453053483847215,0.6641804017269177,-0.13827796154480831
broad,g200-dg,0.2088835290527058,-0.2980052736255234,,-0.017494350750793752,0.06002521009675332,0.6090940360805176,-0.23762476137806188
broad,g200-rw,-0.2679895603757032,2.273207252647924,-0.11789050913133331,0.016326294605385705,0.06479394099103741,0.642914681436697,-0.2119126361153274
broad,band3-dg,0.17915332247357973,-0.030480821076173115,,-0.015532333330098291,0.060322512162544584,0.6110560535012131,-0.23494951685256837
broad,band3-rw,0.13793840199900487,0.9088383408557554,0.15177440893297162,-0.01656933465171495,0.06073466136729033,0.6100190521795964,-0.2255563252332491
broad,abs12-dg,0.11544045934901437,0.09459902277311194,,-0.007913407802484729,0.06095964079379024,0.6186749790288266,-0.23369871841407552
broad,abs12-rw,-0.12017540951423378,0.07210893058671175,,0.0035435940019912238,0.06331579948242272,0.6301319808333026,-0.23392361933593953
broad,vol60-dg,0.0,0.0,,0.0,0.06211404538728038,0.6265883868313114,-0.23464470864180664
broad,vol60-rw,0.0,0.0,,0.0,0.06211404538728038,0.6265883868313114,-0.23464470864180664
broad,v1gate-dg,0.2088835290527058,-0.2980052736255234,,-0.017494350750793752,0.06002521009675332,0.6090940360805176,-0.23762476137806188
broad,v1gate-rw,-0.17377314171480585,2.273207252648146,-0.0764440380490476,0.008402721368572341,0.06385177680442844,0.6349911081998837,-0.21191263611532518
