chooser,q,w,kind,value,CAGR,Sharpe,MaxDD,p4b
C1,0.17,252,cost,0,0.15458192386863034,1.2581730932327866,-0.13699511754364668,True
C1,0.17,252,cost,5,0.14737770140343165,1.2060265526993708,-0.14386331665199592,True
C1,0.17,252,cost,10,0.14021708711942438,1.1537944792853247,-0.15106525419372918,True
C1,0.17,252,cost,25,0.11899434052389335,0.9966968674665533,-0.1723182848889555,True
C1,0.17,252,cost,50,0.08447165007263568,0.7342038956022121,-0.20659201469569166,False
C1,0.17,252,lag,1,0.14021708711942438,1.1537944792853247,-0.15106525419372918,True
C1,0.17,252,lag,2,0.1313986378070502,1.0828964911506989,-0.1659906822682098,True
C1,0.17,252,lag,3,0.1281711697426764,1.0530781037946169,-0.17965099555652264,True
C2,0.42,504,cost,0,0.1212493567133559,1.1026428677507427,-0.13769264281124804,True
C2,0.42,504,cost,5,0.11424495152030834,1.0451216244062957,-0.14053133005828866,True
C2,0.42,504,cost,10,0.1072830143810739,0.9875332278409468,-0.14336138323770575,True
C2,0.42,504,cost,25,0.08664952001056592,0.8145117662072817,-0.1595690319778592,False
C2,0.42,504,cost,50,0.05308668387548354,0.5261663186336489,-0.19876674189553623,False
C2,0.42,504,lag,1,0.1072830143810739,0.9875332278409468,-0.14336138323770575,True
C2,0.42,504,lag,2,0.10632388876549714,0.9781240862649137,-0.15412243365412437,True
C2,0.42,504,lag,3,0.10077018224914558,0.9238727186639414,-0.15607167926488275,False
