panel,family,thr,depth,bps,n_pop,dSharpe,band_pop_MAX,margin_pop_MAX,clears_pop_MAX,band_pop_Q95,margin_pop_Q95,clears_pop_Q95
BROAD136,BUDGET,0.05,half,10,974,0.04333910725396495,0.06727126500579961,-0.02393215775183466,False,0.05710036561674032,-0.01376125836277537,False
BROAD136,BUDGET,0.05,half,25,974,0.09506986413478313,0.11772553551012088,-0.02265567137533775,False,0.10512362310641257,-0.01005375897162944,False
BROAD136,BUDGET,0.05,skip,10,974,-0.007147121351681829,0.40211486998925483,-0.394967748637573,False,0.19367962695089525,-0.18653250559921342,False
BROAD136,BUDGET,0.05,skip,25,974,0.13488965887285143,0.447802242942667,-0.3129125840698156,False,0.31089744541149333,-0.1760077865386419,False
BROAD136,BUDGET,0.1,half,10,974,0.025503676449835533,0.07386055228115351,-0.04835687583131798,False,0.05673659207935066,-0.031232915629515128,False
BROAD136,BUDGET,0.1,half,25,974,0.07539181517360305,0.11949305117718934,-0.044101236003586286,False,0.10148900259105925,-0.026097187417456202,False
BROAD136,BUDGET,0.1,skip,10,974,0.009128794167337584,0.31401696621289,-0.3048881720455524,False,0.18396128100390768,-0.1748324868365701,False
BROAD136,BUDGET,0.1,skip,25,974,0.13380895392668601,0.4289561425368137,-0.2951471886101277,False,0.3010022822660127,-0.1671933283393267,False
BROAD136,BUDGET,0.2,half,10,974,0.013115520709434336,0.07591266359749405,-0.06279714288805971,False,0.05022911529569878,-0.037113594586264446,False
BROAD136,BUDGET,0.2,half,25,974,0.053573707270202386,0.10819482362801613,-0.05462111635781375,False,0.08201851443326763,-0.028444807163065244,False
BROAD136,BUDGET,0.2,skip,10,974,-0.03391514365775361,0.1864066738971566,-0.15249153023940298,False,0.12102945809491168,-0.08711431443715807,False
BROAD136,BUDGET,0.2,skip,25,974,0.05513372116955506,0.2611068293016844,-0.20597310813212932,False,0.1938775496062889,-0.13874382843673383,False
BROAD136,BUDGET,0.3,half,10,974,-0.008118614373006539,0.042719030155941695,-0.03460041578293516,False,0.02901614705552832,-0.020897532682521782,False
BROAD136,BUDGET,0.3,half,25,974,0.007659582169338819,0.05592708562598192,-0.0482675034566431,False,0.033021412479943564,-0.025361830310604745,False
BROAD136,BUDGET,0.3,skip,10,974,-0.02642874000613671,0.10202651533258211,-0.0755977753264454,False,0.060783490764819044,-0.034354750758682336,False
BROAD136,BUDGET,0.3,skip,25,974,0.006209474779794388,0.11164190410223729,-0.1054324293224429,False,0.07007116626070986,-0.06386169148091547,False
BROAD136,BUDGET,0.5,half,10,974,-0.02222793066005746,0.033684594441353743,-0.011456663781296283,False,0.010776817607705417,0.011451113052352043,True
BROAD136,BUDGET,0.5,half,25,974,-0.018486557649558644,0.03178803597066204,-0.0133014783211034,False,0.011951736122183478,0.006534821527375166,True
BROAD136,BUDGET,0.5,skip,10,974,-0.04753939638353677,0.0745591166264783,-0.027019720242941525,False,0.02089446806645655,0.026644928317080218,True
BROAD136,BUDGET,0.5,skip,25,974,-0.03877107630364829,0.06957303773961143,-0.030801961435963143,False,0.022602764937632615,0.016168311366015674,True
BROAD136,DDCTL,0.03,0.5,10,974,-0.14619289430144045,0.6660424200800037,-0.5198495257785632,False,0.16418094814684675,-0.017988053845406304,False
BROAD136,DDCTL,0.03,0.5,25,974,-0.17062613223488643,0.6335777549276803,-0.4629516226927939,False,0.17886016256880763,-0.0082340303339212,False
BROAD136,DDCTL,0.03,1.0,10,974,-0.4986263797123899,1.3393415011745797,-0.8407151214621899,False,0.45586863267666805,0.04275774703572183,True
BROAD136,DDCTL,0.03,1.0,25,974,-0.5285760682402791,1.295953231615464,-0.7673771633751849,False,0.4746315057133269,0.05394456252695223,True
BROAD136,DDCTL,0.06,0.5,10,974,-0.09313187485596652,0.4126208365200761,-0.31948896166410956,False,0.11201403561654459,-0.018882160760578068,False
BROAD136,DDCTL,0.06,0.5,25,974,-0.10741588211757513,0.3940655130206575,-0.2866496309030824,False,0.11943103390574819,-0.012015151788173056,False
BROAD136,DDCTL,0.06,1.0,10,974,-0.2870224957498334,0.7758424251042615,-0.4888199293544281,False,0.2804487554042558,0.006573740345577617,True
BROAD136,DDCTL,0.06,1.0,25,974,-0.3041450599773823,0.7526753062587762,-0.44853024628139393,False,0.2895874215465789,0.014557638430803377,True
BROAD136,DDCTL,0.1,0.5,10,974,-0.04646262524064515,0.16478555749356794,-0.11832293225292279,False,0.05960774221577286,-0.013145116975127713,False
BROAD136,DDCTL,0.1,0.5,25,974,-0.05481672247684055,0.1549716783864361,-0.10015495590959556,False,0.06275253410037042,-0.007935811623529868,False
BROAD136,DDCTL,0.1,1.0,10,974,-0.1256313969835895,0.29852622052662325,-0.17289482354303376,False,0.1291981262274952,-0.0035667292439057197,False
BROAD136,DDCTL,0.1,1.0,25,974,-0.13806015554428575,0.28425720660383946,-0.14619705105955372,False,0.13462292316386415,0.0034372323804215954,True
BROAD136,DDCTL,0.15,0.5,10,974,-0.004932242111463037,0.07588878061595872,-0.07095653850449568,False,0.025409342815494153,-0.020477100704031116,False
BROAD136,DDCTL,0.15,0.5,25,974,-0.00543269024432691,0.07173648004428412,-0.06630378979995721,False,0.02542816197578583,-0.01999547173145892,False
BROAD136,DDCTL,0.15,1.0,10,974,-0.012292332395303918,0.1353192038086437,-0.12302687141333979,False,0.05039140502411252,-0.0380990726288086,False
BROAD136,DDCTL,0.15,1.0,25,974,-0.012943236447483852,0.1298275949509482,-0.11688435850346435,False,0.05115113184262981,-0.038207895395145956,False
BROAD136,DDCTL,0.25,0.5,10,974,0.0,0.0,0.0,False,0.0,0.0,False
BROAD136,DDCTL,0.25,0.5,25,974,0.0,0.0,0.0,False,0.0,0.0,False
BROAD136,DDCTL,0.25,1.0,10,974,0.0,0.0,0.0,False,0.0,0.0,False
BROAD136,DDCTL,0.25,1.0,25,974,0.0,0.0,0.0,False,0.0,0.0,False
BROAD136,SLEEVE,50.0,0.5,10,974,-0.07050824538714495,0.7185504797846953,-0.6480422343975504,False,0.15336986083248777,-0.08286161544534282,False
BROAD136,SLEEVE,50.0,0.5,25,974,-0.14505263999603824,0.635743192376503,-0.4906905523804648,False,0.21320380795665067,-0.06815116796061244,False
BROAD136,SLEEVE,50.0,1.0,10,974,-0.3036598726479486,1.299095221909631,-0.9954353492616824,False,0.39772628758739714,-0.09406641493944856,False
