pair,char,SMD,OVL,rel
BS,momac,0.3280465778414983,0.8166735131681044,0.08806408291038488
BS,tpers,0.3689347315935192,0.7594831273496769,0.1001459843605623
BS,avol,1.1458595782151286,0.3848742711780464,0.4103895787985356
SS,momac,0.048267810412205264,0.8885667523965397,0.04733737390661095
SS,tpers,0.1265520451895789,0.8897462963637025,0.0545827295521661
SS,avol,0.008511334079901447,0.8594074181924071,0.034709566146884314
