spec,mode,pass_rate,n_elig,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,f4b,universe
none,none,1.0,38.45358269490762,0.11572262410176748,1.092693213512777,-0.1864741450318813,1.1669212888284108,1.0397830973512026,1.1148330582102575,-,u56
abs0.45,abs,0.9402016911114106,36.154123479044614,0.09685644501757995,1.0237929794375495,-0.1547427815874347,1.0335455121099526,1.0169294567595566,1.1119621677476301,CAGR,u56
abs0.60,abs,0.9751900009961502,37.4995493465525,0.10419225399116971,1.0502449533938494,-0.1587469210684226,1.0684700041784772,1.0368079185677916,1.1140654405512067,CAGR,u56
abs0.80,abs,0.9920073597918632,38.146237043713384,0.10738148408199599,1.0567481446337226,-0.1609631469693763,1.147460084340359,0.9812908649051648,1.0659102316614555,-,u56
p50,pct,0.6750147957599161,26.709019244145605,0.08720366881177433,0.8837809579361008,-0.2212338526049562,0.9171567590651718,0.8525745294268486,0.9453755941105086,"H1,DD,CAGR",u56
p70,pct,0.8434403511136372,32.87029002055264,0.10365846755810382,1.0358886670596912,-0.2632912082421721,1.0469091036833615,1.0273674514073312,1.114107869402975,"DD,CAGR",u56
p90,pct,0.9649648124600807,37.35041959628033,0.11249308258302193,1.0696812933773412,-0.2211513423827174,1.1319408250409921,1.0260864631377162,1.1018181923755697,DD,u56
none,none,1.0,93.20549797205949,0.1165621481334731,1.0580722800450586,-0.20122396720949698,1.1576084271172795,0.9722668668716452,1.0671093336693456,-,broad
abs0.45,abs,0.9478442919791319,88.34429923388915,0.09868298114223273,0.9850635004613806,-0.1708886245115857,1.075132958105483,0.9005622969268993,1.0119269302775322,CAGR,broad
abs0.60,abs,0.981266590272842,91.4594411897251,0.10732139175775979,1.0274084463596747,-0.17687931105226484,1.1455805669458592,0.9169029133083803,1.0209055859743943,-,broad
abs0.80,abs,0.994461447711328,92.68927444794953,0.11350534356597763,1.0610324258720225,-0.1752262130363128,1.1584882505439367,0.9719193718967785,1.0728000773111837,-,broad
p50,pct,0.6684314607176185,62.92535275375512,0.07889066781129705,0.7633719448864859,-0.2022686532306447,1.021964109329397,0.5141233567187264,0.6379805715674713,"H2,OOS,CAGR",broad
p70,pct,0.8401676796101014,78.96659850034084,0.10385444273773725,1.0020881920264888,-0.20580290627742504,1.1211463634968801,0.8820178813771327,0.995530467955045,"DD,CAGR",broad
p90,pct,0.9653641036054984,90.50747960108794,0.11408807251698971,1.0441771620150277,-0.20546719026133253,1.1564007224096158,0.9460545004933091,1.0437417533791005,DD,broad
