panel,book,cost,family,level,fires,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,dCAGR,dSharpe,dMaxDD,gross,turn_yr,d_crash_ann,d_trend_ann,d_crash_b20,d_trend_b20,xrate,fail4a,fail4b
u56,EWALL0,10,none,,0,0.13302241347407873,1.128380320819475,-0.2245669050549508,1.1945040285745303,1.0763148070726318,1.1139785079366693,1.1403609047423904,0.1385606274124287,-0.2245669050549507,0.0,0.0,0.0,0.7502302461672524,0.8394534940096922,0.0,0.0,0.0,0.0,,DD,DD
u56,EWALL0,10,200d,100.0,0,0.10918676969397056,1.0467417865509343,-0.2056176318462466,1.224734791373972,0.8953580945811047,1.153711736352651,0.9647926337076206,0.10259387645814755,-0.20561763184624693,-2.383564378010816,-0.08163853426854062,1.894927320870421,0.7501958680138171,11.556621888030916,-2.0175411198259523,-2.3161871530313523,-1.4322525976431861,-2.343243098808887,1.2578658567843877,DD,DD
u56,EWALL0,10,200d,150.0,0,0.11596859623301836,1.0996355162266833,-0.18918298384851395,1.289702310342951,0.9477506145564562,1.2178077677833468,1.0147723135766997,0.11109777675863253,-0.1891829838485135,-1.7053817241060365,-0.028744804592791606,3.5383921206436852,0.7502174132872719,8.873862909983261,-6.2390485036936,-0.7052232067966971,-5.031230153035677,-1.3322798981443547,0.48196515986922406,DD,
u56,EWALL0,10,200d,200.0,0,0.11616152764881815,1.0966487188945884,-0.18623026847371615,1.1735569504420338,1.0415753441992581,1.0734450041733044,1.1169417076963277,0.12494754750836923,-0.1862302684737166,-1.6860885825260574,-0.031731601924886554,3.833663658123465,0.7502405986873925,7.603863725083241,-7.47235026414362,-0.4248329576179593,-0.5823026103035859,-1.7244466883445886,0.43981129616137965,DD,
u56,EWALL0,10,200d,250.0,0,0.11556934146385212,1.0884092548166315,-0.18255565577313915,1.1817109997069488,1.0214427500996914,1.0789160700688363,1.0991828016507317,0.12361929734267973,-0.18255565577313948,-1.7453072010226611,-0.03997106600284339,4.201124928181166,0.7502455413865536,6.595047753982151,-9.391127900344419,-0.08988754283944593,-2.9484139821664708,-1.5569481251717932,0.4154380626282099,DD,
u56,EWALL0,10,band,0.02,0,0.12093094483509748,1.1431078391516414,-0.17706661601215212,1.2066731496447118,1.0975276802512313,1.1075870673285786,1.1721795279984466,0.13047755474156064,-0.17706661601215212,-1.209146863898125,0.014727518332166456,4.750028904279868,0.7502463958363701,5.2776050369312095,-6.771309761852907,-0.06245413419194691,0.0882165038265202,-1.3277555760708244,0.25455568550512614,DD,
u56,EWALL0,10,band,0.03,0,0.1232387925125149,1.1681011593718078,-0.1763506973949016,1.2166150864253824,1.1364935286304916,1.1147228548745218,1.2105529978249203,0.13497498821390908,-0.1763506973949014,-0.9783620961563821,0.03972083855233288,4.821620766004919,0.7502493777015536,4.320391346566974,-5.478896883567386,-0.0868434761132135,2.474663272892406,-1.3322627897532584,0.20291145729551638,DD,
u56,EWALL0,10,band,0.05,0,0.1282162081999776,1.162066316447729,-0.184086828024848,1.2037856839580745,1.1365041255457666,1.1026658431281642,1.2089619688980795,0.14124126262295977,-0.1840868280248481,-0.48062052741011385,0.03368599562825403,4.048007703010281,0.7502642926298103,3.5052636348308353,-4.627784701338907,0.33309807307592937,2.784938953939239,-0.8216414674414613,0.11873014150953881,DD,
u56,EWALL0,10,band,0.08,0,0.13300793013504153,1.1844765880579005,-0.19662952662141897,1.2695446286025414,1.12815851017057,1.1810398860271416,1.1922163635817553,0.14266821984599498,-0.19662952662141886,-0.0014483339037196785,0.056096267238425535,2.7937378433531834,0.7502733458604354,2.605455046231562,-3.9246555241335948,0.7218996669208253,2.19762074774167,-0.2828345755872106,0.0005184215502415631,DD,
u56,EWALL0,10,abs,63.0,0,0.10988672521553466,1.0392184557992028,-0.25240060243512263,1.2240717700978176,0.88297969212487,1.1583880992876623,0.9483345550084527,0.10226365828508466,-0.25240060243512263,-2.3135688258544063,-0.08916186502027212,-2.783369738017183,0.7502127144427508,12.097450467827828,-5.736121096408983,-1.456250357453138,-5.343306283794441,-1.8905398123385482,,DD,DD
