panel,N,H,cap,mean_nsel,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,A_H1,A_H2,A_DD,O_S,O_DD,O_CAGR,pass4b,pass4a,pass4b_oos,pass4b_full_and_oos,EDGE_pp,EDGE_pp_cash,EDGE_IS_pp,book_pct_of_null
B136,5,21,INF,4.73155737704918,9.543710916502155,0.20297776310792526,1.0006557142818375,-0.27558906997179156,1.1732613425022609,0.8748687670706179,0.1992168296658976,1.0900965478782803,-0.19703048733398965,0.20608522506483418,0.9493298001422203,-0.275589069971792,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,8.074180556042931,8.073541253228921,7.775714474943896,1.0
B136,5,42,INF,4.733606557377049,6.641505326316113,0.22380713736980584,1.074078439063123,-0.2587450140548736,1.288686378210912,0.9221093247620583,0.23137255438205173,1.230286413214634,-0.23354445006339908,0.21760898957725971,0.9804885385108695,-0.2587450140548738,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,10.974365794518404,10.944204551421432,10.388724348084432,1.0
B136,5,52,INF,4.733606557377049,5.901439944342832,0.20191115532099957,0.963669233513155,-0.2735577342180765,1.2907160314091763,0.7292255797984826,0.23000879273238506,1.2171538749739337,-0.2252324298186923,0.17924464631473302,0.8137504354686678,-0.27355773421807605,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,7.951260731039511,7.947683206606094,9.900364558111896,1.0
B136,5,63,INF,4.733606557377049,5.553996196593816,0.2365986271857763,1.107985062534156,-0.28623535174686976,1.4481458124281585,0.866394398415701,0.27656712388609517,1.4240583789769876,-0.19047632162583106,0.20461088515896764,0.9156496419388593,-0.28623535174686987,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,11.268996037496814,11.265880650786775,15.366985343560913,1.0
B136,5,76,INF,4.733606557377049,4.759855757662818,0.22764780577663002,1.0766987580955085,-0.28445772757969,1.3164183303496315,0.9096800017577809,0.247117116822813,1.309870942569833,-0.2437240488869844,0.21183578054356889,0.9407593593118249,-0.2844577275796898,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,9.944880912220821,9.944880912220821,10.819848386918206,1.0
B136,5,90,INF,4.733606557377049,4.0046503983506545,0.20029842782450547,0.9571055129590819,-0.28623535174686976,1.2893369061058608,0.6976325285194664,0.23371551866306173,1.198234057171288,-0.27687094986414884,0.17344753875889518,0.8026584756137087,-0.2862353517468702,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,7.217411440037047,7.217411440037047,10.554049992843694,1.0
B136,5,126,INF,4.733606557377049,3.426816921073969,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.23791409235330785,1.2857293644485364,-0.2679179203071377,0.150259915145035,0.7686882215621813,-0.2812388100874458,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,5.717068769790689,5.717068769790689,10.725835384222693,0.975
B136,8,21,INF,7.563524590163935,9.093694291254444,0.16427685976558837,0.9237558379346067,-0.2824262546487374,1.176922339191455,0.7345662939119388,0.1753617509213674,1.0784709689717809,-0.1778564876715305,0.15522270152904927,0.8271164455219873,-0.28242625464873705,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4.841524077006398,4.84090801269218,5.7801020431323185,1.0
B136,8,42,INF,7.572745901639344,6.5508614130270555,0.17603096337449808,0.9589102424442534,-0.27662165129933236,1.1877279352487984,0.7958188944903499,0.17901877621551443,1.0884684347432307,-0.1988851078939612,0.17357501910192186,0.8832923201293368,-0.2766216512993328,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,5.154320841757409,5.154320841757409,5.192593434084214,1.0
B136,8,52,INF,7.573770491803279,5.547651756307487,0.17754438351037982,0.9393141059964094,-0.2715151649207258,1.2670530689351542,0.7193590399501311,0.1968247228826081,1.1874280852163708,-0.16030831286331115,0.1618930612849856,0.8009358979026975,-0.2715151649207259,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,4.946758339857116,4.946758339857116,7.823195559117469,1.0
