panel,cadence,dial,cost,arg_slow,arg_turn,arg_rung,Sharpe,margin,n_rungs
B136,M,BAND,0,5,5,0.12,1.1537301707373178,0.014112388773382278,7
B136,M,BAND,1,5,5,0.12,1.1524052773992177,0.013865610493586589,7
B136,M,BAND,2,5,5,0.12,1.1510799839871397,0.01361873137480285,7
B136,M,BAND,3,5,5,0.12,1.1497542918779087,0.013371751941062548,7
B136,M,BAND,4,5,5,0.12,1.1484282024495918,0.013124672716936292,7
B136,M,BAND,5,5,5,0.12,1.1471017170814923,0.012877494227528041,7
B136,M,BAND,6,5,5,0.12,1.1457748371541419,0.01263021699847422,7
B136,M,BAND,7,5,5,0.12,1.1444475640492937,0.012382841555936608,7
B136,M,BAND,8,5,5,0.12,1.1431198991499154,0.012135368426602122,7
B136,M,BAND,9,5,5,0.12,1.1417918438401802,0.011887798137675487,7
B136,M,BAND,10,5,5,0.12,1.140463399505463,0.011640131216878347,7
B136,M,BAND,11,5,5,0.12,1.1391345675323294,0.011392368192442826,7
B136,M,BAND,12,5,5,0.12,1.1378053493085316,0.011144509593109975,7
B136,M,BAND,13,5,5,0.12,1.1364757462229989,0.01089655594812422,7
B136,M,BAND,14,5,5,0.12,1.1351457596658319,0.010648507787231143,7
B136,M,BAND,15,5,5,0.12,1.1338153910282947,0.010400365640672593,7
B136,M,BAND,16,5,5,0.12,1.132484641702807,0.010152130039181806,7
B136,M,BAND,17,5,5,0.12,1.1311535130829387,0.00990380151398318,7
B136,M,BAND,18,5,5,0.12,1.129822006563399,0.009655380596782281,7
B136,M,BAND,19,5,5,0.12,1.1284901235400349,0.009406867819770737,7
B136,M,BAND,20,5,5,0.12,1.1271578654098178,0.009158263715613568,7
B136,M,BAND,21,5,5,0.12,1.1258252335708392,0.00890956881744942,7
B136,M,BAND,22,5,5,0.12,1.1244922294223036,0.008660783658887006,7
B136,M,BAND,23,5,5,0.12,1.1231588543645203,0.008411908774001109,7
B136,M,BAND,24,5,5,0.12,1.1218251097988963,0.008162944697327923,7
B136,M,BAND,25,5,5,0.12,1.1204909971279287,0.00791389196385972,7
B136,M,BAND,26,5,5,0.12,1.1191565177551976,0.007664751109044854,7
B136,M,BAND,27,5,5,0.12,1.1178216730853587,0.0074155226687797615,7
B136,M,BAND,28,5,5,0.12,1.1164864645241364,0.0071662071794078575,7
B136,M,BAND,29,5,5,0.12,1.115150893478315,0.006916805177715091,7
B136,M,BAND,30,5,5,0.12,1.1138149613557333,0.006667317200924172,7
B136,M,BAND,31,5,5,0.12,1.112478669565275,0.006417743786693242,7
B136,M,BAND,32,5,5,0.12,1.1111420195168624,0.006168085473109208,7
B136,M,BAND,33,5,5,0.12,1.1098050126214505,0.005918342798688636,7
B136,M,BAND,34,5,5,0.12,1.108467650291016,0.0056685163023662,7
B136,M,BAND,35,5,5,0.12,1.107129933938553,0.005418606523498237,7
B136,M,BAND,36,5,5,0.12,1.1057918649780638,0.005168614001853644,7
B136,M,BAND,37,5,5,0.12,1.1044534448245524,0.00491853927761321,7
B136,M,BAND,38,5,5,0.12,1.103114674894017,0.004668382891364287,7
B136,M,BAND,39,5,5,0.12,1.101775556603442,0.004418145384096572,7
B136,M,BAND,40,5,5,0.12,1.1004360913707898,0.004167827297197446,7
B136,M,BAND,41,5,5,0.12,1.0990962806149953,0.003917429172450859,7
B136,M,BAND,42,5,5,0.12,1.0977561257559576,0.003666951552030895,7
B136,M,BAND,43,5,5,0.12,1.0964156282145303,0.003416394978496662,7
B136,M,BAND,44,5,5,0.12,1.0950747894125186,0.0031657599947929604,7
B136,M,BAND,45,5,5,0.12,1.093733610772667,0.0029150471442414005,7
B136,M,BAND,46,5,5,0.12,1.0923920937186544,0.0026642569705390695,7
B136,M,BAND,47,5,5,0.12,1.091050239675087,0.0024133900177540912,7
B136,M,BAND,48,5,5,0.12,1.089708050067488,0.002162446830320519,7
B136,M,BAND,49,5,5,0.12,1.0883655263222936,0.0019114279530367817,7
B136,M,BAND,50,5,5,0.12,1.0870226698668426,0.0016603339310583554,7
B136,M,HYST,0,0,0,0,1.147591672128324,0.026414826189824048,6
B136,M,HYST,1,0,0,0,1.1433579328460584,0.024819543313452597,6
B136,M,HYST,2,0,0,0,1.1391221737193078,0.023223120413234932,6
B136,M,HYST,3,0,0,0,1.1348844145277783,0.02162557189792036,6
B136,M,HYST,4,0,0,0,1.130644675082422,0.020026912201435598,6
B136,M,HYST,5,0,0,0,1.126402975224974,0.018427155782474447,6
B136,M,HYST,6,0,0,0,1.1221593348274892,0.016826317124090995,6
B136,M,HYST,7,0,0,0,1.1179137737918778,0.015224410733289062,6
B136,M,HYST,8,0,0,0,1.1136663120494397,0.013621451140611862,6
B136,M,HYST,9,0,0,0,1.1094169695603933,0.012017452899726111,6
B136,M,HYST,10,0,0,0,1.1051657663134113,0.010412430587012134,6
B136,M,HYST,11,0,0,0,1.100912722325149,0.008806398801147308,6
B136,M,HYST,12,0,0,0,1.0966578576397732,0.007199372162693507,6
B136,M,HYST,13,0,0,0,1.0924011923284893,0.00559136531367499,6
B136,M,HYST,14,0,0,0,1.0881427464890698,0.003982392917165178,6
B136,M,HYST,15,0,0,0,1.083882540245379,0.0023724696568672154,6
B136,M,HYST,16,0,0,0,1.0796205937468955,0.0007616102366909683,6
B136,M,HYST,17,3,3,20,1.0762070977879012,0.0008501706196610836,6
B136,M,HYST,18,3,3,20,1.0735544188778168,0.002462858169122173,6
B136,M,HYST,19,3,3,20,1.0709009522414046,0.004076437649679576,6
B136,M,HYST,20,3,3,20,1.0682467033453,0.005690894280798275,6
B136,M,HYST,21,3,3,20,1.0655916776612653,0.007306213263847061,6
B136,M,HYST,22,3,3,20,1.0629358806661324,0.00892237978251953,6
B136,M,HYST,23,3,3,20,1.0602793178417476,0.010539379003264626,6
B136,M,HYST,24,3,3,20,1.0576219946749135,0.012157196075709642,6
B136,M,HYST,25,3,3,20,1.0549639166573332,0.01377581613308898,6
B136,M,HYST,26,3,3,20,1.0523050892855534,0.015395224292669818,6
B136,M,HYST,27,3,3,20,1.0496455180609074,0.017015405656183535,6
B136,M,HYST,28,3,3,20,1.0469852084894589,0.01855772476019335,6
B136,M,HYST,29,3,3,20,1.044324166081943,0.01803143917406924,6
B136,M,HYST,30,3,3,20,1.0416623963537128,0.01750495732744728,6
B136,M,HYST,31,3,3,20,1.038999904824678,0.016978281427096453,6
B136,M,HYST,32,3,3,20,1.0363366970192516,0.016451413681841442,6
B136,M,HYST,33,3,3,20,1.0336727784662887,0.01592435630252753,6
B136,M,HYST,34,3,3,20,1.0310081546990324,0.015397111501991967,6
B136,M,HYST,35,3,3,20,1.0283428312550553,0.014869681495030651,6
B136,M,HYST,36,3,3,20,1.0256768136762002,0.014342068498366167,6
B136,M,HYST,37,3,3,20,1.0230101075085254,0.013814274730617582,6
B136,M,HYST,38,3,3,20,1.0203427183022449,0.013286302412267803,6
B136,M,HYST,39,3,3,20,1.0176746516116713,0.012758153765630498,6
B136,M,HYST,40,3,3,20,1.015005912995159,0.012229831014821446,6
B136,M,HYST,41,3,3,20,1.0123365080150442,0.01170133638572235,6
B136,M,HYST,42,3,3,20,1.0096664422375876,0.01117267210595152,6
B136,M,HYST,43,3,3,20,1.0069957212329192,0.010643840404833793,6
B136,M,HYST,44,3,3,20,1.0043243505749762,0.010114843513363336,6
B136,M,HYST,45,3,3,20,1.0016523358414464,0.00958568366417567,6
B136,M,HYST,46,3,3,20,0.9989796826137104,0.00905636309151403,6
B136,M,HYST,47,3,3,20,0.9963063964767835,0.008526884031197612,6
B136,M,HYST,48,3,3,20,0.9936324830192573,0.007997248720589711,6
B136,M,HYST,49,3,3,20,0.9909579478332404,0.0074674593985655235,6
B136,M,HYST,50,3,3,20,0.9882827965142997,0.006937518305477064,6
B136,M,MINHOLD,0,3,3,21,1.1685582214059296,0.01936474215471451,7
B136,M,MINHOLD,1,3,3,21,1.1645649289773117,0.018921544191238482,7
