set,est,rung,basis,k,n_legs,med_req_y,p25_req_y,min_req_y,n_infinite,med_se,med_abs_margin,n_within_HALF,n_within_FULL,n_within_CENTURY
SHELF,BLOCK21,0.0,COMP,1.0,18,9.139322586954254,8.821428571428571,8.813492063492063,0,0.30535899173025405,0.2982853041344995,3,17,18
SHELF,BLOCK21,0.0,COMP,2.0,18,36.557290347817016,24.027217338693127,10.714579130444305,0,0.30535899173025405,0.2982853041344995,0,2,18
SHELF,BLOCK21,0.0,PAIRED,1.0,18,8.817460317460318,8.817460317460318,8.813492063492063,0,0.16790956604716872,0.2982853041344995,11,18,18
SHELF,BLOCK21,0.0,PAIRED,2.0,18,9.63089991853381,8.821428571428571,8.813492063492063,0,0.16790956604716872,0.2982853041344995,3,15,18
SHELF,BLOCK21,10.0,COMP,1.0,18,11.918350139344371,8.821428571428571,8.813492063492063,0,0.30535899173025405,0.2629088964977913,2,12,18
SHELF,BLOCK21,10.0,COMP,2.0,18,47.673400557377484,27.586565910104223,14.32025290436888,0,0.30535899173025405,0.2629088964977913,0,1,15
SHELF,BLOCK21,10.0,PAIRED,1.0,18,8.821428571428571,8.817460317460318,8.813492063492063,0,0.16798081836513803,0.2629088964977913,8,16,18
SHELF,BLOCK21,10.0,PAIRED,2.0,18,15.618504350170259,8.821428571428571,8.813492063492063,0,0.16798081836513803,0.2629088964977913,2,12,18
SHELF,BLOCK21,25.0,COMP,1.0,18,19.021566948482608,10.425526574212268,8.817460317460318,0,0.30535899173025405,0.20865542459732817,1,9,14
SHELF,BLOCK21,25.0,COMP,2.0,18,76.08626779393043,41.702106296849074,24.4881605443962,0,0.30535899173025405,0.20865542459732817,0,0,10
SHELF,BLOCK21,25.0,PAIRED,1.0,18,8.821428571428571,8.818452380952381,8.813492063492063,0,0.16821620266530768,0.20865542459732817,5,13,16
SHELF,BLOCK21,25.0,PAIRED,2.0,18,29.27428689953045,14.182433008911577,8.817460317460318,0,0.16821620266530768,0.20865542459732817,1,7,14
SHELF,BLOCK5,0.0,COMP,1.0,18,9.56084974395744,8.821428571428571,8.813492063492063,0,0.32418824400938606,0.2982853041344995,2,17,18
SHELF,BLOCK5,0.0,COMP,2.0,18,38.24339897582976,29.45534702154485,13.13517258483355,0,0.32418824400938606,0.2982853041344995,0,2,18
SHELF,BLOCK5,0.0,PAIRED,1.0,18,8.817460317460318,8.817460317460318,8.813492063492063,0,0.19593956936910514,0.2982853041344995,11,18,18
SHELF,BLOCK5,0.0,PAIRED,2.0,18,13.45651106464537,8.821428571428571,8.813492063492063,0,0.19593956936910514,0.2982853041344995,3,12,18
SHELF,BLOCK5,10.0,COMP,1.0,18,13.490674793506242,9.002832168529743,8.813492063492063,0,0.32418824400938606,0.2629088964977913,2,12,18
SHELF,BLOCK5,10.0,COMP,2.0,18,53.96269917402497,33.81880891826302,17.555425282444027,0,0.32418824400938606,0.2629088964977913,0,1,15
