gmode,bps,window,Sharpe_0,Sharpe_1,dSharpe,dlogSharpe,d_MEAN,d_VOL,d_DIV,d_CORR,d_CONC,d_INTER,d_TIMING,d_GROSSCOST,rho_0,rho_1,H_0,H_1,A_0,A_1,mu_0,mu_1,gross_0,gross_1,mono_steps,steps,resid
none,0,FULL,1.0850874859903652,0.7284482263279793,-0.35663925966238585,-0.38947211323056946,-0.521955207169345,0.3966772260854299,0.01774402373405437,0.02057823737759812,-0.002613358353397488,-0.00017136496096736842,-0.28562805172952216,-0.00013448291766633247,0.34164520170561913,0.32664583606354347,0.029459035556004848,0.03233285432205641,0.0180015391381823,0.012099861081001686,0.0007840812995483945,0.00046349260921630503,0.7502384174199298,0.7500911400300901,7,8,0.0038243787664797397
none,0,IS,1.0833503513075116,0.6826821629836171,-0.4006681883238945,-0.4376153517219023,-0.6159951253873945,0.4141020081224438,0.07028989782048767,0.07232798949804298,-0.0014921384504869017,-0.0003953271736607533,-0.31025257273275875,0.0005525671111641273,0.3945825773618504,0.33706135618240063,0.031488906240044474,0.03353093453468364,0.017432684814634874,0.011501698551150142,0.0008509598434382521,0.00045641206465263313,0.7502538138477783,0.7500815121226171,6,8,0.003687873344155389
none,0,OOS,1.086303632263659,0.7644227720247759,-0.32188086023888307,-0.34788299181010934,-0.43422728623418116,0.3716556697120046,-0.01730233381524815,-0.0137551494660767,-0.0034682487195808465,0.0001391155148467993,-0.27110128964543084,-0.0008472554656978166,0.3053805779364942,0.3147406884221859,0.02931569177340698,0.03257989067285628,0.01834137364042406,0.012645766402605922,0.0007604649436693395,0.0004914483703141124,0.7502256046807148,0.7500990854290616,7,8,0.003939503638444043
none,10,FULL,1.0165539716139491,0.6286991144056556,-0.3878548572082935,-0.46985798678116336,-0.521955207169345,0.3966772260854299,0.01774402373405437,0.02057823737759812,-0.002613358353397488,-0.00017136496096736842,-0.28562805172952216,-0.08125314354187284,0.34164520170561913,0.32664583606354347,0.029459035556004848,0.03233285432205641,0.0180015391381823,0.012099861081001686,0.0007840812995483945,0.00046349260921630503,0.7502384174199298,0.7500911400300901,7,8,0.004557165840092345
none,10,IS,1.0174581875891642,0.5817053328817591,-0.4357528547074051,-0.5305278860672119,-0.6159951253873945,0.4141020081224438,0.07028989782048767,0.07232798949804298,-0.0014921384504869017,-0.0003953271736607533,-0.31025257273275875,-0.09331766725904195,0.3945825773618504,0.33706135618240063,0.031488906240044474,0.03353093453468364,0.017432684814634874,0.011501698551150142,0.0008509598434382521,0.00045641206465263313,0.7502538138477783,0.7500815121226171,6,8,0.004645573369051859
none,10,OOS,1.0151745596211132,0.6655585909084499,-0.3496159687126633,-0.41805355341688155,-0.43422728623418116,0.3716556697120046,-0.01730233381524815,-0.0137551494660767,-0.0034682487195808465,0.0001391155148467993,-0.27110128964543084,-0.07161405329439845,0.3053805779364942,0.3147406884221859,0.02931569177340698,0.03257989067285628,0.01834137364042406,0.012645766402605922,0.0007604649436693395,0.0004914483703141124,0.7502256046807148,0.7500990854290616,8,8,0.004535739860372465
none,25,FULL,0.9135706872261905,0.4788893993700832,-0.4346812878561073,-0.6319787395751364,-0.521955207169345,0.3966772260854299,0.01774402373405437,0.02057823737759812,-0.002613358353397488,-0.00017136496096736842,-0.28562805172952216,-0.2447050830439458,0.34164520170561913,0.32664583606354347,0.029459035556004848,0.03233285432205641,0.0180015391381823,0.012099861081001686,0.0007840812995483945,0.00046349260921630503,0.7502384174199298,0.7500911400300901,8,8,0.005888352548192283
none,25,IS,0.9183986262478688,0.43005195594143486,-0.48834667030643397,-0.7213376507303011,-0.6159951253873945,0.4141020081224438,0.07028989782048767,0.07232798949804298,-0.0014921384504869017,-0.0003953271736607533,-0.31025257273275875,-0.28590911649236905,0.3945825773618504,0.33706135618240063,0.031488906240044474,0.03353093453468364,0.017432684814634874,0.011501698551150142,0.0008509598434382521,0.00045641206465263313,0.7502538138477783,0.7500815121226171,6,8,0.006427257939289777
none,25,OOS,0.9083276145088806,0.5170800804278749,-0.39124753408100565,-0.5580730598258348,-0.43422728623418116,0.3716556697120046,-0.01730233381524815,-0.0137551494660767,-0.0034682487195808465,0.0001391155148467993,-0.27110128964543084,-0.21270988636520816,0.3053805779364942,0.3147406884221859,0.02931569177340698,0.03257989067285628,0.01834137364042406,0.012645766402605922,0.0007604649436693395,0.0004914483703141124,0.7502256046807148,0.7500990854290616,8,8,0.005612066522228953
g075,0,FULL,1.0850874859903652,0.7284482263279792,-0.35663925966238597,-0.3894721132305695,-0.521955207169345,0.3966772260854299,0.01774402373405437,0.02057823737759812,-0.002613358353397488,-0.00017136496096736842,-0.28562805172952216,-0.00013448291766607334,0.34164520170561913,0.32664583606354347,0.029459035556004844,0.032332854322056404,0.0180015391381823,0.012099861081001686,0.0007840812995483945,0.00046349260921630503,0.7502384174199298,0.7500911400300901,7,8,0.003824378766479425
g075,0,IS,1.0833503513075113,0.6826821629836172,-0.40066818832389417,-0.43761535172190213,-0.6159951253873936,0.4141020081224429,0.07028989782048772,0.07232798949804298,-0.0014921384504869017,-0.0003953271736607533,-0.31025257273275947,0.000552567111164072,0.3945825773618504,0.33706135618240063,0.031488906240044474,0.03353093453468365,0.017432684814634874,0.011501698551150144,0.0008509598434382521,0.00045641206465263324,0.7502538138477782,0.7500815121226171,6,8,0.0036878733441562768
g075,0,OOS,1.086303632263659,0.7644227720247757,-0.3218808602388833,-0.3478829918101097,-0.43422728623418116,0.3716556697120046,-0.01730233381524804,-0.013755149466076588,-0.0034682487195808465,0.0001391155148467993,-0.27110128964543073,-0.0008472554656984064,0.3053805779364942,0.3147406884221858,0.02931569177340698,0.03257989067285628,0.018341373640424055,0.012645766402605924,0.0007604649436693395,0.0004914483703141124,0.7502256046807148,0.7500990854290613,7,8,0.003939503638444078
g075,10,FULL,1.0165539716139491,0.6286991144056558,-0.38785485720829327,-0.469857986781163,-0.521955207169345,0.3966772260854299,0.01774402373405437,0.02057823737759812,-0.002613358353397488,-0.00017136496096736842,-0.28562805172952216,-0.08125314354187234,0.34164520170561913,0.32664583606354347,0.029459035556004844,0.032332854322056404,0.0180015391381823,0.012099861081001686,0.0007840812995483945,0.00046349260921630503,0.7502384174199298,0.7500911400300901,7,8,0.004557165840092234
g075,10,IS,1.0174581875891642,0.5817053328817593,-0.4357528547074049,-0.5305278860672114,-0.6159951253873936,0.4141020081224429,0.07028989782048772,0.07232798949804298,-0.0014921384504869017,-0.0003953271736607533,-0.31025257273275947,-0.09331766725904166,0.3945825773618504,0.33706135618240063,0.031488906240044474,0.03353093453468365,0.017432684814634874,0.011501698551150144,0.0008509598434382521,0.00045641206465263324,0.7502538138477782,0.7500815121226171,6,8,0.004645573369052788
g075,10,OOS,1.0151745596211132,0.6655585909084497,-0.34961596871266354,-0.41805355341688205,-0.43422728623418116,0.3716556697120046,-0.01730233381524804,-0.013755149466076588,-0.0034682487195808465,0.0001391155148467993,-0.27110128964543073,-0.0716140532943994,0.3053805779364942,0.3147406884221858,0.02931569177340698,0.03257989067285628,0.018341373640424055,0.012645766402605924,0.0007604649436693395,0.0004914483703141124,0.7502256046807148,0.7500990854290613,8,8,0.004535739860372701
g075,25,FULL,0.9135706872261905,0.478889399370083,-0.4346812878561075,-0.6319787395751367,-0.521955207169345,0.3966772260854299,0.01774402373405437,0.02057823737759812,-0.002613358353397488,-0.00017136496096736842,-0.28562805172952216,-0.2447050830439458,0.34164520170561913,0.32664583606354347,0.029459035556004844,0.032332854322056404,0.0180015391381823,0.012099861081001686,0.0007840812995483945,0.00046349260921630503,0.7502384174199298,0.7500911400300901,8,8,0.00588835254819195
g075,25,IS,0.9183986262478688,0.43005195594143486,-0.48834667030643397,-0.7213376507303009,-0.6159951253873936,0.4141020081224429,0.07028989782048772,0.07232798949804298,-0.0014921384504869017,-0.0003953271736607533,-0.31025257273275947,-0.28590911649236916,0.3945825773618504,0.33706135618240063,0.031488906240044474,0.03353093453468365,0.017432684814634874,0.011501698551150144,0.0008509598434382521,0.00045641206465263324,0.7502538138477782,0.7500815121226171,6,8,0.00642725793929072
g075,25,OOS,0.9083276145088806,0.5170800804278748,-0.39124753408100577,-0.5580730598258349,-0.43422728623418116,0.3716556697120046,-0.01730233381524804,-0.013755149466076588,-0.0034682487195808465,0.0001391155148467993,-0.27110128964543073,-0.21270988636520885,0.3053805779364942,0.3147406884221858,0.02931569177340698,0.03257989067285628,0.018341373640424055,0.012645766402605924,0.0007604649436693395,0.0004914483703141124,0.7502256046807148,0.7500990854290613,8,8,0.005612066522229314
gmatch,0,FULL,1.0850589441156437,0.7284477155060665,-0.3566112286095773,-0.3894454054663469,-0.521955207169345,0.39667722608543077,0.01774402373405426,0.02057823737759812,-0.002613358353397488,-0.00017136496096736842,-0.28562805172952216,-0.0001077742759293648,0.34164520170561913,0.32664583606354347,0.029459035556004848,0.03233285432205641,0.0180015391381823,0.012099861081001686,0.0007840812995483946,0.00046349260921630503,0.7559700647854383,0.7502383610258399,7,8,0.0038243778889645837
gmatch,0,IS,1.0833656144729171,0.6826820503700751,-0.400683564102842,-0.4376303102532657,-0.6159951253873936,0.4141020081224429,0.07028989782048783,0.07232798949804309,-0.0014921384504869017,-0.0003953271736607533,-0.3102525727327577,0.0005376075477237462,0.3945825773618504,0.3370613561824006,0.031488906240044474,0.03353093453468365,0.017432684814634874,0.011501698551150144,0.0008509598434382521,0.00045641206465263324,0.7559852692015415,0.750228737148658,6,8,0.0036878743762311416
