panel,N,cadence,CH_PCT,null_is_mean,null_is_max,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,keep4a,keep4b,oos4b,strict4b
U56,5,W,1.0,0.4237225485302349,0.8223246193658167,1.3272595749546612,1.0518622698535158,0.23395064540028998,-0.2845403696314448,0.23413205274277216,1.1470590157315002,-0.2845403696314448,1.3211262251666225,1.0432305673552171,False,False,False,False
U56,5,M,1.0,0.8236288709279284,1.1170591801943988,1.5743405598078908,0.9143004039834073,0.19991393373789856,-0.28727941869469253,0.24481320875828594,1.1633553627120952,-0.28727941869469265,1.5216652565913464,0.915935895446196,False,False,False,False
U56,10,W,1.0,0.5319307784417588,0.909930701262371,1.1064860289573943,1.050604105187121,0.1759106067234395,-0.23324854350201474,0.16420266175104126,1.0666379946187294,-0.23324854350201485,1.15639580493196,1.0120599030503266,False,False,False,False
U56,10,M,1.0,0.908197440828175,1.2410272284125834,1.2963122206392117,1.0163653038098162,0.1745790879296989,-0.2410900984374792,0.18064002386685618,1.1226115234162235,-0.24109009843747853,1.3273184940042972,0.9784119376031235,False,False,False,False
U56,15,W,1.0,0.5911506313651615,0.8284308247795976,1.1577239051561827,1.1869632192785269,0.1771182119912531,-0.1969242725683531,0.16055050713895014,1.1695416068437865,-0.19692427256835332,1.2402304793886267,1.1288869819668503,False,True,True,True
U56,15,M,0.9666666666666667,0.93775857879302,1.2131962809325088,1.1699825764672642,1.1785858166961318,0.1853236756479455,-0.23783285635596063,0.16837116413849085,1.168697434692182,-0.23783285635596096,1.2473664644569016,1.1252604579784231,False,False,False,False
U56,20,W,1.0,0.6601009864979998,0.9642121891474061,1.135647253337462,1.1769075314489335,0.1576093833822998,-0.190892879822814,0.14361575155749118,1.1557145327454466,-0.19089287982281422,1.2282589462150648,1.1095393988107913,False,True,True,True
U56,20,M,1.0,0.9952851303496086,1.1767454729279916,1.1843868066352272,1.2367538495294876,0.17467295870435606,-0.21526501787942054,0.15876406921173247,1.210958048661502,-0.21526501787941998,1.2866262060787275,1.1625095297094181,False,False,False,False
U56,30,W,1.0,0.8188456693245189,0.9974142805882074,1.0619394353875125,1.2357893610280462,0.1405238079760427,-0.18287294834916157,0.12354216580101696,1.1604743162700586,-0.18287294834916146,1.1753677477616902,1.156999164988361,False,True,True,True
U56,30,M,1.0,1.0441105034119547,1.177344864604326,1.1847307042628121,1.2281109606348084,0.14463698670581815,-0.1771116350680868,0.13497607878623596,1.2077263229514923,-0.1771116350680867,1.2824119304036965,1.1522422118234632,False,True,True,True
U56,40,W,1.0,0.9555106048462803,1.0295710813045897,1.0675166759014076,1.249933600883328,0.11926155650032544,-0.15277363813405787,0.10569821400442292,1.1708168733811442,-0.15277363813405764,1.2055222009070488,1.1482464070183414,False,False,True,False
U56,40,M,0.9833333333333333,1.06318739091091,1.174656679944362,1.1466449074351404,1.2682211482716217,0.12494492551106995,-0.15146558390448572,0.11528031853886334,1.2147387362447937,-0.15146558390448617,1.268995427160881,1.1714709712225464,False,True,True,True
B136,5,W,1.0,0.46818767576592585,0.8314344615359494,1.0931041856806907,0.8997195719166736,0.21329781602698494,-0.29310377720873304,0.20922693172260187,0.9633148310553005,-0.29310377720873293,1.1564435949498795,0.8456066123182369,False,False,False,False
B136,5,M,1.0,0.8671887138604826,1.366048923962083,1.3900936007900597,0.9502370615793503,0.2340512094879741,-0.3135347183736189,0.2537582307151558,1.1050786375736859,-0.313534718373619,1.420986052268131,0.9037551547336362,False,False,False,False
B136,10,W,1.0,0.5245738918055592,0.7848589380452423,1.1959578447932375,0.8294738100532748,0.15631624746413664,-0.26018307483662273,0.17125953705386388,0.9657339372244571,-0.2601830748366232,1.2755340182384332,0.7511213740038128,False,False,False,False
B136,10,M,1.0,0.9313376692252257,1.2191958992505716,1.2600477192467294,0.9468148569648364,0.1902638346954788,-0.2851505327531758,0.19676489999899394,1.0585661998402252,-0.2851505327531758,1.3377875645381534,0.8756880907032102,False,False,False,False
B136,15,W,1.0,0.5625589339632149,0.9464467957444,1.1245616021924494,0.8848442220342913,0.14898561687850398,-0.2589325888496137,0.15515779808017216,0.9771059358259172,-0.25893258884961334,1.2190477493491407,0.7979478221933196,False,False,False,False
B136,15,M,1.0,0.9605758558515151,1.2996725326461713,1.3099221786814488,0.9354530108262658,0.16734852889323792,-0.2700259930025497,0.1812823082874755,1.0773562305038422,-0.2700259930025499,1.3845574503286906,0.8588957179565694,False,False,False,False
B136,20,W,1.0,0.6059158196632414,0.7624239024970484,1.111051817499543,0.9101407808677666,0.14193850759758675,-0.24004792991311297,0.14651480080255386,0.9895767400863016,-0.24004792991311297,1.2064261048951048,0.8229831955901334,False,False,False,False
B136,20,M,1.0,0.9748945113677435,1.2018264272630648,1.3036209655121844,0.9748586950815532,0.16152623611276629,-0.254593656142458,0.17269110484916594,1.1027297117803367,-0.25459365614245755,1.3997990820734327,0.8823025782908487,False,False,False,False
B136,30,W,1.0,0.6444186161694937,0.8234787445334147,1.094829162064756,0.9476207703463896,0.131409252781868,-0.2120449609428181,0.13483546053534878,1.0086615880497218,-0.21204496094281788,1.1960614060792842,0.8545269753351791,False,False,False,False
B136,30,M,1.0,1.0149701579396244,1.1705753288028184,1.176177336986867,0.981941219170218,0.14686519879129856,-0.262632461629963,0.14993962806598415,1.0585685908216835,-0.262632461629963,1.2777969315639615,0.8927413324546861,False,False,False,False
B136,40,W,1.0,0.7152514095794917,0.8118187200347805,1.067697766716819,1.0418341317866782,0.13473089257094228,-0.19866567328286044,0.13199425652872843,1.0523328994805778,-0.19866567328286078,1.1770369238128027,0.9462149839527594,False,True,True,True
B136,40,M,0.9666666666666667,1.0173017825178015,1.1664549704300156,1.1384068137486723,1.0565323092964005,0.14562264552424908,-0.23788568978233549,0.14364987226297576,1.0894255546243008,-0.2378856897823356,1.2502670390568027,0.9610634333093491,False,False,False,False
SMALL,5,W,0.85,0.23903038875080423,1.1858885178860494,0.4763255285445136,0.512384683772267,0.12920636623483905,-0.5506160736389811,0.11504192980507644,0.49389579206047446,-0.550616073638981,0.6920894700961872,0.37973137189453676,False,False,False,False
SMALL,5,M,0.13333333333333333,0.4878154737522319,1.242548688949483,0.1998562016488736,0.6342827239793364,0.18338006583482036,-0.558040941162891,0.11763511834219753,0.49887841267370464,-0.5580409411628915,0.3579340067625327,0.6089783954492588,False,False,False,False
SMALL,10,W,0.9,0.3225785696195496,0.8712047236402064,0.6740373449285082,0.7062144309661426,0.1728959277478903,-0.36248040890423294,0.1521031776887114,0.6867685524457463,-0.3624804089042316,0.855720046562387,0.597974857459993,False,False,False,False
SMALL,10,M,0.48333333333333334,0.6030257941463739,1.0759001401847157,0.579253301418879,0.7452199589736831,0.19152975433052966,-0.4640604521122901,0.155586278112946,0.6853667640081819,-0.4640604521122905,0.6574379232009138,0.7295485723388012,False,False,False,False
SMALL,15,W,1.0,0.2564971166959208,0.7504913941710977,0.7634155918866395,0.780260146300828,0.17618992900361974,-0.31953622768054923,0.15571342324463755,0.7644330954487942,-0.31953622768054923,0.952934941350825,0.6696240009911033,False,False,False,False
SMALL,15,M,0.7666666666666667,0.6907981582854996,1.1908468368036322,0.8620926250676452,0.7119327844370484,0.1629052578616923,-0.40025281971577287,0.15623606913353916,0.7442684352262482,-0.4002528197157731,0.9596059362544985,0.6370963163324211,False,False,False,False
SMALL,20,W,1.0,0.3545126109769922,0.7710049272563427,0.8006025480100387,0.73326044552765,0.15126180998609873,-0.3049132865050128,0.14025100222881615,0.744104993552228,-0.3049132865050128,0.9881805184104919,0.6124216566440119,False,False,False,False
SMALL,20,M,0.5666666666666667,0.6823385246862657,1.065219878164118,0.7252340059116329,0.6885431121610184,0.14480666679257914,-0.35930113508744843,0.13095849032956774,0.6881816740420011,-0.35930113508744954,0.8303055808497273,0.6276191615600752,False,False,False,False
SMALL,30,W,1.0,0.3563337744260829,0.626054071588427,0.6739599269946707,0.6297017409074044,0.1141315899884483,-0.29658140452419324,0.10588790645226331,0.635944363090257,-0.29658140452419324,0.8350103539830636,0.5267003679249539,False,False,False,False
