n,g,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b
10,0.5,0.1085061408550223,1.046873074546954,-0.15989374486807562,1.1249573843105722,1.0012960347872477,1.0831577763054678,0.09854503585763941,0.11679449977842804,1.0330766392568729,-0.1598937448680754,False,True
10,0.625,0.1356581874682532,1.0476884691605726,-0.19689501676812438,1.125679842729277,1.0022182013997731,1.0836526151322672,0.12330211838048899,0.14595728962442034,1.0341191955198759,-0.1968950167681247,False,True
10,0.75,0.16274125874916012,1.0484402495428713,-0.23275339585232568,1.126335585794047,1.0030822619571336,1.0840826789434097,0.14805150404451095,0.1750053862090042,1.0351006855576375,-0.23275339585232524,False,False
10,0.875,0.18971284941506883,1.049128323274747,-0.26749538230056547,1.1269209248787286,1.0038911917526805,1.0844424787079605,0.17276202342939584,0.20388582970074176,1.0360247490936327,-0.2674953823005656,False,False
10,1.0,0.21652878452320135,1.0497510042133162,-0.3011406331909453,1.1274351727507812,1.0046428957891345,1.0847310251719384,0.19740183950108903,0.23254312520302656,1.0368894729817515,-0.3011406331909452,False,False
15,0.5,0.10707129135467186,1.149895800431131,-0.1376169367864969,1.2140487105425066,1.1152580121345383,1.137726528538421,0.09333913930426063,0.11853350654866901,1.1679610918772612,-0.13761693678649733,False,True
15,0.625,0.1341501889699217,1.1502790528258915,-0.16992894124099822,1.2142843124963523,1.1157946128999083,1.1378685571520955,0.11687779829828493,0.1486051674302007,1.1685208817838135,-0.16992894124099833,False,True
15,0.75,0.1612947518189769,1.1505969563083243,-0.2014282412840026,1.214450586723624,1.116272047742528,1.1379417383327268,0.14045393440317833,0.17878009582182286,1.169018899612013,-0.20142824128400272,False,True
15,0.875,0.18847324266177035,1.150849395062484,-0.23212565284593822,1.2145477596924936,1.1166901406262313,1.1379473025401121,0.16404412382530142,0.20901894281015432,1.1694542217685713,-0.2321256528459381,False,False
15,1.0,0.2156519472574432,1.1510339996110752,-0.2620312126965787,1.214574883001248,1.1170459215359747,1.1378861797116988,0.18762376149602833,0.23927961540638076,1.169822511915118,-0.2620312126965786,False,False
20,0.5,0.09547391875252664,1.1080280924328523,-0.14623308656740208,1.194541247746643,1.0547271943235204,1.104364960732065,0.08431115829460101,0.10477244787489282,1.1194388126696884,-0.14623308656740253,False,False
20,0.625,0.11950671052735884,1.1082252061363784,-0.1804188706673574,1.1947723912863204,1.054959691512185,1.1044809845824382,0.10550783515149664,0.1311926439824016,1.1197139236835072,-0.18041887066735707,False,True
20,0.75,0.14355735176680273,1.1083672304097845,-0.2136838293848783,1.1949466944311702,1.0551423750086482,1.104542162901449,0.12671685004878164,0.1576443265343057,1.1199353129375598,-0.21368382938487784,False,False
20,0.875,0.16759893580646534,1.1084468629477626,-0.24604146744548705,1.195058009130348,1.0552671826484088,1.1045409165240887,0.1479183217488098,0.1840941669571281,1.1200959164244757,-0.24604146744548672,False,False
20,1.0,0.1916040596802855,1.1084634916868035,-0.27750390385449974,1.1950981870141497,1.055339889255135,1.1044700699928787,0.16909086782758864,0.21050914657688424,1.1201997680011386,-0.27750390385449986,False,False
25,0.5,0.09067260277001243,1.1131746746389837,-0.14103419263888284,1.1468647345942689,1.099368301239739,1.0531370377288434,0.07664096367594508,0.10238979031347073,1.1619016214822349,-0.14103419263888273,False,False
25,0.625,0.11351089729188613,1.1133591738306237,-0.17406678173448664,1.147122557167143,1.0995405345870424,1.0532742188979454,0.0958268512723166,0.1283193268478786,1.1621297920124591,-0.17406678173448642,False,True
25,0.75,0.13637657807430092,1.1134898841129235,-0.20623422434152483,1.147323181648547,1.0996642916805963,1.0533564415164784,0.11499171234434402,0.15433292420173883,1.1623054679873772,-0.20623422434152483,False,False
25,0.875,0.15924694959525643,1.1135610782219088,-0.23754842073240223,1.1474632102559696,1.0997321988653497,1.0533796586960347,0.134118373867812,0.18040301324964547,1.162421804634976,-0.23754842073240245,False,False
25,1.0,0.18209882036449931,1.1135719149880963,-0.26802160678284626,1.1475365816743375,1.0997478613305718,1.0533361798066616,0.15318811597285387,0.20650236689156287,1.1624827573825773,-0.26802160678284614,False,False
30,0.5,0.08681770111882425,1.1108274667821592,-0.1388048859963784,1.1420362609351355,1.0966362285021893,1.0456025432349094,0.0740165689540433,0.09749662470816722,1.1624579405848119,-0.1388048859963782,False,False
30,0.625,0.10867354295911569,1.110940521947799,-0.17137684724027513,1.1422581386427857,1.0966969857206583,1.0457370884344495,0.09253820205753116,0.12216849754208647,1.162561942426806,-0.17137684724027513,False,True
30,0.75,0.13055357150623292,1.1110035916743728,-0.2031188827950634,1.142427200465334,1.096712228384918,1.0458206503824483,0.11103808156479933,0.14691657233090294,1.162616916251099,-0.20311888279506318,False,False
30,0.875,0.15243745563490818,1.1110112659753912,-0.23404187623889972,1.1425384483934056,1.0966763007062013,1.0458469616963277,0.1295001102147979,0.17171682474082273,1.162618058439075,-0.2340418762388996,False,False
30,1.0,0.17430364890377903,1.1109584802355077,-0.26415672407568336,1.142587794733722,1.0965835157584227,1.045811381111388,0.1479073700129614,0.19654362795904934,1.1625600301505823,-0.26415672407568336,False,False
