CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dd_margin_pp,cagr_margin_pp,J,IS_J,is_b_sh,is_b_dd,is_b_cagr,pass4a,pass4b,a_h1,a_h2,a_dd,b_h1,b_h2,b_oos,b_dd,b_cagr,cap,gross,phase,delay,anchor
0.1276422838094624,1.1268588382039442,-0.19636733408779627,1.2401901025977322,1.0413157567774851,1.1559731725662532,0.12197465953665443,-0.11530645747141433,0.13232559036362623,1.1093571768511346,-0.19636733408779616,0.5936272162977763,2.170404551776871,0.5936272162977763,1.7065212199470685,True,True,True,False,True,True,False,False,True,True,True,True,True,5,0.65,Mon,1,False
0.12601555813536902,1.1162544366025184,-0.1957587772658661,1.2261075605890739,1.0328728483896643,1.1438701153758248,0.12056815229291162,-0.11584403132471555,0.13051611633412974,1.0995111050333677,-0.1957587772658661,0.6544828984907936,2.007731984367532,0.6544828984907936,1.585664113892074,True,True,True,False,True,False,False,False,True,True,True,True,True,5,0.65,Mon,2,False
0.12511900116360208,1.110391836175223,-0.19244520322890968,1.2109866342246236,1.0349722641945218,1.1287289399109748,0.11851164465922404,-0.11689314660715988,0.1305830688048666,1.1005159174310983,-0.19244520322890968,0.9858403021864359,1.9180762871908383,0.9858403021864359,1.3800133505233152,True,True,True,False,True,False,False,False,True,True,True,True,True,5,0.65,Mon,3,False
0.13264060050753224,1.1667414886079162,-0.1990188849304002,1.2694000563684034,1.0931833585122552,1.163103108186804,0.12138322782383981,-0.12442718229959804,0.14198490884287795,1.17422959343457,-0.19901888493040054,0.3284721320373829,2.6702362215838535,0.3284721320373829,0.7944487371286973,True,True,True,False,True,True,False,False,True,True,True,True,True,5,0.65,Tue,1,False
0.13093750469579146,1.154929834324374,-0.19524765286715284,1.2529735590981907,1.0850756512518698,1.1517209426689243,0.11986881257665916,-0.12216226772145,0.14012391290243875,1.1620733132383076,-0.19524765286715273,0.7055953383621194,2.499926640409776,0.7055953383621194,1.0209401949435009,True,True,True,False,True,True,False,False,True,True,True,True,True,5,0.65,Tue,2,False
0.13335666222147147,1.1735066897828859,-0.19221594340428783,1.27883383787931,1.0981509712299145,1.1777084461580734,0.12281999582757774,-0.11956811949360657,0.14209757529091815,1.1755510078297846,-0.1922159434042876,1.0087662846486212,2.7418423929777767,1.0087662846486212,1.2803550177278438,True,True,True,False,True,True,False,False,True,True,True,True,True,5,0.65,Tue,3,False
0.12769311612262824,1.1276223362726274,-0.19023686367658144,1.2098705975800657,1.0665019054847025,1.1108724798446432,0.11696494830761761,-0.12648969780810737,0.1365946654762955,1.1431909496002632,-0.19023686367658144,1.2066742574192602,2.1754877830934536,1.2066742574192602,0.5881971862777641,True,True,True,False,True,False,False,False,True,True,True,True,True,5,0.65,Wed,1,False
0.1278985110041999,1.124775677684186,-0.19338491189653373,1.2185972624912742,1.0545289835439704,1.120485195727693,0.11838684243200093,-0.12914154200831496,0.1357828531952885,1.131430772632448,-0.1933849118965334,0.8918694354240309,2.196027271250621,0.8918694354240309,0.32301276625700537,True,True,True,False,True,False,False,False,True,True,True,True,True,5,0.65,Wed,2,False
0.1274238937857486,1.1207885327746028,-0.1994794520620945,1.2102993756002978,1.0535855754051549,1.1141414723516234,0.11792839235005181,-0.13051618088434225,0.13529475680514236,1.1289571918844155,-0.19947945206209472,0.28241541886795396,2.1485655494054887,0.28241541886795396,0.18554887865427638,True,True,True,False,True,False,False,False,True,True,True,True,True,5,0.65,Wed,3,False
0.13054619062293882,1.1429914978582048,-0.19671455777354996,1.2351339058185622,1.0810845695703555,1.1409831308067002,0.11830766674463544,-0.10130557581483457,0.14071320589358383,1.1504715461478643,-0.19671455777354985,0.5589048477224079,2.4607952331245118,0.5589048477224079,1.3596155590644559,True,True,True,False,True,True,False,False,True,True,True,True,True,5,0.65,Thu,1,False
0.13044153717574392,1.1409909905409987,-0.20013454737677105,1.227291888542624,1.083420299788599,1.13203850883912,0.11756559620085438,-0.10195909682022031,0.14114364696125947,1.1531822871539963,-0.20013454737677117,0.21690588740029826,2.4503298884050215,0.21690588740029826,1.28540850468635,True,True,True,False,True,False,False,False,True,True,True,True,True,5,0.65,Thu,2,False
0.13309575843194965,1.1593349303470197,-0.20200119768019453,1.2423359439086836,1.1050487373969669,1.1473886216687155,0.11945349156728247,-0.10164965368600742,0.14444160797345273,1.1738555870341094,-0.20200119768019442,0.030240857057950432,2.715752014025595,0.030240857057950432,1.4741980413291582,True,True,True,False,True,True,False,False,True,True,True,True,True,5,0.65,Thu,3,False
0.1375540324649438,1.2116102183175574,-0.19058082537639387,1.2937085125445946,1.1490934778795605,1.1956245995307002,0.1274150374968912,-0.11885411556079362,0.14596208074157246,1.226138615017302,-0.19058082537639387,1.1722780874380168,3.16157941732501,1.1722780874380168,1.3517554110091394,True,True,True,False,True,True,False,False,True,True,True,True,True,5,0.65,Fri,1,True
