panel,chooser,pick,IS_score,oCAGR,oSharpe,oMaxDD,o_keep4a,o_keep4b,anchor_oSharpe,spy_oSharpe,live_oSharpe,beats_anchor
U56,C_RAW,VOLTGT/0.2/0.5,1.1788296390422854,0.15760204150618828,1.2102777987873992,-0.16053088343104038,False,True,1.1856777042016957,0.8738401470547136,1.2768823974588255,True
U56,C_NEAR,VOLTGT/0.2/0.5,0.06306647312559033,0.15760204150618828,1.2102777987873992,-0.16053088343104038,False,True,1.1856777042016957,0.8738401470547136,1.2768823974588255,True
U56,C_BLEND,VOLTGT/0.2/0.5,0.06310203804393488,0.15760204150618828,1.2102777987873992,-0.16053088343104038,False,True,1.1856777042016957,0.8738401470547136,1.2768823974588255,True
U56,C_STAT,VOLTGT/0.2/0.5,0.06310348694348233,0.15760204150618828,1.2102777987873992,-0.16053088343104038,False,True,1.1856777042016957,0.8738401470547136,1.2768823974588255,True
U56,DO-NOTHING (frozen incumbent),G=0.75,,0.17323365236641464,1.1856777042016957,-0.19127562163086187,False,True,1.1856777042016957,0.8738401470547136,1.2768823974588255,False
B136,C_RAW,VOLTGT/0.2/0.5,1.197967467673332,0.13807885151308197,1.0167407398255548,-0.1521712944559478,False,True,1.0179537645049168,0.8738511437360154,1.1019125044197382,False
B136,C_NEAR,VOLTGT/0.2/0.5,0.059185464335555604,0.13807885151308197,1.0167407398255548,-0.1521712944559478,False,True,1.0179537645049168,0.8738511437360154,1.1019125044197382,False
B136,C_BLEND,VOLTGT/0.2/0.5,0.059089609615894156,0.13807885151308197,1.0167407398255548,-0.1521712944559478,False,True,1.0179537645049168,0.8738511437360154,1.1019125044197382,False
B136,C_STAT,VOLTGT/0.2/0.5,0.059094347743534614,0.13807885151308197,1.0167407398255548,-0.1521712944559478,False,True,1.0179537645049168,0.8738511437360154,1.1019125044197382,False
B136,DO-NOTHING (frozen incumbent),G=0.75,,0.16187458516000452,1.0179537645049168,-0.2074018763117903,False,False,1.0179537645049168,0.8738511437360154,1.1019125044197382,False
SMALL,C_RAW,MAGATE/0.03/0.0,0.8129369054251747,0.03820733615940819,0.31285698262809075,-0.35103751213299705,False,False,0.43984693026555083,0.8738401470547136,0.6473415936678043,False
SMALL,C_NEAR,MAGATE/0.03/0.0,0.17306693871343437,0.03820733615940819,0.31285698262809075,-0.35103751213299705,False,False,0.43984693026555083,0.8738401470547136,0.6473415936678043,False
SMALL,C_BLEND,MAGATE/0.03/0.0,0.1731522104960781,0.03820733615940819,0.31285698262809075,-0.35103751213299705,False,False,0.43984693026555083,0.8738401470547136,0.6473415936678043,False
SMALL,C_STAT,MAGATE/0.03/0.0,0.17316428042725152,0.03820733615940819,0.31285698262809075,-0.35103751213299705,False,False,0.43984693026555083,0.8738401470547136,0.6473415936678043,False
SMALL,DO-NOTHING (frozen incumbent),G=0.75,,0.06698806653983369,0.43984693026555083,-0.3651051671527563,False,False,0.43984693026555083,0.8738401470547136,0.6473415936678043,False
