panel,family,level,cad,c_sd_is,c_bar_is,resid_is,resid_oos,pred_csd,pred_fam,e_csd,e_fam,d_err,scale_is,log_scale,bin,is_D,gross
B136,MA-THRESH,-0.4,D,0.02331620899113213,0.9867857203854763,-0.11285219486578679,-0.0957790365853528,-0.02309490445601217,-0.12527909581383992,0.07268413212934063,-0.029500059228487113,0.04318407290085352,0.11285219486578679,-2.1816763264988968,2,1.0,0.5
B136,MA-THRESH,-0.4,M,0.0241312749991466,0.986287683192372,-0.06799175668024127,-0.04040763822361626,-0.024098928902119038,-0.12527909581383992,0.016308709321497222,-0.08487145759022366,-0.06856274826872644,0.06799175668024127,-2.6883688064449793,1,0.0,0.5
B136,MA-THRESH,-0.4,Q,0.023856049370686826,0.9848942615196857,-0.032345823127011286,-0.020986629679220492,-0.02375989714708131,-0.12527909581383992,-0.002773267467860819,-0.10429246613461943,-0.10151919866675861,0.032345823127011286,-3.4312703814559566,1,0.0,0.5
B136,MA-THRESH,-0.4,W,0.022856319291218598,0.9868995335878924,-0.08689027484609646,-0.08561803608784224,-0.022528397575973393,-0.12527909581383992,0.06308963851186886,-0.03966105972599768,0.02342857878587118,0.08689027484609646,-2.4431091649861063,2,0.0,0.5
B136,MA-THRESH,-0.25,D,0.07155092999413364,0.9685163819014072,-0.042340540782714875,-0.33109338115586695,-0.08251198057250037,-0.12527909581383992,0.24858140058336659,0.20581428534202703,0.042767115241339554,0.042340540782714875,-3.1620102409735433,1,1.0,0.5
B136,MA-THRESH,-0.25,M,0.0824741454057768,0.9650631970770361,0.09478582845112715,-0.12470824580206319,-0.09596754760086593,-0.12527909581383992,0.028740698201197262,-0.0005708500117767301,0.028169848189420532,0.09478582845112715,-2.356135369807903,2,0.0,0.5
B136,MA-THRESH,-0.25,Q,0.07719992819457257,0.9631394326688618,0.014566713200880876,-0.09437059722849916,-0.08947059770716771,-0.12527909581383992,0.004899999521331452,-0.030908498585340755,-0.026008499064009302,0.014566713200880876,-4.229016270985324,1,0.0,0.5
B136,MA-THRESH,-0.25,W,0.07242108779272577,0.9682824328758164,0.022415468632575042,-0.3319611816419821,-0.08358386885291745,-0.12527909581383992,0.2483773127890646,0.20668208582814215,0.041695226960922455,0.022415468632575042,-3.7980039944964723,1,0.0,0.5
B136,MA-THRESH,-0.12,D,0.13180837061989545,0.9170837460491297,-0.11952108657566907,-0.4200658671287494,-0.15673902826337152,-0.12527909581383992,0.2633268388653779,0.2947867713149095,-0.0314599324495316,0.11952108657566907,-2.1242624664770644,2,1.0,0.5
B136,MA-THRESH,-0.12,M,0.14067590310205816,0.9151769610510425,0.0031463329629888293,-0.47953197294310357,-0.1676623391378204,-0.12527909581383992,0.3118696338052832,0.3542528771292637,-0.04238324332398047,0.0031463329629888293,-5.761517643014143,0,0.0,0.5
B136,MA-THRESH,-0.12,Q,0.14972804036474555,0.900679742910458,-0.09761021551599747,-0.3919179631232117,-0.17881305210080253,-0.12527909581383992,0.21310491102240917,0.2666388673093718,-0.05353395628696264,0.09761021551599747,-2.3267731238682114,2,0.0,0.5
B136,MA-THRESH,-0.12,W,0.1320508636281805,0.9168988215835177,0.07867699216457247,-0.3242425214179834,-0.15703773892721246,-0.12527909581383992,0.16720478249077092,0.19896342560414346,-0.03175864311337254,0.07867699216457247,-2.542404514908684,1,0.0,0.5
B136,MA-THRESH,-0.06,D,0.17122250358142144,0.8532028664089695,-0.2631661252847861,-0.2697124449862809,-0.2052906211728578,-0.12527909581383992,0.0644218238134231,0.14443334917244097,-0.08001152535901787,0.2631661252847861,-1.3349697911392393,2,1.0,0.5
B136,MA-THRESH,-0.06,M,0.17449124614849604,0.8508222389907738,0.026721781840777226,-0.5270024175251464,-0.20931716308860746,-0.12527909581383992,0.31768525443653894,0.40172332171130654,-0.08403806727476759,0.026721781840777226,-3.6222762468792515,1,0.0,0.5
B136,MA-THRESH,-0.06,Q,0.1973656381319838,0.8352705472992624,-0.21606060791472537,-0.7151997338438187,-0.23749457266700444,-0.12527909581383992,0.4777051611768143,0.5899206380299788,-0.11221547685316458,0.21606060791472537,-1.532196318458798,2,0.0,0.5
B136,MA-THRESH,-0.06,W,0.17092847116609455,0.8528546308772805,-0.16371206536995864,-0.29453834465176243,-0.20492842261466349,-0.12527909581383992,0.08960992203709894,0.1692592488379225,-0.07964932680082357,0.16371206536995864,-1.8096460931673781,2,0.0,0.5
B136,MA-THRESH,0.0,D,0.20647394107573572,0.715148721974976,-0.515359632822121,-0.331532532442802,-0.24871447231703586,-0.12527909581383992,0.08281806012576615,0.2062534366289621,-0.12343537650319594,0.515359632822121,-0.6628903058682211,2,1.0,0.5
B136,MA-THRESH,0.0,M,0.2098473310272452,0.7129367779086655,-0.008854457202067678,-0.5068995967790535,-0.25286992223675164,-0.12527909581383992,0.25402967454230185,0.3816205009652136,-0.12759082642291175,0.008854457202067678,-4.726834308093963,1,0.0,0.5
B136,MA-THRESH,0.0,Q,0.2324627489051006,0.6981555651434289,-0.31192766418912665,-0.7176563184341234,-0.2807283192070815,-0.12527909581383992,0.43692799922704184,0.5923772226202835,-0.15544922339324163,0.31192766418912665,-1.1649839636006594,2,0.0,0.5
B136,MA-THRESH,0.0,W,0.20699905303134677,0.7139834623438454,-0.4116602504507849,-0.5259441229659378,-0.249361322063182,-0.12527909581383992,0.27658280090275583,0.40066502715209795,-0.12408222624934212,0.4116602504507849,-0.8875569046591417,2,0.0,0.5
B136,MA-THRESH,0.06,D,0.21345287193448031,0.4746966487844243,-0.639597436786099,-0.3664968602862917,-0.25731134314831805,-0.12527909581383992,0.10918551713797364,0.24121776447245177,-0.13203224733447813,0.639597436786099,-0.4469163055567923,2,1.0,0.5
B136,MA-THRESH,0.06,M,0.21212926790779374,0.4697763998491222,-0.27498177668334733,-0.6554003701673139,-0.25568088526307736,-0.12527909581383992,0.39971948490423653,0.530121274353474,-0.13040178944923747,0.27498177668334733,-1.291050450117304,2,0.0,0.5
B136,MA-THRESH,0.06,Q,0.2185499337335824,0.4702286751033485,-0.2605168050332063,-0.6889813278058599,-0.2635900673243913,-0.12527909581383992,0.4253912604814686,0.56370223199202,-0.13831097151055138,0.2605168050332063,-1.345087909185347,2,0.0,0.5
B136,MA-THRESH,0.06,W,0.21333098238394427,0.4740576611109367,-0.6298422091321143,-0.6072217698381621,-0.2571611956912289,-0.12527909581383992,0.3500605741469332,0.4819426740243222,-0.13188209987738903,0.6298422091321143,-0.4622859526623839,2,0.0,0.5
B136,MA-THRESH,0.12,D,0.1679720833055659,0.24917113436293692,-0.4669737110119643,-0.03629030378617948,-0.2012866492429887,-0.12527909581383992,-0.16499634545680922,-0.08898879202766044,0.07600755342914878,0.4669737110119643,-0.761482316234034,2,1.0,0.5
B136,MA-THRESH,0.12,M,0.16429323281338792,0.24591915079666965,-0.5022205732798657,-0.4800775985239989,-0.19675492323380714,-0.12527909581383992,0.28332267529019173,0.354798502710159,-0.07147582741996727,0.5022205732798657,-0.6887158667897724,2,0.0,0.5
B136,MA-THRESH,0.12,Q,0.1631183462202784,0.2461942238056449,-0.4082729544618626,-0.27759750252231985,-0.19530766025229873,-0.12527909581383992,0.08228984227002112,0.15231840670847993,-0.07002856443845881,0.4082729544618626,-0.8958193222287764,2,0.0,0.5
B136,MA-THRESH,0.12,W,0.1683452553810044,0.24915809303449613,-0.6573874195048068,-0.6284746911740191,-0.20174633457234922,-0.12527909581383992,0.42672835660166986,0.5031955953601792,-0.07646723875850936,0.6573874195048068,-0.41948175467865256,2,0.0,0.5
B136,MA-THRESH,0.2,D,0.09293995677598287,0.09971618346918826,-0.3120970764846298,-0.091597303028502,-0.10885966966301378,-0.12527909581383992,-0.017262366634511778,-0.03368179278533792,-0.016419426150826144,0.3120970764846298,-1.164440996988527,2,1.0,0.5
B136,MA-THRESH,0.2,M,0.08653218302829077,0.09703215373545752,-0.24282690475745383,-0.20909761909377877,-0.10096636847692078,-0.12527909581383992,0.108131250616858,0.08381852327993886,0.024312727336919138,0.24282690475745383,-1.4154064155673833,2,0.0,0.5
B136,MA-THRESH,0.2,Q,0.0799689465710797,0.09390443223188161,-0.3412317606513078,-0.15564675733939026,-0.09288156333988362,-0.12527909581383992,0.06276519399950664,0.030367661525550343,0.0323975324739563,0.3412317606513078,-1.0751933825522535,2,0.0,0.5
