panel,family,level,abs_rate,qtl_rate,err,rate_sd
U56,MA200,-0.05,0.8421056643367039,0.8408293465266272,0.0012763178100766437,0.16885776634087465
U56,MA200,-0.02,0.7751973972601054,0.773651787278591,0.0015456099815144286,0.18914984174573518
U56,MA200,0.0,0.710436799745947,0.7119773419409935,0.0015405421950465126,0.2017252382443806
U56,MA200,0.02,0.6191397642885341,0.6204737335478179,0.0013339692592837515,0.20413923640308929
U56,MA200,0.05,0.4849392137270883,0.4849849850754401,4.577134835176411e-05,0.2008501210465544
U56,BREADTH,0.2,0.9711711711711711,0.9711711711711711,0.0,0.06991980415557747
U56,BREADTH,0.3,0.9346846846846847,0.9346846846846847,0.0,0.11003327334421734
U56,BREADTH,0.4,0.8842342342342342,0.8842342342342342,0.0,0.15276987617835142
U56,BREADTH,0.5,0.8425675675675676,0.8425675675675676,0.0,0.18074913175815913
U56,BREADTH,0.6,0.7867117117117117,0.7867117117117117,0.0,0.21550954819523888
B136,MA200,-0.05,0.8349415867564421,0.8354775936930716,0.000536006936629474,0.16755956893627644
B136,MA200,-0.02,0.7683796346886783,0.768685429596645,0.0003057949079666722,0.1864405639357803
B136,MA200,0.0,0.7095528206541265,0.7103921580587135,0.0008393374045869706,0.19583608707008798
B136,MA200,0.02,0.6361489176646818,0.6367735715993893,0.0006246539347074531,0.20002488146319902
B136,MA200,0.05,0.517322220090861,0.5175523623318132,0.00023014224095219138,0.1979983949516336
B136,BREADTH,0.2,0.9722910565442667,0.9725163325073215,0.00022527596305477182,0.03583228627461632
B136,BREADTH,0.3,0.9396260419013291,0.9398513178643839,0.00022527596305477182,0.0844466799638169
B136,BREADTH,0.4,0.8986258166253661,0.8988510925884208,0.0002252759630546608,0.12600746886970884
B136,BREADTH,0.5,0.8555981076819104,0.8558233836449651,0.00022527596305477182,0.1554647646865482
B136,BREADTH,0.6,0.7907186303221446,0.7907186303221446,0.0,0.19233224944906252
SMALL439,MA200,-0.05,0.6046787464029352,0.6045632312507697,0.00011551515216545738,0.16313154017128004
SMALL439,MA200,-0.02,0.5443906827527503,0.5443656809796992,2.500177305109208e-05,0.16650608467673475
SMALL439,MA200,0.0,0.5036140029827344,0.5036248286973176,1.0825714583218016e-05,0.1671491375687649
SMALL439,MA200,0.02,0.4609312072097223,0.4608720844075864,5.912280213588028e-05,0.1666980763023088
SMALL439,MA200,0.05,0.39946908526151365,0.3994056399847639,6.344527674972955e-05,0.16243562378300172
SMALL439,ADV,500000.0,0.8184413694226199,0.81846451249421,2.3143071590125963e-05,0.08002911522285026
SMALL439,ADV,1000000.0,0.7356757327091026,0.7357301494277675,5.441671866490694e-05,0.09377472119982412
SMALL439,ADV,2000000.0,0.627348721083832,0.6272674768157621,8.124426806987994e-05,0.09998679547872265
SMALL439,ADV,5000000.0,0.4298708918049923,0.42999584865388035,0.00012495684888808034,0.08875666590342964
SMALL439,ADV,10000000.0,0.2722365564447124,0.27227616060780363,3.96041630912336e-05,0.06443561983755605
SMALL439,BREADTH,0.2,0.9608540925266904,0.9611082867310625,0.0002541942043721157,0.05677974222404214
SMALL439,BREADTH,0.3,0.8797661413319776,0.8797661413319776,0.0,0.14523242619120075
SMALL439,BREADTH,0.4,0.7404677173360448,0.7407219115404169,0.0002541942043721157,0.2238169757727366
SMALL439,BREADTH,0.5,0.5223690899847484,0.5226232841891205,0.0002541942043721157,0.26012283605861286
SMALL439,BREADTH,0.6,0.24682257244534825,0.24682257244534825,0.0,0.2716166780840338
