panel,sweep,arm,K,seed,gross,cap_K,members,target_gross,target_sd,target_min,target_max,inband_frac,turnover_yr,turnover_risk_yr,turnover_sweep_yr,mean_names,mean_gross,max_gross,max_name_w
U56,SHY,K001,1,0,0.75,1.12,BRK-B,0.5855056179775281,0.31037724287901536,0.0,0.75,0.7806741573033708,2.542296599142387,1.2711482995711934,1.2711482995711936,1.7835955056179775,1.0,1.0000000000000004,1.0
U56,SHY,K001,1,0,1.0,1.12,BRK-B,0.7806741573033708,0.4138363238386871,0.0,1.0,0.7806741573033708,3.0579775280898875,1.5289887640449438,1.5289887640449438,1.0,1.0,1.0,1.0
U56,SHY,K001,1,1,0.75,1.12,XBI,0.49887640449438203,0.3539884114836316,0.0,0.75,0.6651685393258427,3.4547935094093085,1.7273967547046543,1.7273967547046547,1.6667415730337078,1.0,1.0000000000000004,1.0
U56,SHY,K001,1,1,1.0,1.12,XBI,0.6651685393258427,0.47198454864484213,0.0,1.0,0.6651685393258427,4.190561797752809,2.0952808988764047,2.0952808988764047,1.0,1.0,1.0,1.0
U56,SHY,K001,1,2,0.75,1.12,SHY,0.6596629213483146,0.2441422038175253,0.0,0.75,0.8795505617977528,0.0,0.0,0.0,1.0,1.0,1.0,1.0
U56,SHY,K001,1,2,1.0,1.12,SHY,0.8795505617977528,0.32552293842336705,0.0,1.0,0.8795505617977528,0.0,0.0,0.0,1.0,1.0,1.0,1.0
U56,SHY,K001,1,3,0.75,1.12,USO,0.35747191011235957,0.3746322266364794,0.0,0.75,0.4766292134831461,5.250500712314868,2.625250356157434,2.625250356157434,1.4746067415730337,1.0,1.0000000000000007,1.0
U56,SHY,K001,1,3,1.0,1.12,USO,0.4766292134831461,0.4995096355153059,0.0,1.0,0.4766292134831461,6.682247191011236,3.341123595505618,3.341123595505618,1.0,1.0,1.0,1.0
U56,SHY,K001,1,4,0.75,1.12,DBC,0.3975842696629214,0.37436138201848723,0.0,0.75,0.5301123595505618,2.81151207613806,1.4057560380690297,1.40575603806903,1.5303370786516854,1.0,1.0000000000000007,1.0
U56,SHY,K001,1,4,1.0,1.12,DBC,0.5301123595505618,0.49914850935798294,0.0,1.0,0.5301123595505618,3.5110112359550563,1.7555056179775281,1.7555056179775281,1.0,1.0,1.0,1.0
