scaler,n,arm,CAGR,Sharpe,MaxDD,dCAGR,dMaxDD,rate,dSharpe,TO,m_H1,m_H2,m_OOS,m_DD,m_CAGR,p4b,f4b,p4a
True,5,control,0.07049940049744285,0.5374688874447029,-0.34024530376476525,0.0,0.0,,0.0,33.31126274169778,-0.27215011539492007,-0.3914624337444383,-0.3509538175057404,-0.13794189206437568,-0.028409587837384023,False,"H1,H2,OOS,DD,CAGR",False
True,5,g200-dg,0.0724140568072773,0.555706473288694,-0.3345902662932094,-0.19146563098344505,0.5655037471555824,-0.33857535329605637,0.018237585843991155,32.85182495569923,-0.27468419981985503,-0.35660409299297025,-0.3201542210496575,-0.13228685459281986,-0.026494931527549573,False,"H1,H2,OOS,DD,CAGR",False
True,5,g200-rw,0.08731316332403005,0.6339975066098719,-0.32835737716197944,-1.6813762826587197,1.1887926602785814,-1.4143562110020989,0.09652861916516897,33.469601889405254,-0.20126355126900353,-0.27053248712636213,-0.2514171959037562,-0.12605396546158987,-0.011595825010796826,False,"H1,H2,OOS,DD,CAGR",False
True,5,v1gate-rw,0.08151457044948507,0.602741497721984,-0.3283573771619781,-1.1015169952042214,1.1887926602787147,-0.9265846198494939,0.06527261027728115,33.38725095730584,-0.20126355126900353,-0.33143727989739125,-0.30134891201511715,-0.12605396546158854,-0.01739441788534181,False,"H1,H2,OOS,DD,CAGR",False
True,10,control,0.051158353633670606,0.447197662377279,-0.354831388208217,0.0,0.0,,0.0,28.552869526605583,-0.3216337657156486,-0.5068537817472192,-0.4758538694585676,-0.15252797650782746,-0.04775063470115627,False,"H1,H2,OOS,DD,CAGR",False
True,10,g200-dg,0.051378063937352,0.45962198303138313,-0.31265313706346365,-0.021971030368139743,4.217825114475337,-0.005209089938967931,0.012424320654104148,28.005539214495226,-0.2995805136377704,-0.5077543644752518,-0.47356821026979623,-0.11034972536307408,-0.047530924397474875,False,"H1,H2,OOS,DD,CAGR",False
True,10,g200-rw,0.05536326437535255,0.4751555840961559,-0.3320022983554728,-0.4204910741681944,2.2829089852744233,-0.18419090593646603,0.0279579217188769,28.4871638621256,-0.263978381154241,-0.5054382176615828,-0.4747596318643971,-0.12969888665508322,-0.04354572395947433,False,"H1,H2,OOS,DD,CAGR",False
True,10,v1gate-rw,0.05438440410719636,0.4725309292061868,-0.32930477961411964,-0.32260504735257545,2.552660859409739,-0.12637990909108568,0.025333266828907797,28.3870372560419,-0.2688554428112456,-0.5100174985613375,-0.4771910422684965,-0.12700136791373007,-0.04452458422763052,False,"H1,H2,OOS,DD,CAGR",False
True,20,control,0.05231786464998467,0.4587213283383832,-0.3623350017868139,0.0,0.0,,0.0,24.673877456296452,-0.10749568073577209,-0.6524843893353058,-0.5852927651775954,-0.1600315900864243,-0.04659112368484221,False,"H1,H2,OOS,DD,CAGR",False
True,20,g200-dg,0.04835734021780436,0.4454489143966086,-0.2972686961763964,0.39605244321803124,6.5066305610417485,0.0608690534221173,-0.013272413941774586,24.120433620129017,-0.10713616372280499,-0.6959458735610569,-0.6151406175612234,-0.09496528447600683,-0.05055164811702252,False,"H1,H2,OOS,DD,CAGR",False
True,20,g200-rw,0.055555665361421314,0.47731637335326466,-0.33329274130621034,-0.32378007114366447,2.9042260480603543,-0.11148583677221251,0.01859504501488146,24.690958610788766,-0.09830275376790565,-0.6298788300406999,-0.5688048970904991,-0.13098932960582077,-0.043353322973405564,False,"H1,H2,OOS,DD,CAGR",False
True,20,v1gate-rw,0.053680986686192256,0.47600335542988925,-0.2927104440011741,-0.1363122036207587,6.962455778563981,-0.01957817872832125,0.017282027091506058,24.527166479627716,-0.11408805336416372,-0.6359586925974335,-0.5688073155127086,-0.0904070323007845,-0.04522800164863462,False,"H1,H2,OOS,DD,CAGR",False
True,40,control,0.07405967096927912,0.6068728595613424,-0.3589950000921772,0.0,0.0,,0.0,19.038368885988152,-0.11472204362859462,-0.3735230808659993,-0.3337902796635489,-0.15669158839178765,-0.024849317365547754,False,"H1,H2,OOS,DD,CAGR",False
True,40,g200-dg,0.06761942003319743,0.5966115984647322,-0.28204821731641216,0.6440250936081693,7.6946782775765055,0.08369746861086565,-0.010261261096610186,18.501423765924283,-0.15221076630717467,-0.37686036359666847,-0.3246235094170996,-0.0797448056160226,-0.03128956830162945,False,"H1,H2,OOS,DD,CAGR",False
True,40,g200-rw,0.07061129141670164,0.5824803235215197,-0.31938389031619874,0.3448379552577485,3.961110977597848,0.0870558682167673,-0.02439253603982272,19.149843534860658,-0.13911274985248134,-0.4051917047749728,-0.3549625006065089,-0.11708047861580917,-0.02829769691812524,False,"H1,H2,OOS,DD,CAGR",False
