panel,book,family,dial,gross,real_gross,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_S,OOS_CAGR,OOS_MaxDD,spy_CAGR,spy_S,spy_DD,spy_H1,spy_H2,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,v2_CAGR,v2_S,v2_DD,v2_H1,v2_H2,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,DD_ratio,CAGR_ratio,Calmar_ratio,leg_H1,leg_H2,leg_OOS,leg_DD,leg_CAGR,n_fail,fails,sole
U56,BAND0.00,BAND,0.0,0.25,0.17355351857637372,1.0426786437388835,0.026569210633156315,1.1709031085753105,-0.04036305121984318,1.1959569782127608,1.1510446786966755,1.0608937800430447,1.2573387661206048,0.02928013819538,-0.04036305121984296,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.11971036519503651,0.17582326909478863,1.4687388916434339,True,True,True,True,False,1,CAGR,CAGR
U56,BAND0.00,BAND,0.0,0.5,0.34710703715274743,2.0707153825838973,0.05332669936004719,1.1710062307068638,-0.07986181794198399,1.1966765230163845,1.150626732508573,1.0615461757152502,1.2569920866804178,0.058858949100462965,-0.07986181794198421,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.23685740056922203,0.3528924792299947,1.4898942502193897,True,True,True,True,False,1,CAGR,CAGR
U56,BAND0.00,BAND,0.0,0.75,0.520660555729121,3.0911822005603518,0.08024223638696437,1.1709948512142576,-0.11849960334222964,1.197292405064945,1.150086616200109,1.0620972915156917,1.2565197509894517,0.08870379007906459,-0.11849960334222986,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.3514509028145864,0.5310075830189182,1.5109011778497545,True,True,True,True,False,1,CAGR,CAGR
U56,BAND0.00,BAND,0.0,1.0,0.6942140743054949,4.112126469277938,0.1072826389477688,1.1708574914355319,-0.15627883436350165,1.1977879054617133,1.1494177241027559,1.0625321936284648,1.2559129478853748,0.11877877003796278,-0.15627883436350176,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.4634980698563276,0.7099489916111136,1.531719413267847,True,True,True,True,True,0,PASS,
U56,BAND0.03,BAND,0.03,0.25,0.17379189287708474,0.5992609287405577,0.028012325284195283,1.2069493950159844,-0.039709627028874595,1.238765526622971,1.1817752001572706,1.1080473671719953,1.284441312090199,0.030670975145679513,-0.03970962702887393,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.11777241337612977,0.18537316273399282,1.573994770252067,True,True,True,True,False,1,CAGR,CAGR
U56,BAND0.03,BAND,0.03,0.5,0.3475837857541695,1.1818640905842461,0.05626815114476402,1.2070352015432195,-0.0786657294129115,1.2395302991020507,1.1813044231628598,1.1087515481802113,1.2840258864827323,0.06169648025594787,-0.0786657294129115,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.233309992970104,0.37235770444177496,1.5959783792436542,True,True,True,True,False,1,CAGR,CAGR
U56,BAND0.03,BAND,0.03,0.75,0.5213756786312541,1.7552748861460694,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.1093513075947394,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.3466050266933995,0.5607456666819294,1.6178232382589037,True,True,True,True,False,1,CAGR,CAGR
U56,BAND0.03,BAND,0.03,1.0,0.695167571508339,2.3281546728899025,0.1133811587071405,1.206833777303351,-0.15430636922718532,1.240717601143724,1.1799720640159546,1.1098262619091157,1.2827895128014002,0.12467144945925335,-0.1543063692271851,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.45764805320330454,0.7503062944883695,1.639483199451206,True,True,True,True,True,0,PASS,
U56,BAND0.08,BAND,0.08,0.25,0.16590820327283762,0.38759778160166136,0.02776916044939659,1.1539031024020785,-0.04813725731186591,1.2481170234926253,1.0761550782113953,1.1260293714973109,1.1765290949299023,0.029348076701016357,-0.04813725731186591,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.14276741916522778,0.18376400554925335,1.2871564578510688,True,True,True,True,False,1,CAGR,CAGR
U56,BAND0.08,BAND,0.08,0.5,0.33181640654567524,0.7563014516872761,0.0557377366928995,1.1537385161663158,-0.09514863474911384,1.2487765783061398,1.0754505190918746,1.126617948234348,1.175813222554139,0.0589385945855434,-0.09514863474911384,0.15111316477020176,0.8834737236154954,-0.3371725677562024,0.9595433758547895,0.8210748074939859,0.872122672456382,0.15237187725667578,-0.33717256775620263,0.08473605232348302,1.207001132005559,-0.11686570684742059,1.240187834481115,1.1807056442784338,1.2834779596459553,0.09304248036450669,-0.11686570684742059,0.28219565839031263,0.3688476565073602,1.3070635409889857,True,True,True,True,False,1,CAGR,CAGR
