panel,m,rule,constr,cost,year,ret
broad,0.53,ADAPT,lit,10.0,2019,0.166101067980025
broad,0.53,ADAPT,lit,10.0,2020,0.04310371861223494
broad,0.53,ADAPT,lit,10.0,2021,0.19899564474960418
broad,0.53,ADAPT,lit,10.0,2022,-0.06922967824022119
broad,0.53,ADAPT,lit,10.0,2023,0.17166257656424166
broad,0.53,ADAPT,lit,10.0,2024,0.15999417313056052
broad,0.53,ADAPT,lit,10.0,2025,0.15501796239571708
broad,0.53,ADAPT,lit,10.0,2026,0.1234207613344327
broad,0.53,ADAPT,lit,25.0,2009,0.08328921099689324
broad,0.53,ADAPT,lit,25.0,2010,0.10274223983998465
broad,0.53,ADAPT,lit,25.0,2011,-0.021267578160477973
broad,0.53,ADAPT,lit,25.0,2012,0.0675908095340747
broad,0.53,ADAPT,lit,25.0,2013,0.3008866494658755
broad,0.53,ADAPT,lit,25.0,2014,0.09206479808991563
broad,0.53,ADAPT,lit,25.0,2015,0.04558787128260855
broad,0.53,ADAPT,lit,25.0,2016,0.059752978796638434
broad,0.53,ADAPT,lit,25.0,2017,0.19325941326680973
broad,0.53,ADAPT,lit,25.0,2018,0.004766104756882772
broad,0.53,ADAPT,lit,25.0,2019,0.14652602349314137
broad,0.53,ADAPT,lit,25.0,2020,0.01616405850086222
broad,0.53,ADAPT,lit,25.0,2021,0.18220095842392103
broad,0.53,ADAPT,lit,25.0,2022,-0.09529642190028542
broad,0.53,ADAPT,lit,25.0,2023,0.14909470414775639
broad,0.53,ADAPT,lit,25.0,2024,0.14448222461565186
broad,0.53,ADAPT,lit,25.0,2025,0.13597425215376613
broad,0.53,ADAPT,lit,25.0,2026,0.10919747730979013
broad,0.53,ADAPT,norm,10.0,2009,0.11254830622791534
broad,0.53,ADAPT,norm,10.0,2010,0.12737819976945053
broad,0.53,ADAPT,norm,10.0,2011,-0.0010214142612436916
broad,0.53,ADAPT,norm,10.0,2012,0.08507301108266896
broad,0.53,ADAPT,norm,10.0,2013,0.3173100039329153
broad,0.53,ADAPT,norm,10.0,2014,0.11135679744586091
broad,0.53,ADAPT,norm,10.0,2015,0.06496982476868784
broad,0.53,ADAPT,norm,10.0,2016,0.08175363708286265
broad,0.53,ADAPT,norm,10.0,2017,0.20815365462556712
broad,0.53,ADAPT,norm,10.0,2018,0.02426728793042421
broad,0.53,ADAPT,norm,10.0,2019,0.16628753326733592
broad,0.53,ADAPT,norm,10.0,2020,0.04259993278352847
broad,0.53,ADAPT,norm,10.0,2021,0.19969124434799634
broad,0.53,ADAPT,norm,10.0,2022,-0.07305532965996686
broad,0.53,ADAPT,norm,10.0,2023,0.1711068693087774
broad,0.53,ADAPT,norm,10.0,2024,0.16083650653014114
broad,0.53,ADAPT,norm,10.0,2025,0.1554719143122607
broad,0.53,ADAPT,norm,10.0,2026,0.12354489300058491
broad,0.53,ADAPT,norm,25.0,2009,0.08519070707259035
broad,0.53,ADAPT,norm,25.0,2010,0.10285886636891473
broad,0.53,ADAPT,norm,25.0,2011,-0.022696811425456653
broad,0.53,ADAPT,norm,25.0,2012,0.06776418455311584
broad,0.53,ADAPT,norm,25.0,2013,0.3008866494658755
broad,0.53,ADAPT,norm,25.0,2014,0.09343105276848518
broad,0.53,ADAPT,norm,25.0,2015,0.045464138196670056
broad,0.53,ADAPT,norm,25.0,2016,0.06028980519915983
broad,0.53,ADAPT,norm,25.0,2017,0.19350133331726416
broad,0.53,ADAPT,norm,25.0,2018,0.005003959194020968
broad,0.53,ADAPT,norm,25.0,2019,0.14666657194933164
broad,0.53,ADAPT,norm,25.0,2020,0.015684479234594706
broad,0.53,ADAPT,norm,25.0,2021,0.18279582200529587
broad,0.53,ADAPT,norm,25.0,2022,-0.09914235348678802
broad,0.53,ADAPT,norm,25.0,2023,0.14854658922352537
broad,0.53,ADAPT,norm,25.0,2024,0.14521028619121235
broad,0.53,ADAPT,norm,25.0,2025,0.13635153031834624
broad,0.53,ADAPT,norm,25.0,2026,0.10921939094761557
broad,0.53,ADAPT63,lit,10.0,2009,0.13881792055882958
broad,0.53,ADAPT63,lit,10.0,2010,0.11225427040662472
broad,0.53,ADAPT63,lit,10.0,2011,0.029740499965370315
broad,0.53,ADAPT63,lit,10.0,2012,0.07745663332234698
broad,0.53,ADAPT63,lit,10.0,2013,0.32030443161849953
broad,0.53,ADAPT63,lit,10.0,2014,0.1040603813387162
broad,0.53,ADAPT63,lit,10.0,2015,0.04118291349225478
broad,0.53,ADAPT63,lit,10.0,2016,0.08432730673293531
broad,0.53,ADAPT63,lit,10.0,2017,0.20937076755785533
broad,0.53,ADAPT63,lit,10.0,2018,0.008069508515482937
broad,0.53,ADAPT63,lit,10.0,2019,0.18227612411957184
broad,0.53,ADAPT63,lit,10.0,2020,0.12435436497703911
broad,0.53,ADAPT63,lit,10.0,2021,0.20224981622513405
broad,0.53,ADAPT63,lit,10.0,2022,-0.11176328119439627
broad,0.53,ADAPT63,lit,10.0,2023,0.17184967203552204
broad,0.53,ADAPT63,lit,10.0,2024,0.16118462886684792
broad,0.53,ADAPT63,lit,10.0,2025,0.13209512831206638
broad,0.53,ADAPT63,lit,10.0,2026,0.11610039313793297
broad,0.53,ADAPT63,lit,25.0,2009,0.11129626585444541
broad,0.53,ADAPT63,lit,25.0,2010,0.09381986613969229
broad,0.53,ADAPT63,lit,25.0,2011,0.013750484114479988
broad,0.53,ADAPT63,lit,25.0,2012,0.06192391777551465
broad,0.53,ADAPT63,lit,25.0,2013,0.30538605924161466
broad,0.53,ADAPT63,lit,25.0,2014,0.09018945206993467
broad,0.53,ADAPT63,lit,25.0,2015,0.02642757186109157
broad,0.53,ADAPT63,lit,25.0,2016,0.06489971812162265
broad,0.53,ADAPT63,lit,25.0,2017,0.19566579851226606
broad,0.53,ADAPT63,lit,25.0,2018,-0.004699696668542641
broad,0.53,ADAPT63,lit,25.0,2019,0.1638797985185425
broad,0.53,ADAPT63,lit,25.0,2020,0.10529441508168458
broad,0.53,ADAPT63,lit,25.0,2021,0.1867694062103753
broad,0.53,ADAPT63,lit,25.0,2022,-0.1284653670659046
broad,0.53,ADAPT63,lit,25.0,2023,0.1549447971909097
broad,0.53,ADAPT63,lit,25.0,2024,0.14689812050602735
broad,0.53,ADAPT63,lit,25.0,2025,0.11700523664045837
broad,0.53,ADAPT63,lit,25.0,2026,0.1038051558580777
broad,0.53,ADAPT63,norm,10.0,2009,0.1341781421633348
broad,0.53,ADAPT63,norm,10.0,2010,0.12166524042906546
broad,0.53,ADAPT63,norm,10.0,2011,0.030526436332010798
broad,0.53,ADAPT63,norm,10.0,2012,0.07769883637528685
broad,0.53,ADAPT63,norm,10.0,2013,0.32030443161849953
broad,0.53,ADAPT63,norm,10.0,2014,0.10463205643217388
broad,0.53,ADAPT63,norm,10.0,2015,0.04531439530073156
broad,0.53,ADAPT63,norm,10.0,2016,0.0854031777231079
broad,0.53,ADAPT63,norm,10.0,2017,0.20912594259941253
broad,0.53,ADAPT63,norm,10.0,2018,0.012580593151310548
broad,0.53,ADAPT63,norm,10.0,2019,0.18172318867012027
broad,0.53,ADAPT63,norm,10.0,2020,0.10475994756642026
broad,0.53,ADAPT63,norm,10.0,2021,0.20325772910927453
broad,0.53,ADAPT63,norm,10.0,2022,-0.0956819351403222
broad,0.53,ADAPT63,norm,10.0,2023,0.17277877102583905
broad,0.53,ADAPT63,norm,10.0,2024,0.16164967652240203
broad,0.53,ADAPT63,norm,10.0,2025,0.13575463588355108
broad,0.53,ADAPT63,norm,10.0,2026,0.11588005928063794
broad,0.53,ADAPT63,norm,25.0,2009,0.1058429395411511
broad,0.53,ADAPT63,norm,25.0,2010,0.1022766836827258
broad,0.53,ADAPT63,norm,25.0,2011,0.013381144097984743
broad,0.53,ADAPT63,norm,25.0,2012,0.062082898776381734
broad,0.53,ADAPT63,norm,25.0,2013,0.30538605924161466
broad,0.53,ADAPT63,norm,25.0,2014,0.09062752468775503
broad,0.53,ADAPT63,norm,25.0,2015,0.029942106318649575
broad,0.53,ADAPT63,norm,25.0,2016,0.06580275795610979
broad,0.53,ADAPT63,norm,25.0,2017,0.1953461498370488
broad,0.53,ADAPT63,norm,25.0,2018,-0.0012248023886468618
broad,0.53,ADAPT63,norm,25.0,2019,0.16331949482114272
broad,0.53,ADAPT63,norm,25.0,2020,0.08004671525088303
broad,0.53,ADAPT63,norm,25.0,2021,0.18773847816126965
broad,0.53,ADAPT63,norm,25.0,2022,-0.11392563400900368
broad,0.53,ADAPT63,norm,25.0,2023,0.15573960880350435
broad,0.53,ADAPT63,norm,25.0,2024,0.1472633814098765
broad,0.53,ADAPT63,norm,25.0,2025,0.11989661039573885
broad,0.53,ADAPT63,norm,25.0,2026,0.10349042764855199
small,0.53,FIX,lit,10.0,2011,-0.09151469603314188
small,0.53,FIX,lit,10.0,2012,0.0037628217605407688
small,0.53,FIX,lit,10.0,2013,0.34984852256647136
small,0.53,FIX,lit,10.0,2014,0.012917815765404628
small,0.53,FIX,lit,10.0,2015,-0.05758694143466481
small,0.53,FIX,lit,10.0,2016,0.0747324653402488
small,0.53,FIX,lit,10.0,2017,0.05377458536296165
small,0.53,FIX,lit,10.0,2018,0.00623808005167481
small,0.53,FIX,lit,10.0,2019,0.07742564140693764
small,0.53,FIX,lit,10.0,2020,0.09832710015864499
small,0.53,FIX,lit,10.0,2021,0.18554150137374248
small,0.53,FIX,lit,10.0,2022,-0.17287224277844193
small,0.53,FIX,lit,10.0,2023,0.0455116029112288
small,0.53,FIX,lit,10.0,2024,0.0919515554122432
small,0.53,FIX,lit,10.0,2025,0.03801219608135242
small,0.53,FIX,lit,10.0,2026,0.11576878276149793
small,0.53,FIX,lit,25.0,2011,-0.10626891806520988
small,0.53,FIX,lit,25.0,2012,-0.015731118274003086
small,0.53,FIX,lit,25.0,2013,0.32686662334050287
small,0.53,FIX,lit,25.0,2014,-0.004701841472662283
small,0.53,FIX,lit,25.0,2015,-0.07350269569844226
small,0.53,FIX,lit,25.0,2016,0.055091203463065286
small,0.53,FIX,lit,25.0,2017,0.034375807781468204
small,0.53,FIX,lit,25.0,2018,-0.012134969765080439
small,0.53,FIX,lit,25.0,2019,0.05591370348282365
small,0.53,FIX,lit,25.0,2020,0.07432588041449883
small,0.53,FIX,lit,25.0,2021,0.15765100722120895
small,0.53,FIX,lit,25.0,2022,-0.19189668860858866
small,0.53,FIX,lit,25.0,2023,0.022839050434681818
small,0.53,FIX,lit,25.0,2024,0.0689227754027546
small,0.53,FIX,lit,25.0,2025,0.012838649771396149
small,0.53,FIX,lit,25.0,2026,0.09870892394692721
small,0.53,FIX,norm,10.0,2011,-0.08726173246966595
small,0.53,FIX,norm,10.0,2012,0.0066735231785270965
small,0.53,FIX,norm,10.0,2013,0.34984852256647136
small,0.53,FIX,norm,10.0,2014,0.01682435044947228
small,0.53,FIX,norm,10.0,2015,-0.051702146796330783
small,0.53,FIX,norm,10.0,2016,0.08043768946544017
small,0.53,FIX,norm,10.0,2017,0.05377458536296165
small,0.53,FIX,norm,10.0,2018,0.007389736698380611
small,0.53,FIX,norm,10.0,2019,0.08639195828154933
small,0.53,FIX,norm,10.0,2020,0.08348019030224596
small,0.53,FIX,norm,10.0,2021,0.18554150137374248
small,0.53,FIX,norm,10.0,2022,-0.14874451053991622
small,0.53,FIX,norm,10.0,2023,0.0455116029112288
small,0.53,FIX,norm,10.0,2024,0.0919515554122432
small,0.53,FIX,norm,10.0,2025,0.05815714678939865
small,0.53,FIX,norm,10.0,2026,0.11577918559173694
small,0.53,FIX,norm,25.0,2011,-0.108948332987864
small,0.53,FIX,norm,25.0,2012,-0.01307241629526168
small,0.53,FIX,norm,25.0,2013,0.32686662334050287
small,0.53,FIX,norm,25.0,2014,-0.0013633104216582703
small,0.53,FIX,norm,25.0,2015,-0.06887782731338521
small,0.53,FIX,norm,25.0,2016,0.05801304431607468
small,0.53,FIX,norm,25.0,2017,0.034375807781468204
small,0.53,FIX,norm,25.0,2018,-0.01188363558724781
small,0.53,FIX,norm,25.0,2019,0.0640038830132863
small,0.53,FIX,norm,25.0,2020,0.04726553661349309
small,0.53,FIX,norm,25.0,2021,0.15765100722120895
small,0.53,FIX,norm,25.0,2022,-0.17363769831743758
small,0.53,FIX,norm,25.0,2023,0.022839050434681818
small,0.53,FIX,norm,25.0,2024,0.0689227754027546
small,0.53,FIX,norm,25.0,2025,0.02994377137164772
small,0.53,FIX,norm,25.0,2026,0.09872490728126193
small,0.53,FIXIS,lit,10.0,2011,-0.09181154573196115
small,0.53,FIXIS,lit,10.0,2012,-0.005923925769310778
small,0.53,FIXIS,lit,10.0,2013,0.3536836638002494
small,0.53,FIXIS,lit,10.0,2014,0.016500970471863496
small,0.53,FIXIS,lit,10.0,2015,-0.05700707288733564
small,0.53,FIXIS,lit,10.0,2016,0.06482173657525081
small,0.53,FIXIS,lit,10.0,2017,0.042183459642692434
small,0.53,FIXIS,lit,10.0,2018,0.0019901402254138834
small,0.53,FIXIS,lit,10.0,2019,0.0847053097120185
small,0.53,FIXIS,lit,10.0,2020,0.10141273446005439
small,0.53,FIXIS,lit,10.0,2021,0.18008152247452136
small,0.53,FIXIS,lit,10.0,2022,-0.1758334771227561
small,0.53,FIXIS,lit,10.0,2023,0.04056501420870595
small,0.53,FIXIS,lit,10.0,2024,0.09198106555222996
small,0.53,FIXIS,lit,10.0,2025,0.04027788105386043
small,0.53,FIXIS,lit,10.0,2026,0.1115189771840206
small,0.53,FIXIS,lit,25.0,2011,-0.10703149581525118
small,0.53,FIXIS,lit,25.0,2012,-0.025408826229848414
small,0.53,FIXIS,lit,25.0,2013,0.3297006465851715
small,0.53,FIXIS,lit,25.0,2014,-0.001123478144660739
small,0.53,FIXIS,lit,25.0,2015,-0.07335351819389135
small,0.53,FIXIS,lit,25.0,2016,0.04413572972443203
small,0.53,FIXIS,lit,25.0,2017,0.02225756981948135
small,0.53,FIXIS,lit,25.0,2018,-0.016797635889830076
small,0.53,FIXIS,lit,25.0,2019,0.06241377852955998
small,0.53,FIXIS,lit,25.0,2020,0.07647485505379326
small,0.53,FIXIS,lit,25.0,2021,0.15128303472109716
small,0.53,FIXIS,lit,25.0,2022,-0.19558442854726754
small,0.53,FIXIS,lit,25.0,2023,0.0181178819720047
small,0.53,FIXIS,lit,25.0,2024,0.06904771196033321
small,0.53,FIXIS,lit,25.0,2025,0.01474753043604693
small,0.53,FIXIS,lit,25.0,2026,0.0941929092032674
small,0.53,FIXIS,norm,10.0,2011,-0.08590528344667259
small,0.53,FIXIS,norm,10.0,2012,-0.004392895339543457
small,0.53,FIXIS,norm,10.0,2013,0.3536836638002494
small,0.53,FIXIS,norm,10.0,2014,0.019496922614803625
small,0.53,FIXIS,norm,10.0,2015,-0.05232778707942509
small,0.53,FIXIS,norm,10.0,2016,0.07062416845712716
small,0.53,FIXIS,norm,10.0,2017,0.042183459642692434
small,0.53,FIXIS,norm,10.0,2018,0.005586617873601707
small,0.53,FIXIS,norm,10.0,2019,0.09235177879806122
small,0.53,FIXIS,norm,10.0,2020,0.09014337161581998
small,0.53,FIXIS,norm,10.0,2021,0.18008152247452136
small,0.53,FIXIS,norm,10.0,2022,-0.1518781034603005
small,0.53,FIXIS,norm,10.0,2023,0.04056501420870595
small,0.53,FIXIS,norm,10.0,2024,0.09198106555222996
small,0.53,FIXIS,norm,10.0,2025,0.05839705928138761
small,0.53,FIXIS,norm,10.0,2026,0.1115189771840206
small,0.53,FIXIS,norm,25.0,2011,-0.10765983946880997
small,0.53,FIXIS,norm,25.0,2012,-0.023994152115720868
small,0.53,FIXIS,norm,25.0,2013,0.3297006465851715
small,0.53,FIXIS,norm,25.0,2014,0.001418531112600041
small,0.53,FIXIS,norm,25.0,2015,-0.06955150667999377
small,0.53,FIXIS,norm,25.0,2016,0.04738193745601271
small,0.53,FIXIS,norm,25.0,2017,0.02225756981948135
small,0.53,FIXIS,norm,25.0,2018,-0.014057763320263317
small,0.53,FIXIS,norm,25.0,2019,0.0693074148782864
small,0.53,FIXIS,norm,25.0,2020,0.05330286565683906
small,0.53,FIXIS,norm,25.0,2021,0.15128303472109716
small,0.53,FIXIS,norm,25.0,2022,-0.176834847586688
small,0.53,FIXIS,norm,25.0,2023,0.0181178819720047
small,0.53,FIXIS,norm,25.0,2024,0.06904771196033321
small,0.53,FIXIS,norm,25.0,2025,0.030155225478285974
small,0.53,FIXIS,norm,25.0,2026,0.0941929092032674
small,0.53,ADAPT,lit,10.0,2011,-0.046478050259187165
small,0.53,ADAPT,lit,10.0,2012,-0.010538805654404015
small,0.53,ADAPT,lit,10.0,2013,0.3441700834477246
small,0.53,ADAPT,lit,10.0,2014,0.016916135689714507
small,0.53,ADAPT,lit,10.0,2015,-0.03281602308059017
small,0.53,ADAPT,lit,10.0,2016,0.06331130294285248
small,0.53,ADAPT,lit,10.0,2017,0.05403414100741277
small,0.53,ADAPT,lit,10.0,2018,0.012713655316469064
small,0.53,ADAPT,lit,10.0,2019,0.08398639414092579
small,0.53,ADAPT,lit,10.0,2020,0.06730576124289
small,0.53,ADAPT,lit,10.0,2021,0.19222024669807647
small,0.53,ADAPT,lit,10.0,2022,-0.12629311522372266
small,0.53,ADAPT,lit,10.0,2023,0.03008494417245955
small,0.53,ADAPT,lit,10.0,2024,0.07059103410943846
small,0.53,ADAPT,lit,10.0,2025,0.06491718020295689
small,0.53,ADAPT,lit,10.0,2026,0.09159775244647905
small,0.53,ADAPT,lit,25.0,2011,-0.07151141865637656
small,0.53,ADAPT,lit,25.0,2012,-0.03474487220029898
small,0.53,ADAPT,lit,25.0,2013,0.3220257789881864
small,0.53,ADAPT,lit,25.0,2014,-0.005570535710738511
small,0.53,ADAPT,lit,25.0,2015,-0.054281857729356786
small,0.53,ADAPT,lit,25.0,2016,0.03758031108162241
small,0.53,ADAPT,lit,25.0,2017,0.033402528531491615
small,0.53,ADAPT,lit,25.0,2018,-0.009416242707305567
small,0.53,ADAPT,lit,25.0,2019,0.05718000233399012
small,0.53,ADAPT,lit,25.0,2020,0.029231818823119537
small,0.53,ADAPT,lit,25.0,2021,0.1639495299365401
small,0.53,ADAPT,lit,25.0,2022,-0.156573129673228
small,0.53,ADAPT,lit,25.0,2023,0.003739256846065242
small,0.53,ADAPT,lit,25.0,2024,0.04434484501456626
small,0.53,ADAPT,lit,25.0,2025,0.03187993245800991
small,0.53,ADAPT,lit,25.0,2026,0.07361329670398797
small,0.53,ADAPT,norm,10.0,2011,-0.046478050259187165
small,0.53,ADAPT,norm,10.0,2012,-0.010538805654404015
small,0.53,ADAPT,norm,10.0,2013,0.3441700834477246
small,0.53,ADAPT,norm,10.0,2014,0.016916135689714507
small,0.53,ADAPT,norm,10.0,2015,-0.03281602308059017
small,0.53,ADAPT,norm,10.0,2016,0.06331130294285248
small,0.53,ADAPT,norm,10.0,2017,0.05403414100741277
small,0.53,ADAPT,norm,10.0,2018,0.012713655316469064
small,0.53,ADAPT,norm,10.0,2019,0.08398639414092579
small,0.53,ADAPT,norm,10.0,2020,0.07307045057911954
small,0.53,ADAPT,norm,10.0,2021,0.19222024669807647
small,0.53,ADAPT,norm,10.0,2022,-0.12629311522372266
small,0.53,ADAPT,norm,10.0,2023,0.03008494417245955
small,0.53,ADAPT,norm,10.0,2024,0.07059103410943846
small,0.53,ADAPT,norm,10.0,2025,0.06491718020295689
small,0.53,ADAPT,norm,10.0,2026,0.09172164808607342
small,0.53,ADAPT,norm,25.0,2011,-0.07151141865637656
small,0.53,ADAPT,norm,25.0,2012,-0.03474487220029898
small,0.53,ADAPT,norm,25.0,2013,0.3220257789881864
small,0.53,ADAPT,norm,25.0,2014,-0.005570535710738511
small,0.53,ADAPT,norm,25.0,2015,-0.054281857729356786
small,0.53,ADAPT,norm,25.0,2016,0.03758031108162241
small,0.53,ADAPT,norm,25.0,2017,0.033402528531491615
small,0.53,ADAPT,norm,25.0,2018,-0.009416242707305567
small,0.53,ADAPT,norm,25.0,2019,0.05718000233399012
small,0.53,ADAPT,norm,25.0,2020,0.033626865808962236
small,0.53,ADAPT,norm,25.0,2021,0.1639495299365401
small,0.53,ADAPT,norm,25.0,2022,-0.156573129673228
small,0.53,ADAPT,norm,25.0,2023,0.003739256846065242
small,0.53,ADAPT,norm,25.0,2024,0.04434484501456626
small,0.53,ADAPT,norm,25.0,2025,0.03187993245800991
small,0.53,ADAPT,norm,25.0,2026,0.07372250049884976
small,0.53,ADAPT63,lit,10.0,2011,-0.06748182121973523
small,0.53,ADAPT63,lit,10.0,2012,0.013268561394931266
small,0.53,ADAPT63,lit,10.0,2013,0.35146514189962663
small,0.53,ADAPT63,lit,10.0,2014,0.024949209958680774
small,0.53,ADAPT63,lit,10.0,2015,-0.03874336605793416
small,0.53,ADAPT63,lit,10.0,2016,0.09580145107209148
small,0.53,ADAPT63,lit,10.0,2017,0.04192650792491337
small,0.53,ADAPT63,lit,10.0,2018,-0.006893286872336146
small,0.53,ADAPT63,lit,10.0,2019,0.09195210129884224
small,0.53,ADAPT63,lit,10.0,2020,0.192207518612995
small,0.53,ADAPT63,lit,10.0,2021,0.19602350448311423
small,0.53,ADAPT63,lit,10.0,2022,-0.13577549955794033
small,0.53,ADAPT63,lit,10.0,2023,0.03957448546820652
small,0.53,ADAPT63,lit,10.0,2024,0.05108336382507983
small,0.53,ADAPT63,lit,10.0,2025,0.030554565938005762
small,0.53,ADAPT63,lit,10.0,2026,0.11109866668795454
small,0.53,ADAPT63,lit,25.0,2011,-0.08576003960673306
small,0.53,ADAPT63,lit,25.0,2012,-0.00834370100452475
small,0.53,ADAPT63,lit,25.0,2013,0.32930445096118977
small,0.53,ADAPT63,lit,25.0,2014,0.006471088779147927
small,0.53,ADAPT63,lit,25.0,2015,-0.056210283771602865
small,0.53,ADAPT63,lit,25.0,2016,0.07146842720553215
small,0.53,ADAPT63,lit,25.0,2017,0.023862873460039458
small,0.53,ADAPT63,lit,25.0,2018,-0.02478254898987986
small,0.53,ADAPT63,lit,25.0,2019,0.06779642301165101
small,0.53,ADAPT63,lit,25.0,2020,0.15761611415811716
small,0.53,ADAPT63,lit,25.0,2021,0.1701230101832243
small,0.53,ADAPT63,lit,25.0,2022,-0.1614915554815327
small,0.53,ADAPT63,lit,25.0,2023,0.017387488586952715
small,0.53,ADAPT63,lit,25.0,2024,0.02822871587927933
small,0.53,ADAPT63,lit,25.0,2025,0.0037620173879695518
small,0.53,ADAPT63,lit,25.0,2026,0.09453861630224392
small,0.53,ADAPT63,norm,10.0,2011,-0.07883442729854284
small,0.53,ADAPT63,norm,10.0,2012,0.013268561394931266
small,0.53,ADAPT63,norm,10.0,2013,0.35146514189962663
small,0.53,ADAPT63,norm,10.0,2014,0.024949209958680774
small,0.53,ADAPT63,norm,10.0,2015,-0.03883393326504092
small,0.53,ADAPT63,norm,10.0,2016,0.09580145107209148
small,0.53,ADAPT63,norm,10.0,2017,0.04192650792491337
small,0.53,ADAPT63,norm,10.0,2018,-0.0006640717380645977
small,0.53,ADAPT63,norm,10.0,2019,0.09326167759577131
small,0.53,ADAPT63,norm,10.0,2020,0.09618662886681983
small,0.53,ADAPT63,norm,10.0,2021,0.19602350448311423
small,0.53,ADAPT63,norm,10.0,2022,-0.13394108324156084
small,0.53,ADAPT63,norm,10.0,2023,0.03957448546820652
small,0.53,ADAPT63,norm,10.0,2024,0.05108336382507983
small,0.53,ADAPT63,norm,10.0,2025,0.041111781117668444
small,0.53,ADAPT63,norm,10.0,2026,0.11126407698780638
small,0.53,ADAPT63,norm,25.0,2011,-0.09973966109788035
small,0.53,ADAPT63,norm,25.0,2012,-0.00834370100452475
small,0.53,ADAPT63,norm,25.0,2013,0.32930445096118977
small,0.53,ADAPT63,norm,25.0,2014,0.006471088779147927
small,0.53,ADAPT63,norm,25.0,2015,-0.05631641468753046
small,0.53,ADAPT63,norm,25.0,2016,0.07146842720553215
small,0.53,ADAPT63,norm,25.0,2017,0.023862873460039458
small,0.53,ADAPT63,norm,25.0,2018,-0.019189681850507734
small,0.53,ADAPT63,norm,25.0,2019,0.06901048298593704
small,0.53,ADAPT63,norm,25.0,2020,0.056166340565452444
small,0.53,ADAPT63,norm,25.0,2021,0.1701230101832243
small,0.53,ADAPT63,norm,25.0,2022,-0.1598755544712972
small,0.53,ADAPT63,norm,25.0,2023,0.017387488586952715
small,0.53,ADAPT63,norm,25.0,2024,0.02822871587927933
small,0.53,ADAPT63,norm,25.0,2025,0.012451751975922853
small,0.53,ADAPT63,norm,25.0,2026,0.09468918691241979
