panel,dial,arm,bps,IS_Sharpe,IS_MaxDD,OOS_Sharpe,OOS_MaxDD,OOS_CAGR,CAGR,Sharpe,MaxDD,H1,H2,turn,pass4a,fail4a,pass4b,fail4b
U56,N,n3,0,1.1195505979656741,-0.17165468268171813,1.1486056692411641,-0.25172317193257976,0.2645744238075447,0.24404567056736215,1.1333629632691875,-0.25172317193258065,1.115915811469365,1.1557124027160632,20.750490660080235,False,"H1,H2,DD",False,DD
U56,N,n3,10,1.015825592240117,-0.17383874543618083,1.0553980365043352,-0.25810346252191085,0.23805236009934383,0.218531179006751,1.0360853249411557,-0.2581034625219104,1.0144577492222204,1.0612718596873816,20.750490660080235,False,"H1,H2,DD",False,DD
U56,N,n3,25,0.8597078455921736,-0.18813973941610906,0.9150253530851491,-0.2675815487908024,0.1992757374259695,0.18120647197987472,0.8896172918026419,-0.267581548790802,0.8617130270063887,0.9190635897849955,20.750490660080235,False,"H1,H2,DD",False,"H1,DD"
U56,N,n5,0,1.002152620630552,-0.17661811970590813,1.0873696157155603,-0.20506681347799272,0.20559738346989787,0.1859006414584794,1.0493481848058681,-0.20506681347799194,1.0077982033052708,1.091098289317228,17.62247232499748,False,"H1,H2,DD",False,DD
U56,N,n5,10,0.8949508934883168,-0.18250415115475327,0.9938232266964573,-0.2157977985023969,0.18450685681430068,0.1652061649746528,0.9503303963383655,-0.21579779850239666,0.8991069960523864,0.9996213026177087,17.62247232499748,False,"H1,H2,DD",False,"H1,DD"
U56,N,n5,25,0.733694470657326,-0.19125961734251007,0.8530615662039829,-0.23163358355894426,0.15354182147703677,0.13482093261794037,0.8013544631759973,-0.23163358355894437,0.7356072889566833,0.8619727590871559,17.62247232499748,False,"H1,H2,DD",False,"H1,OOS,DD"
U56,N,n10,0,0.9751053781559459,-0.1283589099113328,1.0639823521718028,-0.17473594747739718,0.1590130253483295,0.14398931326086628,1.024573080571075,-0.1747359474773974,1.0243295396848315,1.0310039930310826,13.85705096801972,False,"H1,H2,DD",True,
U56,N,n10,10,0.8694939800183932,-0.1410893544899624,0.9713041910854872,-0.17538190355779537,0.14305502309526497,0.12826192382512347,0.9266784542225948,-0.17538190355779526,0.9175665176313622,0.9400369438453601,13.85705096801972,False,"H1,H2,DD",False,H1
U56,N,n10,25,0.7105861690134803,-0.1606106746957433,0.8318896822823252,-0.17635035763299545,0.11951913872108988,0.10506534235383236,0.7794020777277634,-0.17635035763299556,0.7568928737035484,0.8032175858000484,13.85705096801972,False,"H1,H2,DD",False,"H1,H2,OOS,CAGR"
U56,N,n20,0,1.0827890194566445,-0.11314731352927931,1.2467429121940627,-0.1822003619415382,0.15459899352991857,0.13749175798268798,1.1754601006115302,-0.1822003619415381,1.1778456773192798,1.1800056069179945,9.630697203129404,False,"H1,H2,DD",True,
U56,N,n20,10,0.9928968404730495,-0.11653190552192016,1.167991233806965,-0.18308348697878107,0.14360571273280298,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,9.630697203129404,False,"H1,H2,DD",True,
U56,N,n20,25,0.8577174907477432,-0.12545350656369159,1.0495601201126592,-0.18440712200737241,0.12730703643605445,0.11044635761256427,0.9668297371038527,-0.1844071220073723,0.9535500018905777,0.9835762726543062,9.630697203129404,False,"H1,H2,DD",False,H1
U56,N,n40,0,0.9995541101679444,-0.10280007705348615,1.325231539031946,-0.1390679363057986,0.11906073308321719,0.10244948506565055,1.182176700183864,-0.13906793630579872,1.1308573413113585,1.231220007950512,5.019694957196319,False,"H1,DD",False,CAGR
U56,N,n40,10,0.9417846228682315,-0.10596007790806994,1.2662442817436643,-0.13972400558977793,0.11325660646213853,0.0969326954268177,1.1237387333300386,-0.13972400558977827,1.072947146864071,1.172166090768097,5.019694957196319,False,"H1,H2,DD",False,CAGR
U56,N,n40,25,0.8549889788280588,-0.11100093536580091,1.1775485956051288,-0.14070768587939264,0.10460538145127307,0.08870789397254142,1.0358985459301981,-0.14070768587939275,0.9859267154518828,1.0833784922587757,5.019694957196319,False,"H1,H2,DD",False,CAGR
