panel,gross,argmax_N,sharpe_at_20,sharpe_at_argmax,d_argmax,t_argmax,monotone,verdict
U56,0.5,20,1.152835225648363,1.152835225648363,0.0,0.0,no,"B PLATEAU MEMBER (is argmax, but a neighbour is inside 2 SE)"
U56,0.75,20,1.1536628182453899,1.1536628182453899,0.0,0.0,no,"B PLATEAU MEMBER (is argmax, but a neighbour is inside 2 SE)"
U56,1.0,20,1.154175022239098,1.154175022239098,0.0,0.0,no,"B PLATEAU MEMBER (is argmax, but a neighbour is inside 2 SE)"
B136,0.5,28,1.0632262523902725,1.106123187579835,0.0428969351895625,0.843712758244689,no,"B PLATEAU MEMBER (argmax N=28, inside 0.84 SE)"
B136,0.75,28,1.0653720113403455,1.1076957098975677,0.04232369855722218,0.8334970932456375,no,"B PLATEAU MEMBER (argmax N=28, inside 0.83 SE)"
B136,1.0,28,1.0672188098433435,1.1089513353189921,0.04173252547564865,0.8229441302921168,no,"B PLATEAU MEMBER (argmax N=28, inside 0.82 SE)"
SMALL,0.5,14,0.5078473422405078,0.5724846660642186,0.06463732382371079,1.038600926768731,no,"B PLATEAU MEMBER (argmax N=14, inside 1.04 SE)"
SMALL,0.75,14,0.5091735910765686,0.5738778541049533,0.06470426302838472,1.0417965392872839,no,"B PLATEAU MEMBER (argmax N=14, inside 1.04 SE)"
SMALL,1.0,14,0.5104011271197118,0.575157575474652,0.06475644835494021,1.0448216572040963,no,"B PLATEAU MEMBER (argmax N=14, inside 1.04 SE)"
